,metadata,ArticleID,index,last name,first name,AuthorName,clean name,confirmed name,Sex
15648,"Mora, Marie T.",18193,,Mora, Marie T., Marie T. Mora,Marie T. Mora,Marie T. Mora,Female
15649,"Sannikov, Yuliy",18194,,Sannikov, Yuliy, Yuliy Sannikov,Yuliy Sannikov,Yuliy Sannikov,Male
15650,"Choi, Dong Beom",18195,,Choi, Dong Beom, Dong Beom Choi,Dong Beom Choi,Dong Beom Choi,Male
15651,"Eisenbach, Thomas M.",18195,,Eisenbach, Thomas M., Thomas M. Eisenbach,,,
15652,"Yorulmazer, Tanju",18195,,Yorulmazer, Tanju, Tanju Yorulmazer,,,
15653,"Caballero, Ricardo J.",18196,,Caballero, Ricardo J., Ricardo J. Caballero,Ricardo J. Caballero,Ricardo J. Caballero,Male
15654,"Caballero, Ricardo J.",18196,,Caballero, Ricardo J., Ricardo J. Caballero,Ricardo J. Caballero,Ricardo J. Caballero,Male
15655,"Caballero, Ricardo J.",18628,,Caballero, Ricardo J., Ricardo J. Caballero,Ricardo J. Caballero,Ricardo J. Caballero,Male
15656,"Caballero, Ricardo J.",18628,,Caballero, Ricardo J., Ricardo J. Caballero,Ricardo J. Caballero,Ricardo J. Caballero,Male
15657,"Caballero, Ricardo J.",25472,,Caballero, Ricardo J., Ricardo J. Caballero,Ricardo J. Caballero,Ricardo J. Caballero,Male
15658,"Caballero, Ricardo J.",25472,,Caballero, Ricardo J., Ricardo J. Caballero,Ricardo J. Caballero,Ricardo J. Caballero,Male
15659,"Caballero, Ricardo J.",28894,,Caballero, Ricardo J., Ricardo J. Caballero,Ricardo J. Caballero,Ricardo J. Caballero,Male
15660,"Caballero, Ricardo J.",28894,,Caballero, Ricardo J., Ricardo J. Caballero,Ricardo J. Caballero,Ricardo J. Caballero,Male
15661,"Farhi, Emmanuel",18196,,Farhi, Emmanuel, Emmanuel Farhi,Emmanuel Farhi,Emmanuel Farhi,Male
15662,"Farhi, Emmanuel",18329,,Farhi, Emmanuel, Emmanuel Farhi,Emmanuel Farhi,Emmanuel Farhi,Male
15663,"Farhi, Emmanuel",18628,,Farhi, Emmanuel, Emmanuel Farhi,Emmanuel Farhi,Emmanuel Farhi,Male
15664,"Farhi, Emmanuel",18896,,Farhi, Emmanuel, Emmanuel Farhi,Emmanuel Farhi,Emmanuel Farhi,Male
15665,"Farhi, Emmanuel",25593,,Farhi, Emmanuel, Emmanuel Farhi,Emmanuel Farhi,Emmanuel Farhi,Male
15666,"Farhi, Emmanuel",25641,,Farhi, Emmanuel, Emmanuel Farhi,Emmanuel Farhi,Emmanuel Farhi,Male
15667,"Farhi, Emmanuel",25699,,Farhi, Emmanuel, Emmanuel Farhi,Emmanuel Farhi,Emmanuel Farhi,Male
15668,"Farhi, Emmanuel",25840,,Farhi, Emmanuel, Emmanuel Farhi,Emmanuel Farhi,Emmanuel Farhi,Male
15669,"Farhi, Emmanuel",26032,,Farhi, Emmanuel, Emmanuel Farhi,Emmanuel Farhi,Emmanuel Farhi,Male
15670,"Farhi, Emmanuel",26099,,Farhi, Emmanuel, Emmanuel Farhi,Emmanuel Farhi,Emmanuel Farhi,Male
15671,"Farhi, Emmanuel",28895,,Farhi, Emmanuel, Emmanuel Farhi,Emmanuel Farhi,Emmanuel Farhi,Male
15672,"Gourinchas, Pierre-Olivier",18196,,Gourinchas, Pierre-Olivier, Pierre-Olivier Gourinchas,Pierre-Olivier Gourinchas,Pierre-Olivier Gourinchas,Male
15673,"Gourinchas, Pierre-Olivier",18628,,Gourinchas, Pierre-Olivier, Pierre-Olivier Gourinchas,Pierre-Olivier Gourinchas,Pierre-Olivier Gourinchas,Male
15674,"Gourinchas, Pierre-Olivier",25541,,Gourinchas, Pierre-Olivier, Pierre-Olivier Gourinchas,Pierre-Olivier Gourinchas,Pierre-Olivier Gourinchas,Male
15675,"He, Zhiguo",18197,,He, Zhiguo, Zhiguo He,Zhiguo He,Zhiguo He,Male
15676,"He, Zhiguo",18280,,He, Zhiguo, Zhiguo He,Zhiguo He,Zhiguo He,Male
15677,"He, Zhiguo",23309,,He, Zhiguo, Zhiguo He,Zhiguo He,Zhiguo He,Male
15678,"Krishnamurthy, Arvind",18197,,Krishnamurthy, Arvind, Arvind Krishnamurthy,Arvind Krishnamurthy,Arvind Krishnamurthy,Male
15679,"Krishnamurthy, Arvind",23309,,Krishnamurthy, Arvind, Arvind Krishnamurthy,Arvind Krishnamurthy,Arvind Krishnamurthy,Male
15680,"Krishnamurthy, Arvind",28894,,Krishnamurthy, Arvind, Arvind Krishnamurthy,Arvind Krishnamurthy,Arvind Krishnamurthy,Male
15681,"Milbradt, Konstantin",18197,,Milbradt, Konstantin, Konstantin Milbradt,Konstantin Milbradt,Konstantin Milbradt,Male
15682,"Milbradt, Konstantin",23309,,Milbradt, Konstantin, Konstantin Milbradt,Konstantin Milbradt,Konstantin Milbradt,Male
15683,"Ramcharan, Rodney",18198,,Ramcharan, Rodney, Rodney Ramcharan,Rodney Ramcharan,Rodney Ramcharan,Male
15684,"Ramcharan, Rodney",18748,,Ramcharan, Rodney, Rodney Ramcharan,Rodney Ramcharan,Rodney Ramcharan,Male
15685,"Ramcharan, Rodney",26132,,Ramcharan, Rodney, Rodney Ramcharan,Rodney Ramcharan,Rodney Ramcharan,Male
15686,"Gorton, Gary",18199,,Gorton, Gary, Gary Gorton,Gary Gorton,Gary Gorton,Male
15687,"Gorton, Gary",18689,,Gorton, Gary, Gary Gorton,Gary Gorton,Gary Gorton,Male
15688,"Gorton, Gary",28891,,Gorton, Gary, Gary Gorton,Gary Gorton,Gary Gorton,Male
15689,"Tallman, Ellis W.",18199,,Tallman, Ellis W., Ellis W. Tallman,Ellis W. Tallman,Ellis W. Tallman,Male
15690,"Carlson, Mark",18200,,Carlson, Mark, Mark Carlson,Mark Carlson,Mark Carlson,Male
15691,"Carlson, Mark",18200,,Carlson, Mark, Mark Carlson,Mark Carlson,Mark Carlson,Male
15692,"Wheelock, David C.",18200,,Wheelock, David C., David C. Wheelock,David C. Wheelock,David C. Wheelock,Male
15693,"Justiniano, Alejandro",18201,,Justiniano, Alejandro, Alejandro Justiniano,Alejandro Justiniano,Alejandro Justiniano,Male
15694,"Justiniano, Alejandro",25872,,Justiniano, Alejandro, Alejandro Justiniano,Alejandro Justiniano,Alejandro Justiniano,Male
15695,"Primiceri, Giorgio E.",18201,,Primiceri, Giorgio E., Giorgio E. Primiceri,Giorgio E. Primiceri,Giorgio E. Primiceri,Male
15696,"Primiceri, Giorgio E.",25872,,Primiceri, Giorgio E., Giorgio E. Primiceri,Giorgio E. Primiceri,Giorgio E. Primiceri,Male
15697,"Tambalotti, Andrea",18201,,Tambalotti, Andrea, Andrea Tambalotti,Andrea Tambalotti,Andrea Tambalotti,Male
15698,"Tambalotti, Andrea",25872,,Tambalotti, Andrea, Andrea Tambalotti,Andrea Tambalotti,Andrea Tambalotti,Male
15699,"Christiano, Lawrence",18202,,Christiano, Lawrence, Lawrence Christiano,Lawrence Christiano,Lawrence Christiano,Male
15700,"Christiano, Lawrence",18202,,Christiano, Lawrence, Lawrence Christiano,Lawrence Christiano,Lawrence J. Christiano,Male
15701,"Ikeda, Daisuke",18202,,Ikeda, Daisuke, Daisuke Ikeda,Daisuke Ikeda,Daisuke Ikeda,Male
15702,"Blanchard, Olivier",18203,,Blanchard, Olivier, Olivier Blanchard,Olivier Blanchard,Olivier Blanchard,Male
15703,"Blanchard, Olivier",18203,,Blanchard, Olivier, Olivier Blanchard,Olivier Blanchard,Olivier J. Blanchard,Male
15704,"Blanchard, Olivier",19017,,Blanchard, Olivier, Olivier Blanchard,Olivier Blanchard,Olivier Blanchard,Male
15705,"Blanchard, Olivier",19017,,Blanchard, Olivier, Olivier Blanchard,Olivier Blanchard,Olivier J. Blanchard,Male
15706,"Blanchard, Olivier",23308,,Blanchard, Olivier, Olivier Blanchard,Olivier Blanchard,Olivier Blanchard,Male
15707,"Blanchard, Olivier",23308,,Blanchard, Olivier, Olivier Blanchard,Olivier Blanchard,Olivier J. Blanchard,Male
15708,"Ostry, Jonathan D.",18203,,Ostry, Jonathan D., Jonathan D. Ostry,,,
15709,"Ostry, Jonathan D.",18205,,Ostry, Jonathan D., Jonathan D. Ostry,,,
15710,"Ostry, Jonathan D.",24758,,Ostry, Jonathan D., Jonathan D. Ostry,,,
15711,"Ghosh, Atish R.",18203,,Ghosh, Atish R., Atish R. Ghosh,Atish R. Ghosh,Atish R. Ghosh,Male
15712,"Ghosh, Atish R.",18205,,Ghosh, Atish R., Atish R. Ghosh,Atish R. Ghosh,Atish R. Ghosh,Male
15713,"Ghosh, Atish R.",23417,,Ghosh, Atish R., Atish R. Ghosh,Atish R. Ghosh,Atish R. Ghosh,Male
15714,"Ghosh, Atish R.",24758,,Ghosh, Atish R., Atish R. Ghosh,Atish R. Ghosh,Atish R. Ghosh,Male
15715,"Chamon, Marcos",18203,,Chamon, Marcos, Marcos Chamon,,,
15716,"Qureshi, Mahvash S.",18205,,Qureshi, Mahvash S., Mahvash S. Qureshi,,,
15717,"Qureshi, Mahvash S.",23417,,Qureshi, Mahvash S., Mahvash S. Qureshi,,,
15718,"Qureshi, Mahvash S.",24758,,Qureshi, Mahvash S., Mahvash S. Qureshi,,,
15719,"Goldstein, Itay",18207,,Goldstein, Itay, Itay Goldstein,Itay Goldstein,Itay Goldstein,Male
15720,"Huang, Chong",18207,,Huang, Chong, Chong Huang,,,
15721,"Gentzkow, Matthew",18208,,Gentzkow, Matthew, Matthew Gentzkow,Matthew Gentzkow,Matthew Gentzkow,Male
15722,"Gentzkow, Matthew",18208,,Gentzkow, Matthew, Matthew Gentzkow,Matthew Gentzkow,Matthew Gentzkow,Male
15723,"Gentzkow, Matthew",18818,,Gentzkow, Matthew, Matthew Gentzkow,Matthew Gentzkow,Matthew Gentzkow,Male
15724,"Gentzkow, Matthew",18818,,Gentzkow, Matthew, Matthew Gentzkow,Matthew Gentzkow,Matthew Gentzkow,Male
15725,"Gentzkow, Matthew",25540,,Gentzkow, Matthew, Matthew Gentzkow,Matthew Gentzkow,Matthew Gentzkow,Male
15726,"Gentzkow, Matthew",25540,,Gentzkow, Matthew, Matthew Gentzkow,Matthew Gentzkow,Matthew Gentzkow,Male
15727,"Gentzkow, Matthew",25710,,Gentzkow, Matthew, Matthew Gentzkow,Matthew Gentzkow,Matthew Gentzkow,Male
15728,"Gentzkow, Matthew",25710,,Gentzkow, Matthew, Matthew Gentzkow,Matthew Gentzkow,Matthew Gentzkow,Male
15729,"Gentzkow, Matthew",25834,,Gentzkow, Matthew, Matthew Gentzkow,Matthew Gentzkow,Matthew Gentzkow,Male
15730,"Gentzkow, Matthew",25834,,Gentzkow, Matthew, Matthew Gentzkow,Matthew Gentzkow,Matthew Gentzkow,Male
15731,"Gentzkow, Matthew",26143,,Gentzkow, Matthew, Matthew Gentzkow,Matthew Gentzkow,Matthew Gentzkow,Male
15732,"Gentzkow, Matthew",26143,,Gentzkow, Matthew, Matthew Gentzkow,Matthew Gentzkow,Matthew Gentzkow,Male
15733,"Kamenica, Emir",18208,,Kamenica, Emir, Emir Kamenica,Emir Kamenica,Emir Kamenica,Male
15734,"Kamenica, Emir",25756,,Kamenica, Emir, Emir Kamenica,Emir Kamenica,Emir Kamenica,Male
15735,"Kamenica, Emir",26078,,Kamenica, Emir, Emir Kamenica,Emir Kamenica,Emir Kamenica,Male
15736,"Anthoff, David",18209,,Anthoff, David, David Anthoff,David Anthoff,David Anthoff,Male
15737,"Estrada, Francisco",18209,,Estrada, Francisco, Francisco Estrada,,Francisco Estrada,Male
15738,"Tol, Richard S. J.",18209,,Tol, Richard S. J., Richard S. J. Tol,,,
15739,"Mendelsohn, Robert",18210,,Mendelsohn, Robert, Robert Mendelsohn,Robert Mendelsohn,Robert Mendelsohn,Male
15740,"Mendelsohn, Robert",18210,,Mendelsohn, Robert, Robert Mendelsohn,Robert Mendelsohn,Robert Mendelsohn,Male
15741,"Prentice, Iain C.",18210,,Prentice, Iain C., Iain C. Prentice,,,
15742,"Schmitz, Oswald",18210,,Schmitz, Oswald, Oswald Schmitz,,,
15743,"Stocker, Benjamin",18210,,Stocker, Benjamin, Benjamin Stocker,Benjamin Stocker,Benjamin Stocker,Male
15744,"Buchkowski, Robert",18210,,Buchkowski, Robert, Robert Buchkowski,,,
15745,"Dawson, Benjamin",18210,,Dawson, Benjamin, Benjamin Dawson,Benjamin Dawson,Benjamin Dawson,Male
15746,"Colt, Stephen G.",18211,,Colt, Stephen G., Stephen G. Colt,,,
15747,"Knapp, Gunnar P.",18211,,Knapp, Gunnar P., Gunnar P. Knapp,Gunnar P. Knapp,Gunnar P. Knapp,Male
15748,"Laeven, Luc",18212,,Laeven, Luc, Luc Laeven,Luc Laeven,Luc Laeven,Male
15749,"Popov, Alexander",18212,,Popov, Alexander, Alexander Popov,Alexander Popov,Alexander Popov,Male
15750,"Fuster, Andreas",18213,,Fuster, Andreas, Andreas Fuster,Andreas Fuster,Andreas Fuster,Male
15751,"Fuster, Andreas",23360,,Fuster, Andreas, Andreas Fuster,Andreas Fuster,Andreas Fuster,Male
15752,"Fuster, Andreas",25822,,Fuster, Andreas, Andreas Fuster,Andreas Fuster,Andreas Fuster,Male
15753,"Zafar, Basit",18213,,Zafar, Basit, Basit Zafar,Basit Zafar,Basit Zafar,Male
15754,"Zafar, Basit",25646,,Zafar, Basit, Basit Zafar,Basit Zafar,Basit Zafar,Male
15755,"Zafar, Basit",25745,,Zafar, Basit, Basit Zafar,Basit Zafar,Basit Zafar,Male
15756,"Zafar, Basit",25822,,Zafar, Basit, Basit Zafar,Basit Zafar,Basit Zafar,Male
15757,"Zafar, Basit",26034,,Zafar, Basit, Basit Zafar,Basit Zafar,Basit Zafar,Male
15758,"Zafar, Basit",26225,,Zafar, Basit, Basit Zafar,Basit Zafar,Basit Zafar,Male
15759,"Bricker, Jesse",18214,,Bricker, Jesse, Jesse Bricker,,,
15760,"Bricker, Jesse",18248,,Bricker, Jesse, Jesse Bricker,,,
