,0,AuthorID
9139,"Stavins, Robert N.",18758
9140,"Zaporozhets, Vera",18759
9141,"KENNEDY, PE",18760
9142,"Brozen, Yale",18761
9143,"Oosterbeek, H",18762
9144,"Eliasberg, Vera",18763
9145,"FEIGER, G",18764
9146,"FLORENCE, PS",18765
9147,"Kaldor, Nicholas",18766
9148,"TOMES, N",18767
9149,"Trefftzs, Kenneth Lewis",18768
9150,"MEYER, J",18769
9151,"Bouton, Laurent",18770
9152,"MINHAS, BS",18771
9153,"GOULD, JP",18772
9154,"Fors, G",18773
9155,"DESAI, P",18774
9156,"EVANS, WD",18775
9157,"Naya, Seiji",18776
9158,"Meyer, John R.",18777
9159,"Prost, Corinne",18778
9160,"Tanaka, M",18779
9161,"ORDOVER, JA",18780
9162,"Santos, Andres",18781
9163,"Waldinger, Fabian",18782
9164,"Frank, RG",18783
9165,"ANDERSON, BE",18784
9166,"FORSYTHE, R",18785
9167,"SINHA, RP",18786
9168,"MENDELSOHN, R",18787
9169,"Preston, Samuel",18788
9170,"BLUME, M",18789
9171,"Pinger, Pia",18790
9172,"BIRNBERG, T",18791
9173,"Brunello, Giorgio",18792
9174,"Lecuyer, C",18793
9175,"Heflebower, Richard B.",18794
9176,"Quinn, Stephen",18795
9177,"MCKEE, M",18796
9178,"Stantcheva, Stefanie",18797
9179,"NELSON, BL",18798
9180,"Rey, Patrick",18799
9181,"Fry, MJ",18800
9182,"Romano, R",18801
9183,"Bogomolnaia, Anna",18802
9184,"WHITNEY, SN",18803
9185,"Acharya, Avidit",18804
9186,"MacDonald, John",18805
9187,"Polak, B",18806
9188,"Romano, Joseph P.",18807
9189,"ALLINGHAM, MG",18808
9190,"REID, MG",18809
9191,"Zahler, Andres",18810
9192,"Jeng, Leslie",18811
9193,"Victoria-Feser, MP",18812
9194,"SWERLING, BC",18813
9195,"Qin, Likuan",18814
9196,"Calvo, GA",18815
9197,"Menon, J",18816
9198,"MAI, CC",18817
9199,"Moraga-Gonzalez, Jose L.",18818
9200,"CHALOUPKA, FJ",18819
9201,"HORVAT, B",18820
9202,"Pigou, A. C.",18821
9203,"LEVYLAMBERT, H",18822
9204,"KARAKITSOS, E",18823
9205,"Mogstad, Magne",18824
9206,"Mairesse, J",18825
9207,"GRANDMONT, JM",18826
9208,"Shirras, G. Findlay",18827
9209,"Wilcox, NT",18828
9210,"Fafchamps, Marcel",18829
9211,"Drzensky, Frank",18830
9212,"Schlosser, Analia",18831
9213,"Boyd, D",18832
9214,"Scott, M. F.",18833
9215,"Lambert, Thomas",18834
9216,"Henon, Robert",18835
9217,"Berloffa, G",18836
9218,"NELL, EJ",18837
9219,"Smith, J",18838
9220,"Wang, Stephanie W.",18839
9221,"Belasen, Ariel R.",18840
9222,"KALDOR, N",18841
9223,"Freeman, Donald G.",18842
9224,"Fischer, S",18843
9225,"PIRON, R",18844
9226,"Blakeslee, David",18845
9227,"MARTY, AL",18846
9228,"LITAN, RE",18847
9229,"HILDEBRAND, GH",18848
9230,"ARTIS, MJ",18849
9231,"Cairncross, A. K.",18850
9232,"SHAPIRO, E",18851
9233,"Torvik, Ragnar",18852
9234,"AMEY, LR",18853
9235,"Cassady, Ralph, Jr.",18854
9236,"MIYAZAWA, K",18855
9237,"HAGUE, DC",18856
9238,"Maccheroni, F.",18857
9239,"Greaves, I. C.",18858
9240,"HOLT, CC",18859
9241,"Kreps, Theodore J.",18860
9242,"Rajah, N",18861
9243,"Lopez, Mary",18862
9244,"Moulton, Brent R.",18863
9245,"Saran, Rene",18864
9246,"Christ, Carl F.",18865
9247,"Akiyama, Eizo",18866
9248,"Brown, J. David",18867
9249,"Arrow, Kenneth J.",18868
9250,"Van Beveren, Ilke",18869
9251,"PAXSON, CH",18870
9252,"PHILLIPS, J",18871
9253,"BARMBY, TA",18872
9254,"Cao, Ruiqing",18873
9255,"WISE, DA",18874
9256,"Baldwin, Elizabeth",18875
9257,"Colacito, Ric",18876
9258,"Agarwal, R",18877
9259,"Shue, Kelly",18878
9260,"Anderlini, L",18879
9261,"Wurtz, AH",18880
9262,"Miklos-Thal, Jeanine",18881
9263,"PIERCE, JL",18882
9264,"Singh, Abhijeet",18883
9265,"Maniadis, Zacharias",18884
9266,"Woolley, Elliott B.",18885
9267,"Herndrics, Lutz",18886
9268,"TAYLOR, JE",18887
9269,"Levy, PI",18888
9270,"Sarsons, Heather",18889
9271,"Barrett, S",18890
9272,"Romer, PM",18891
9273,"Van Sickle, John V.",18892
9274,"MINAMI, R",18893
9275,"HEALD, D",18894
9276,"Roger, M",18895
9277,"Coatney, KT",18896
9278,"Slaughter, MJ",18897
9279,"Borgquist, Lars",18898
9280,"Kirkeboen, Lars J.",18899
9281,"TAKAGI, S",18900
9282,"LYNCH, GJ",18901
9283,"Samuelson, Larry",18902
9284,"Goldstein, Itay",18903
9285,"HOGAN, WP",18904
9286,"WEGGE, LL",18905
9287,"JAFFE, W",18906
9288,"MILES, MA",18907
9289,"Wilson, J. S. G.",18908
9290,"Jones, Benjamin F.",18909
9291,"Kelly, Morgan",18910
9292,"Palfrey, Thomas",18911
9293,"Northrop, F. S. C.",18912
9294,"Draca, Mirk",18913
9295,"Cherry, TL",18914
9296,"Williamson, JG",18915
9297,"CHEIT, EF",18916
9298,"Puccio, Laura",18917
9299,"Taylor, Lowell J.",18918
9300,"PENROSE, E",18919
9301,"Stein, Herbert",18920
9302,"Daskalakis, Constantinos",18921
9303,"Hausman, Joshua K.",18922
9304,"WILSON, N",18923
9305,"Serrano, Roberto",18924
9306,"WILDASIN, DE",18925
9307,"van den Berg, GJ",18926
9308,ROTHSCHI.M,18927
9309,"Clarke, Damian",18928
9310,"MOENE, KO",18929
9311,"MEYER, RA",18930
9312,"JOHNSON, DW",18931
9313,"Kennedy, M. T.",18932
9314,"Mian, Atif",18933
9315,"Auffhammer, Maximilian",18934
9316,"Salazar, EL",18935
9317,"Neyman, J.",18936
9318,"Simonsohn, U",18937
9319,"Winter, Joachim",18938
9320,"FEINSTEIN, CH",18939
9321,"Haug, AA",18940
9322,"Kisselgoff, Avram",18941
9323,"Wolpin, KI",18942
9324,"Myerson, Roger",18943
9325,"Hastings, JS",18944
9326,"ROISTACHER, EA",18945
9327,"Schmid, A. Allan",18946
9328,"JAPPELLI, T",18947
9329,"Mulcahy, Richard E.",18948
9330,"Amiti, Mary",18949
9331,"Ventura, Jaume",18950
9332,"VENTI, SF",18951
9333,"Wolter, Stefan C.",18952
9334,"CASE, KE",18953
9335,"Ayyagari, Padmaja",18954
9336,"Rayo, Luis",18955
9337,"Pappa, Evi",18956
9338,"WILLIAMS, JB",18957
9339,"Sonderegger, Silvia",18958
9340,"POPKIN, J",18959
9341,"Lindbeck, Assar",18960
9342,"Milesi-Ferretti, Gian Maria",18961
9343,"Blomstrom, M",18962
9344,"Quinn, Simon",18963
9345,"Stratton, LS",18964
9346,"Kolev, Julian",18965
9347,"HAY, GA",18966
9348,"WHITEMEANS, SI",18967
9349,"Cherkas, LF",18968
9350,"Davis, Steven J.",18969
9351,"Verdier, Thierry",18970
9352,"Debrun, X",18971
9353,"CARTER, MJ",18972
9354,"ALTONJI, JG",18973
9355,"LEWIS, WA",18974
9356,"Freund, C",18975
9357,"Briggs, Joseph",18976
9358,"SPRINKEL, BW",18977
9359,"ROSENBERG, S",18978
9360,"Afendulis, CC",18979
9361,"Wright, MLJ",18980
9362,"RIEDEL, J",18981
9363,"NASH, J",18982
9364,"Jiang, Hongping",18983
9365,"ROTTENBERG, S",18984
9366,"Barry, F",18985
9367,"Agulnik, P",18986
9368,"Lechner, M",18987
9369,"GRINOLS, EL",18988
9370,"LERNER, AP",18989
9371,"van den Haag, Ernest",18990
9372,"Wettstein, David",18991
9373,"GOVEREH, J",18992
9374,"Holman, Nancy",18993
9375,"SALMON, M",18994
9376,"Yosha, O",18995
9377,"Frank, J",18996
9378,"HUANG, DS",18997
9379,"LEVINE, HS",18998
9380,"Malpezzi, S",18999
9381,"CARTER, HO",19000
9382,"SUZUKI, K",19001
9383,"HOLMSTROM, B",19002
9384,"THOMPSON, GL",19003
9385,"Jessoe, Katrina",19004
9386,"ATKINS, J",19005
9387,"Werning, Ivan",19006
9388,"Abeler, Johannes",19007
9389,"KRUTILLA, JV",19008
9390,"Hamburger, Michael J.",19009
9391,"de Ridder, V. A.",19010
9392,"BORENSTEIN, S",19011
9393,"Djajic, S",19012
9394,"Diba, BT",19013
9395,"Stuvel, G.",19014
9396,"ARADHYULA, SV",19015
9397,"Guo, Shen",19016
9398,"NG, YK",19017
9399,"Leppamaki, Mikko",19018
9400,"Gemmell, Norman",19019
9401,"Simmons, PJ",19020
9402,"MELLER, P",19021
9403,"Narita, Yusuke",19022
9404,"KEARL, JR",19023
9405,"Houghton, Harrison F.",19024
9406,"Rogoff, Kenneth S.",19025
9407,"Hillier, B",19026
9408,"He, Daifeng",19027
9409,"Vezina, Pierre-Louis",19028
9410,"GUISINGER, SE",19029
9411,"Mendoza, EG",19030
9412,"SIEGEL, JJ",19031
9413,"Wyplosz, C",19032
9414,"O'Reilly, Charles A., III",19033
9415,"Yanovskaya, Elena",19034
9416,"Knorr, Klaus E.",19035
9417,"Rosen, S",19036
9418,"Treisman, D",19037
9419,"Syverson, Chad",19038
9420,"Chaudhuri, Ananish",19039
9421,"Gine, Xavier",19040
9422,"HAUSMAN, JA",19041
9423,"Bedre-Defolie, Ozlem",19042
9424,"WILLIAMSON, HF",19043
9425,"Chetverikov, Denis",19044
9426,"Ui, T",19045
9427,"Abulafi, Amira",19046
9428,"Lo Turco, Alessia",19047
9429,"FISHBURN, PC",19048
9430,"TOMKINS, CR",19049
9431,"PSARADAKIS, Z",19050
9432,"ALHADEFF, DA",19051
9433,"Stewart, MB",19052
9434,"Zoido-Lobaton, P",19053
9435,"Kortum, S",19054
9436,"Tschopp, Jeanne",19055
9437,"HUNTER, LC",19056
9438,"Sawyer, M",19057
9439,"Reinhart, CM",19058
9440,"FISHLOW, A",19059
9441,"FURUBOTN, EG",19060
9442,"MCPHERSON, MS",19061
9443,"Stroebel, Johannes",19062
9444,"Andersson, Fredrik",19063
9445,"Hansen, B.",19064
9446,"EDELSTEIN, RH",19065
9447,"Peters, Ryan",19066
9448,"HYSE, R",19067
9449,"GEE, JMA",19068
9450,"LEVESON, IF",19069
9451,"LAYARD, PRG",19070
9452,"RIEBER, M",19071
9453,"SAVIN, NE",19072
9454,"Pogorelskiy, Kirill",19073
9455,"van Veelen, M",19074
9456,"BORIO, CEV",19075
9457,"Cattaneo, Matias D.",19076
9458,"ROMANO, RE",19077
9459,"SAXONHOUSE, GR",19078
9460,"HODGMAN, DR",19079
9461,"Hills, J",19080
9462,"Merlo, Valeria",19081
9463,"WELCH, F",19082
9464,"CURRIE, J",19083
9465,"Lopes, Hedibert F.",19084
9466,"Katsaris, A",19085
9467,"Van Reenen, J",19086
9468,"Gundlach, E",19087
9469,"Champernowne, D. G.",19088
9470,"ALTMAN, SH",19089
9471,"PEACH, T",19090
9472,"FOSU, AK",19091
9473,"Mehlum, H",19092
9474,"Maiwald, K.",19093
9475,"Gysler, M",19094
9476,"Pesendorfer, Wolfgang",19095
9477,"Fleurbaey, M",19096
9478,"Bean, C",19097
9479,"Smith, Warren L.",19098
9480,"LEONE, RA",19099
9481,"KAHN, GA",19100
9482,"Felkner, John",19101
9483,"Palfrey, TR",19102
9484,"Meissner, Christopher A.",19103
9485,"Gertler, Mark",19104
9486,"Maynes, E. Scott",19105
9487,"Friedman, D.",19106
9488,"WU, JL",19107
9489,"Kosmopoulou, G",19108
9490,"Ferrie, Joseph",19109
9491,"GOULD, G",19110
9492,"GROENEWEGEN, PD",19111
9493,"Fuchs, Alan",19112
9494,"SHIH, JJ",19113
9495,"Raaum, Oddbjorn",19114
9496,"WINSTON, GC",19115
9497,"CORNIA, GA",19116
9498,"Kantor, Shawn",19117
9499,"Behrman, J. N.",19118
9500,"Mueser, Peter",19119
9501,"Burnette, Jeffrey D.",19120
9502,"Rossi-Hansberg, E",19121
9503,"Richardson, Gary",19122
9504,"BOYER, RS",19123
9505,"Slemrod, JB",19124
9506,"IWAI, K",19125
9507,"Goldberg, L",19126
9508,"Carlson, John A.",19127
9509,"DEMEYER, F",19128
9510,"BAKER, M",19129
9511,"Gomes, Pedro",19130
9512,"CLEMHOUT, S",19131
9513,"Raskind, Leo J.",19132
9514,"DAVIS, K",19133
9515,"HAUSMAN, LJ",19134
9516,"Abs, H. J.",19135
9517,"Crossley, Thomas F.",19136
9518,"IRWIN, DA",19137
9519,"PATTANAIK, PK",19138
9520,"RADNER, DB",19139
9521,"Kaplan, Hillard S.",19140
9522,"NEWBERY, DM",19141
9523,"Hon, Ralph",19142
9524,"ROWTHORN, B",19143
9525,"MISHKIN, FS",19144
9526,"Mosley, P",19145
9527,"Nicholas, Tom",19146
9528,"Hamilton, JT",19147
9529,"DIAMOND, PA",19148
9530,"Cameron, Rondo",19149
9531,"Alt, Franz L.",19150
9532,"Laidler, D",19151
9533,"Behncke, Stefanie",19152
9534,"Goldberg, Pinelopi Koujianou",19153
9535,"Wolfowitz, J.",19154
9536,"Waldman, Michael",19155
9537,"Gobillon, Laurent",19156
9538,"Auray, Stephane",19157
9539,"Squintani, Francesco",19158
9540,"Knowles, JA",19159
9541,"POLLAK, RA",19160
9542,"GARMAN, D",19161
9543,"Hultgren, Thor",19162
9544,"Sidrauski, Miguel",19163
9545,"Saunders, P",19164
9546,"GRONBERG, T",19165
9547,"Schott, Peter K.",19166
9548,"Merlo, Antonio",19167
9549,"POLICANO, A",19168
9550,"Weale, Martin",19169
9551,"CHAMBERS, RG",19170
9552,"CLAYTON, EM",19171
9553,"Morton, G.",19172
9554,"Stettner, Walter F.",19173
9555,"Bekenstein, Arthur L.",19174
9556,"Lassen, David Dreyer",19175
9557,"Chew, Soo Hong",19176
9558,"HAGEMANN, HA",19177
9559,"Shaver, Andrew C.",19178
9560,"KRUEGER, AB",19179
9561,"Sabelhaus, John",19180
9562,"Stasavage, David",19181
9563,"BLAYDON, CC",19182
9564,"CREMER, H",19183
9565,"Card, D",19184
9566,"Brynjolfsson, Erik",19185
9567,"DEERE, D",19186
9568,"Solow, RM",19187
9569,"Ciriacy-Wantrup, S. V.",19188
9570,"SLITOR, RE",19189
9571,"CLAGUE, C",19190
9572,"Wei, Xiao",19191
9573,"Johnson, Justin P.",19192
9574,"Hubbard, TN",19193
9575,"Villeval, Marie Claire",19194
9576,"Biglaiser, Gary",19195
9577,"MAYER, T",19196
9578,"Bonhomme, Stephane",19197
9579,"Cohen, JL",19198
9580,"ADAMS, AA",19199
9581,"Ginsburgh, Victor",19200
9582,"COWLING, K",19201
9583,"Brewer, MB",19202
9584,"Case, Anne",19203
9585,"Karle, Heiko",19204
9586,"Todd, Petra",19205
9587,"Jaeger, David A.",19206
9588,"Taylor, George W.",19207
9589,"OBERHOFER, W",19208
9590,"BERTAUT, CC",19209
9591,"SHER, W",19210
9592,"SANDERS, RD",19211
9593,"ROTHBARD, MN",19212
9594,"DALGAARD, BR",19213
9595,"ADLER, JH",19214
9596,"Nesson, Erik",19215
9597,"Kindermann, Fabian",19216
9598,"Hansen, WL",19217
9599,"UNGER, RM",19218
9600,"Laursen, Svend",19219
9601,"GILMAN, HJ",19220
9602,"Esteves-Sorenson, Constanca",19221
9603,"Goldberg, Jessica",19222
9604,"WEST, RW",19223
9605,"Walzl, Markus",19224
9606,"TIENDA, M",19225
9607,"BOOT, AWA",19226
9608,"Demetriades, PO",19227
9609,"Sannikov, Yuliy",19228
9610,"Grieco, Paul L. E.",19229
9611,"BUTTERS, GR",19230
9612,"Sheedy, Kevin D.",19231
9613,"Harrington, JE",19232
9614,"Krueger, Alan B.",19233
9615,"Sheiner, L",19234
9616,"He, Yinghua",19235
9617,"Dales, John H.",19236
9618,"Liu, Chong",19237
9619,"Samwick, Andrew A.",19238
9620,"Coase, R",19239
9621,"Malinvaud, E.",19240
9622,"Rendahl, Pontus",19241
9623,"Campbell, Rita Ricardo",19242
9624,"HABAKKUK, J",19243
9625,"Lyons, TM",19244
9626,"SHAFER, JR",19245
9627,"WHITTAKER, R",19246
9628,"Stewart, Ian G.",19247
9629,"Heidenreich, PA",19248
9630,"Morduch, J",19249
9631,"Jones, P",19250
9632,"Rouse, CE",19251
9633,"McKay, Alisdair",19252
9634,"Linden, J",19253
9635,"Pribram, Karl",19254
9636,"FOURGEAUD, C",19255
9637,"Comer, George P.",19256
9638,"HANSEN, GD",19257
9639,"Beine, Michel",19258
9640,"Hahn, F. H.",19259
9641,"Terrell, K",19260
9642,"HALDANE, AG",19261
9643,"HU, SC",19262
9644,"Pinto, Rodrigo",19263
9645,"ALVI, E",19264
9646,"Dewey, Donald",19265
9647,"BASMANN, RL",19266
9648,"Friedenberg, Amanda",19267
9649,"Eberly, Janice",19268
9650,"LEONARD, RJ",19269
9651,"Kravis, Irving B.",19270
9652,"BARRETT, NS",19271
9653,"WOLF, A",19272
9654,"Campbell, W. Glenn",19273
9655,"Rees, R",19274
9656,"SABOT, RH",19275
9657,"WILLIAMSON, OE",19276
9658,"Dziuda, Wioletta",19277
9659,"Kitagawa, Toru",19278
9660,"JACKMAN, R",19279
9661,"Green, K",19280
9662,"Lambert, Nicolas S.",19281
9663,"GEORGAKOPOULOS, T",19282
9664,"KINDAHL, JK",19283
9665,"LYONS, RK",19284
9666,"Cook, Lisa D.",19285
9667,"Cason, TN",19286
9668,"Bowen, Ian",19287
9669,"Gerschenkron, Alexander",19288
9670,"Hall, James K.",19289
9671,"Nava, Francesco",19290
9672,"Taylor, JE",19291
9673,"MARTIN, LR",19292
9674,"WAGNER, LE",19293
9675,"Faust, J",19294
9676,"Brewer, Mike",19295
9677,"Hubbard, RG",19296
9678,"Constantinides, George M.",19297
9679,"CHANG, PP",19298
9680,"Vissing-Jorgensen, Annette",19299
9681,"Rondina, Giacomo",19300
9682,"NERLOVE, M",19301
9683,"Born, Benjamin",19302
9684,"Aktas, Nihat",19303
9685,"RISKIN, C",19304
9686,"Olarreaga, Marcelo",19305
9687,"SUTHERLAND, A",19306
9688,"Meirowitz, Adam",19307
9689,"Bates, RH",19308
9690,"TREBING, HM",19309
9691,"HEAL, G",19310
9692,"Tercieux, Olivier",19311
9693,"Impullitti, Giammario",19312
9694,"ZEUTHEN, F",19313
9695,"Larsen, H. S.",19314
9696,"de Janvry, Alain",19315
9697,"VANNONI, MG",19316
9698,"Padilla, AJ",19317
9699,"GREGORY, A",19318
9700,"Grossman, Gene M.",19319
9701,"Bassetto, M",19320
9702,"Gilboa, Itzhak",19321
9703,"Mullin, CH",19322
9704,"Arndt, H. W.",19323
9705,"Mocan, HN",19324
9706,"SCHENKER, E",19325
9707,"Weststrate, C.",19326
9708,"Lockwood, Benjamin B.",19327
9709,"Devereux, Michael",19328
9710,"Kornai, J",19329
9711,"SMITH, KR",19330
9712,"Yanagizawa-Drott, David",19331
9713,"DAVIES, J",19332
9714,"CAFFERATA, GL",19333
9715,"CRESSY, RC",19334
9716,"Hayes, KJ",19335
9717,"GRANICK, D",19336
9718,"Underhill, H. Fabian",19337
9719,"Kinnaman, TC",19338
9720,"MALERBA, F",19339
9721,"Peterson, Shorey",19340
9722,"Reisinger, Markus",19341
9723,"Profeta, Paola",19342
9724,"HARVEY, A",19343
9725,"Montgomery, JD",19344
9726,"Johnson, D",19345
9727,"WOODBURY, SA",19346
9728,"DETRAY, D",19347
9729,"Armstrong, M",19348
9730,"MCLOUGHLIN, PFM",19349
9731,"MILLIKAN, M",19350
9732,"Tobacman, Jeremy",19351
9733,"MEERMAN, JP",19352
9734,"Reed, G",19353
9735,"Neelakantan, Urvi",19354
9736,"DOWNS, A",19355
9737,"Tanzi, V",19356
9738,"Deaton, Angus",19357
9739,"KOVENOCK, D",19358
9740,"Lacroix, Anne",19359
9741,"CHOUDHRI, EU",19360
9742,"POPE, CL",19361
9743,"Hulten, Charles R.",19362
9744,"THISTLE, PD",19363
9745,"Milnor, John",19364
9746,"SHISTER, J",19365
9747,"SMITH, MA",19366
9748,"ACEMOGLU, D",19367
9749,"Sattinger, Michael",19368
9750,"Kremer, Ilan",19369
9751,"GELTING, JH",19370
9752,"MEGDAL, SB",19371
9753,"Debortoli, Davide",19372
9754,"FRIEND, I",19373
9755,"Campa, JM",19374
9756,"Newey, Whitney K.",19375
9757,"SEXAUER, B",19376
9758,"Hackmann, Martin B.",19377
9759,"Sayers, R. S.",19378
9760,"KONINGS, J",19379
9761,"Scitovsky, Anne A.",19380
9762,"Beacham, A.",19381
9763,"ADDISON, JT",19382
9764,"SCHNEIDER, E",19383
9765,"SARGENT, T",19384
9766,"Klerman, J",19385
9767,"McGuire, Alistair",19386
9768,"Igami, Mitsuru",19387
9769,"Doucouliagos, Hristos",19388
9770,"MAYER, C",19389
9771,"Schreiner, Ragnhild C.",19390
9772,"Schwartz, Anna Jacobson",19391
9773,"Pen, J.",19392
9774,"Gambetti, Luca",19393
9775,"BEST, MH",19394
9776,"Heffetz, Ori",19395
9777,"KHATRI, Y",19396
9778,"Topalova, Petia",19397
9779,"Morgan, Theodore",19398
9780,"SEIDERS, DF",19399
9781,"Scaillet, Olivier",19400
9782,"Kramer, LA",19401
9783,"ROPER, D",19402
9784,"BUSE, A",19403
9785,"DAS, SP",19404
9786,"WINCH, D",19405
9787,"Pessoa, Joao Paulo",19406
9788,"Sullivan, Colin D.",19407
9789,"Sutter, Matthias",19408
9790,"INMAN, RP",19409
9791,"Moene, K",19410
9792,"Yao, Vincent",19411
9793,"Gopinath, Gita",19412
9794,"Leser, C. E. V.",19413
9795,"Sraer, David",19414
9796,"Hemenway, D",19415
9797,"Hardy, Bradley",19416
9798,"LEHMENT, H",19417
9799,"GORDON, RJ",19418
9800,"Carlin, Edward A.",19419
9801,"Weber, Simon",19420
9802,"Marin, D",19421
9803,"Fleiner, Tamas",19422
9804,"Palmer-Jones, Richard",19423
9805,"Gordon, Lincoln",19424
9806,"ROWLEY, JCR",19425
9807,"Godefroy, Raphael",19426
9808,"SHAKED, A",19427
9809,"Chen, Daniel L.",19428
9810,"Morck, R",19429
9811,"Thirlwall, AP",19430
9812,"DEACON, R",19431
9813,"READING, B",19432
9814,"WILKINSON, M",19433
9815,"Paul, T",19434
9816,"Elsas, M. J.",19435
9817,"NOLL, RG",19436
9818,"HAMILTON, BW",19437
9819,"Portier, Franck",19438
9820,"Leth-Petersen, S",19439
9821,"Muller, Nicholas Z.",19440
9822,"Morton, Rebecca B.",19441
9823,"Willis, Jack",19442
9824,"Wright, Kenneth M.",19443
9825,"VICARY, S",19444
9826,"Hammour, ML",19445
9827,"RUBNER, A",19446
9828,"Canova, Fabio",19447
9829,"Lions, Pierre-Louis",19448
9830,"NESLUSAN, CA",19449
9831,"BOSWORTH, DL",19450
9832,"Glendon, S",19451
9833,"Li, CW",19452
9834,"Landauer, Carl",19453
9835,"WACHTER, ML",19454
9836,"SHAPIRO, H",19455
9837,"Carrasco, R",19456
9838,"Martorell, Reynaldo",19457
9839,"Grada, Cormac O.",19458
9840,"Breza, Emily",19459
9841,"POLINSKY, A",19460
9842,"Tarshis, Lorie",19461
9843,"Watts, P. E.",19462
9844,"HOGARTH, RM",19463
9845,"Eaton, J",19464
9846,"Dickerson, Andrew",19465
9847,"Canova, F",19466
9848,"Romalis, John",19467
9849,"FRANCIOSI, R",19468
9850,"SPRAGUE, A",19469
9851,"Sonnemans, Joep",19470
9852,"Olivella, Pau",19471
9853,"Sosa-Padilla, Cesar",19472
9854,"Araujo, Aloisio",19473
9855,"Ballinger, TP",19474
9856,"Favilukis, Jack",19475
9857,"Deshpande, Manasi",19476
9858,"GIBSON, WE",19477
9859,"TEMIN, P",19478
9860,"Lindeman, John",19479
9861,"WANG, SS",19480
9862,"Mobarak, Ahmed Mushfiq",19481
9863,"Fajgelbaum, Pablo D.",19482
9864,"Maloney, J",19483
9865,"BARZEL, Y",19484
9866,"HAITANI, K",19485
9867,"ZELENITZ, A",19486
9868,"Caucutt, Elizabeth M.",19487
9869,"MANN, CL",19488
9870,"HEAD, JG",19489
9871,"Ward, Benjamin",19490
9872,"WRIGHT, AL",19491
9873,"ORME, CD",19492
9874,"Aizer, A",19493
9875,"Goux, Dominique",19494
9876,"LANE, JS",19495
9877,"LECOMBER, R",19496
9878,"ZUSMAN, P",19497
9879,"GARIPLERDEN, Y",19498
9880,"Kretschmer, Tobias",19499
9881,"JAMES, RC",19500
9882,"GOLUB, SS",19501
9883,"HOCH, I",19502
9884,"KROUSE, CG",19503
9885,"Anesi, Vincent",19504
9886,"Timmins, Christopher",19505
9887,"NEUMARK, D",19506
9888,"Schiff, Erich",19507
9889,"KARCZ, JF",19508
9890,"Balafoutas, Loukas",19509
9891,"Kutish, L. John",19510
9892,"Notowidigdo, Matthew J.",19511
9893,"Ferman, Bruno",19512
9894,"Bartlett, M. S.",19513
9895,"Parey, Matthias",19514
9896,"Mayer, Christopher",19515
9897,"SWEENEY, JL",19516
9898,"MONTGOMERY, WD",19517
9899,"St-Amour, P",19518
9900,"SJOQUIST, DL",19519
9901,"STRAUSS, RP",19520
9902,"Bernstein, E. M.",19521
9903,"Zinovyeva, Natalia",19522
9904,"Youngdahl, Richard",19523
9905,"Kvasnicka, Michael",19524
9906,"Evans, G. Reberton, Jr.",19525
9907,"Gron, A",19526
9908,"Sadun, Raffaella",19527
9909,"Lang, K",19528
9910,"Dalen, DM",19529
9911,"SMYTH, D",19530
9912,"Guttman, JM",19531
9913,"Stiglitz, Joseph E.",19532
9914,"Sutton, John",19533
9915,"STHILAIRE, F",19534
9916,"WHITE, EN",19535
9917,"Pischke, JS",19536
9918,"PIERSON, G",19537
9919,"ISAAC, RM",19538
9920,"Kanoria, Yash",19539
9921,"Janssen, NGJ",19540
9922,"Kultti, K",19541
9923,"Dantzig, George B.",19542
9924,KORNBLIT.EB,19543
9925,"Kramarz, Francis",19544
9926,"Laroque, Guy",19545
9927,"Weitzman, ML",19546
9928,"Morris, Bruce R.",19547
9929,"ROSSANA, RJ",19548
9930,"Bernstein, Asaf",19549
9931,"Schnabel, R",19550
9932,"MOREY, MJ",19551
9933,"LIPSEY, R",19552
9934,"Ghatak, Maitreesh",19553
9935,"Morin, Francois",19554
9936,"CASTREE, JR",19555
9937,"Borja, K",19556
9938,"Kuehn, Lars-Alexander",19557
9939,"Perez-Truglia, Ricardo",19558
9940,"SEYMOUR, W",19559
9941,"Frankenberg, Elizabeth",19560
9942,"Lanjouw, P",19561
9943,"Boissay, Frederic",19562
9944,"Klepper, Steven",19563
9945,"Rothenberg, Alexander D.",19564
9946,"Romer, David H.",19565
9947,"ANDREONI, J",19566
9948,"HELLIWELL, J",19567
9949,"Bau, Natalie",19568
9950,"Waldfogel, Joel",19569
9951,"Tumennasan, Norovsambuu",19570
9952,"Miller, Nathan H.",19571
9953,"Corbae, D",19572
9954,"Pissarides, Christopher A.",19573
9955,"CARLIN, A",19574
9956,"SIDHU, SS",19575
9957,"NELL, E",19576
9958,"Duggan, Mark",19577
9959,"Campbell, Jeffrey R.",19578
9960,"Perry, M",19579
9961,"Mountford, Andrew",19580
9962,"COOPER, CA",19581
9963,"OAKLAND, WH",19582
9964,"Collard, Fabrice",19583
9965,"Flabbi, Luca",19584
9966,"Ball, L",19585
9967,"Breschi, S",19586
9968,"SATO, K",19587
9969,"Cochrane, JH",19588
9970,"PARK, RE",19589
9971,"Mehta, M. M.",19590
9972,"Bodie, Zvi",19591
9973,"Turino, Francesco",19592
9974,"SHEEHAN, RG",19593
9975,"Sharfman, I. L.",19594
9976,"Baykov, Alexander",19595
9977,"Mariotti, T",19596
9978,"Lensink, Robert",19597
9979,"Hicks, J. R.",19598
9980,"Barone, Guglielmo",19599
