,metadata,last name,first name
9416,"Diba, Behzad",Diba, Behzad
9417,"Dincecco, Mark",Dincecco, Mark
9418,"Katz, Gabriel",Katz, Gabriel
9419,"Jorda, Oscar",Jorda, Oscar
9421,"Bonatti, Alessandro",Bonatti, Alessandro
9422,"Rantakari, Heikki",Rantakari, Heikki
9423,"Carvalho, Leandro S.",Carvalho, Leandro S.
9424,"Meier, Stephan",Meier, Stephan
9425,"Wang, Stephanie W.",Wang, Stephanie W.
9426,"Awaya, Yu",Awaya, Yu
9427,"Krishna, Vijay",Krishna, Vijay
9428,"Jayaraman, Rajshri",Jayaraman, Rajshri
9430,"De Vericourt, Francis",De Vericourt, Francis
9431,"Golosov, Mikhail",Golosov, Mikhail
9432,"Troshkin, Maxim",Troshkin, Maxim
9433,"Tsyvinski, Aleh",Tsyvinski, Aleh
9434,"Engel, Charles",Engel, Charles
9437,"Saporta-Eksten, Itay",Saporta-Eksten, Itay
9438,"Arnold, Jens Matthias",Arnold, Jens Matthias
9439,"Javorcik, Beata",Javorcik, Beata
9440,"Lipscomb, Molly",Lipscomb, Molly
9441,"Mattoo, Aaditya",Mattoo, Aaditya
9442,"Becker, Sascha O.",Becker, Sascha O.
9443,"Boeckh, Katrin",Boeckh, Katrin
9444,"Hainz, Christa",Hainz, Christa
9445,"Woessmann, Ludger",Woessmann, Ludger
9446,"Cavalcanti, Tiago",Cavalcanti, Tiago
9447,"Tavares, Jose",Tavares, Jose
9448,"Challe, Edouard",Challe, Edouard
9449,"Ragot, Xavier",Ragot, Xavier
9450,"Dalton, Patricio S.",Dalton, Patricio S.
9451,"Ghosal, Sayantan",Ghosal, Sayantan
9452,"Mani, Anandi",Mani, Anandi
9453,"Aghion, Philippe",Aghion, Philippe
9454,"Dechezlepretre, Antoine",Dechezlepretre, Antoine
9455,"Hemous, David",Hemous, David
9456,"Martin, Ralf",Martin, Ralf
9458,"Acemoglu, Daron",Acemoglu, Daron
9459,"Akcigit, Ufuk",Akcigit, Ufuk
9460,"Hanley, Douglas",Hanley, Douglas
9461,"Kerr, William",Kerr, William
9462,"Barreca, Alan",Barreca, Alan
9463,"Clay, Karen",Clay, Karen
9464,"Deschenes, Olivier",Deschenes, Olivier
9465,"Greenstone, Michael",Greenstone, Michael
9466,"Shapiro, Joseph S.",Shapiro, Joseph S.
9467,"Costinot, Arnaud",Costinot, Arnaud
9468,"Donaldson, Dave",Donaldson, Dave
9469,"Smith, Cory",Smith, Cory
9473,"Nagel, Stefan",Nagel, Stefan
9474,"Jackson, C. Kirabo",Jackson, C. Kirabo
9475,"Johnson, Rucker C.",Johnson, Rucker C.
9476,"Persico, Claudia",Persico, Claudia
9477,"Khan, Adnan Q.",Khan, Adnan Q.
9478,"Khwaja, Asim I.",Khwaja, Asim I.
9480,"Sampson, Thomas",Sampson, Thomas
9481,"Gu, Chao",Gu, Chao
9482,"Mattesini, Fabrizio",Mattesini, Fabrizio
9483,"Wright, Randall",Wright, Randall
9484,"Kurlat, Pablo",Kurlat, Pablo
9485,"Ekmekci, Mehmet",Ekmekci, Mehmet
9486,"Kos, Nenad",Kos, Nenad
9487,"Koijen, Ralph S. J.",Koijen, Ralph S. J.
9490,"Lauermann, Stephan",Lauermann, Stephan
9491,"Wolinsky, Asher",Wolinsky, Asher
9492,"Malcomson, James M.",Malcomson, James M.
9493,"Calomiris, Charles W.",Calomiris, Charles W.
9494,"Pritchett, Jonathan",Pritchett, Jonathan
9496,"Stantcheva, Stefanie",Stantcheva, Stefanie
9497,"Duggan, Mark",Duggan, Mark
9498,"Garthwaite, Craig",Garthwaite, Craig
9499,"Goyal, Aparajita",Goyal, Aparajita
9500,"Cockburn, Iain M.",Cockburn, Iain M.
9501,"Lanjouw, Jean O.",Lanjouw, Jean O.
9502,"Schankerman, Mark",Schankerman, Mark
9503,"Gorodnichenko, Yuriy",Gorodnichenko, Yuriy
9504,"Weber, Michael",Weber, Michael
9505,"Angeletos, George-Marios",Angeletos, George-Marios
9506,"Iovino, Luigi",Iovino, Luigi
9507,"La'O, Jennifer",La'O, Jennifer
9508,"Munshi, Kaivan",Munshi, Kaivan
9509,"Rosenzweig, Mark",Rosenzweig, Mark
9510,"Mckay, Alisdair",Mckay, Alisdair
9512,"Coles, Melvyn G.",Coles, Melvyn G.
9514,"Iskhakov, Fedor",Iskhakov, Fedor
9515,"Lee, Jinhyuk",Lee, Jinhyuk
9516,"Rust, John",Rust, John
9517,"Schjerning, Bertel",Schjerning, Bertel
9518,"Seo, Kyoungwon",Seo, Kyoungwon
9519,"Basu, Arnab K.",Basu, Arnab K.
9520,"Chau, Nancy H.",Chau, Nancy H.
9521,"Kanbur, Ravi",Kanbur, Ravi
9523,"Coulombe, Serge",Coulombe, Serge
9524,"Vermeulen, Wessel N.",Vermeulen, Wessel N.
9525,"Breda, Thomas",Breda, Thomas
9526,"Caprice, Stephane",Caprice, Stephane
9527,"Rey, Patrick",Rey, Patrick
9528,"Collins, J. Michael",Collins, J. Michael
9530,"Egger, Peter",Egger, Peter
9531,"Merlo, Valeria",Merlo, Valeria
9532,"Ruf, Martin",Ruf, Martin
9533,"Wamser, Georg",Wamser, Georg
9534,"Gordon, Sidartha",Gordon, Sidartha
9535,"Riboni, Alessandro",Riboni, Alessandro
9537,"Klimenko, Mikhail",Klimenko, Mikhail
9538,"Han, Li",Han, Li
9539,"Li, Tao",Li, Tao
9540,"Zhao, Yaohui",Zhao, Yaohui
9541,"Hoermann, Markus",Hoermann, Markus
9542,"Schabert, Andreas",Schabert, Andreas
9543,"Latham, Oliver",Latham, Oliver
9544,"Miklos-Thal, Jeanine",Miklos-Thal, Jeanine
9545,"Ullrich, Hannes",Ullrich, Hannes
9546,"Mossay, Pascal",Mossay, Pascal
9547,"Tabuchi, Takatoshi",Tabuchi, Takatoshi
9548,"Nakaguma, Marcos Yamada",Nakaguma, Marcos Yamada
9549,"Ooghe, Erwin",Ooghe, Erwin
9550,"Peichl, Andreas",Peichl, Andreas
9551,"Pencavel, John",Pencavel, John
9552,"Sherman, Joshua",Sherman, Joshua
9553,"Weiss, Avi",Weiss, Avi
9554,"Trautmann, Stefan T.",Trautmann, Stefan T.
9555,"Van De Kuilen, Gijs",Van De Kuilen, Gijs
9557,"Mazumder, Bhashkar",Mazumder, Bhashkar
9558,"Van Ewijk, Reyn",Van Ewijk, Reyn
9559,"Brueckner, Markus",Brueckner, Markus
9560,"Schwandt, Hannes",Schwandt, Hannes
9561,"Choi, Sekyu",Choi, Sekyu
9562,"Janiak, Alexandre",Janiak, Alexandre
9563,"Villena-Roldan, Benjamin",Villena-Roldan, Benjamin
9564,"Hanushek, Eric A.",Hanushek, Eric A.
9565,"Kesternich, Iris",Kesternich, Iris
9566,"Siflinger, Bettina",Siflinger, Bettina
9567,"Smith, James P.",Smith, James P.
9569,"Priks, Mikael",Priks, Mikael
9571,"Currie, Janet",Currie, Janet
9572,"Duque, Valentina",Duque, Valentina
9573,"Garfinkel, Irwin",Garfinkel, Irwin
9575,"Rivkin, Steven G.",Rivkin, Steven G.
9576,"Schiman, Jeffrey C.",Schiman, Jeffrey C.
9577,"Yi, Junjian",Yi, Junjian
9578,"Heckman, James J.",Heckman, James J.
9580,"Conti, Gabriella",Conti, Gabriella
9581,"Hazan, Moshe",Hazan, Moshe
9582,"Zoabi, Hosny",Zoabi, Hosny
9583,"Hu, Luojia",Hu, Luojia
9585,"Hjalmarsson, Randi",Hjalmarsson, Randi
9586,"Holmlund, Helena",Holmlund, Helena
9587,"Lindquist, Matthew J.",Lindquist, Matthew J.
9588,"Kartal, Melis",Kartal, Melis
9589,"Gomes, Pedro",Gomes, Pedro
9590,"Kriwoluzky, Alexander",Kriwoluzky, Alexander
9592,"Gonzalez, Francisco M.",Gonzalez, Francisco M.
9593,"Wen, Jean-Francois",Wen, Jean-Francois
9595,"Greaves, Ellen",Greaves, Ellen
9596,"Vignoles, Anna",Vignoles, Anna
9597,"Wilson, Deborah",Wilson, Deborah
9598,"Oliveros, Santiago",Oliveros, Santiago
9599,"Vardy, Felix",Vardy, Felix
9600,"Sa, Filipa",Sa, Filipa
9601,"Adsera, Alicia",Adsera, Alicia
9602,"Pytlikova, Mariola",Pytlikova, Mariola
9604,"Basu, Kaushik",Basu, Kaushik
9606,"Bulow, Jeremy",Bulow, Jeremy
9607,"Klemperer, Paul",Klemperer, Paul
9608,"Buonanno, Paolo",Buonanno, Paolo
9609,"Durante, Ruben",Durante, Ruben
9610,"Prarolo, Giovanni",Prarolo, Giovanni
9611,"Vanin, Paolo",Vanin, Paolo
9612,"Daniele, Gianmarco",Daniele, Gianmarco
9613,"Geys, Benny",Geys, Benny
9614,"Mastrobuoni, Giovanni",Mastrobuoni, Giovanni
9615,"Pinotti, Paolo",Pinotti, Paolo
9617,"De Philippis, Marta",De Philippis, Marta
9618,"Patacchini, Eleonora",Patacchini, Eleonora
9619,"Pellizzari, Michele",Pellizzari, Michele
9620,"Genakos, Christos",Genakos, Christos
9621,"Valletti, Tommaso",Valletti, Tommaso
9624,"Wang, Tianxi",Wang, Tianxi
9625,"Freeman, Mark C.",Freeman, Mark C.
9626,"Groom, Ben",Groom, Ben
9627,"Spenkuch, Joerg L.",Spenkuch, Joerg L.
9628,"Burke, Marshall",Burke, Marshall
9629,"Gong, Erick",Gong, Erick
9630,"Jones, Kelly",Jones, Kelly
9632,"Yu, Miaojie",Yu, Miaojie
9634,"Windmeijer, Frank",Windmeijer, Frank
9635,"Wright, Edmund",Wright, Edmund
9636,"Aikman, David",Aikman, David
9637,"Haldane, Andrew G.",Haldane, Andrew G.
9638,"Nelson, Benjamin D.",Nelson, Benjamin D.
9639,"Rendahl, Pontus",Rendahl, Pontus
9640,"Ambrus, Attila",Ambrus, Attila
9641,"Rozen, Kareen",Rozen, Kareen
9646,"Pecchenino, Ra",Pecchenino, Ra
9648,"Shih, Jj",Shih, Jj
9649,"Mai, Cc",Mai, Cc
9650,"Liu, Jc",Liu, Jc
9659,"Canning, D",Canning, D
9660,"Ebrahimi, A",Ebrahimi, A
9661,"Heady, C",Heady, C
9665,"Lewis, Gw",Lewis, Gw
9666,"Ulph, Dt",Ulph, Dt
9668,"Myles, Gd",Myles, Gd
9670,"Sabourian, H",Sabourian, H
9672,"Breusch, Ts",Breusch, Ts
9677,"Davidson, C",Davidson, C
9678,"Martin, L",Martin, L
9679,"Matusz, S",Matusz, S
9680,"Gottfries, N",Gottfries, N
9686,"Bauwens, L",Bauwens, L
9688,"Dasgupta, S",Dasgupta, S
9689,"Datta, Sk",Datta, Sk
9690,"Nugent, Jb",Nugent, Jb
9691,"Lawson, T",Lawson, T
9692,"Vanlong, N",Vanlong, N
9693,"Vousden, N",Vousden, N
9696,"Gould, Jr",Gould, Jr
9697,"Braid, Rm",Braid, Rm
9698,"Bhaduri, A",Bhaduri, A
9701,"Frydman, R",Frydman, R
9703,"Danziger, L",Danziger, L
9704,"Orazem, Pf",Orazem, Pf
9705,"Rucker, Rr",Rucker, Rr
9709,"Maskin, E",Maskin, E
9711,"Mosley, P",Mosley, P
9712,"Hudson, J",Hudson, J
9713,"Horrell, S",Horrell, S
9721,"Maw, Ll",Maw, Ll
9722,"Loschky, D",Loschky, D
9723,"Kurz, Hd",Kurz, Hd
9724,"Salvadori, N",Salvadori, N
9731,"Hoffman, E",Hoffman, E
9733,"Spitzer, Ml",Spitzer, Ml
9737,"Carruth, Aa",Carruth, Aa
9739,"Levy, V",Levy, V
9741,"Stollar, Aj",Stollar, Aj
9742,"Grubaugh, Sg",Grubaugh, Sg
9743,"Thompson, Gr",Thompson, Gr
9744,"Blecha, Bj",Blecha, Bj
9745,"Barron, Jm",Barron, Jm
9746,"Fuess, Sm",Fuess, Sm
9747,"Loewenstein, Ma",Loewenstein, Ma
9748,"Nelson, Cr",Nelson, Cr
9752,"Duggal, Vg",Duggal, Vg
9754,"Gibbons, Mr",Gibbons, Mr
9760,"Boyd, Jh",Boyd, Jh
9761,"Willis, Rj",Willis, Rj
9766,"Brower, Gd",Brower, Gd
9793,"Swinton, Dh",Swinton, Dh
9794,"Scotchmer, S",Scotchmer, S
9796,"Dubin, Ja",Dubin, Ja
9797,"Graetz, Mj",Graetz, Mj
9798,"Wilde, Ll",Wilde, Ll
9800,"Figart, Dm",Figart, Dm
9802,"Fuchs, Vr",Fuchs, Vr
9807,"Heymann, D",Heymann, D
9808,"Cardoso, Ea",Cardoso, Ea
9811,"Poole, Kt",Poole, Kt
9812,"Romer, T",Romer, T
9813,"Rosenthal, H",Rosenthal, H
9816,"Damico, Tf",Damico, Tf
9820,"Oaxaca, R",Oaxaca, R
9821,"Davis, Sj",Davis, Sj
9824,"Christiano, Lj",Christiano, Lj
9827,"Bazerman, Mh",Bazerman, Mh
9829,"Cavanagh, Cl",Cavanagh, Cl
9831,"Bhatia, Kb",Bhatia, Kb
9832,"Seidmann, Dj",Seidmann, Dj
9839,"Stock, Jh",Stock, Jh
9840,"Rankin, N",Rankin, N
9842,"Ellis, Cj",Ellis, Cj
9843,"Fender, J",Fender, J
9848,"Ray, D",Ray, D
9855,"Williamson, Sd",Williamson, Sd
9862,"Ham, J",Ham, J
9863,"Meghir, C",Meghir, C
9867,"Ulph, Am",Ulph, Am
9870,"Klemperer, P",Klemperer, P
9873,"Milbourne, R",Milbourne, R
9874,"Roell, A",Roell, A
9875,"Vaughan, Rn",Vaughan, Rn
9876,"Wadhwani, Sb",Wadhwani, Sb
9877,"Johnson, G",Johnson, G
9880,"Rassekh, F",Rassekh, F
9882,"Lichtenberg, E",Lichtenberg, E
9883,"Zilberman, D",Zilberman, D
9887,"Milbourne, Rd",Milbourne, Rd
9888,"Richards, Dj",Richards, Dj
9891,"Barth, Jr",Barth, Jr
9892,"Iden, G",Iden, G
9893,"Russek, Fs",Russek, Fs
9895,"Sterling, A",Sterling, A
9897,"Meguire, P",Meguire, P
9902,"Alvi, E",Alvi, E
9909,"Pechman, Ja",Pechman, Ja
9916,"Harvey, Ac",Harvey, Ac
9918,"Peters, S",Peters, S
9921,"Beenstock, M",Beenstock, M
9922,"Brasse, V",Brasse, V
9923,"Borio, Cev",Borio, Cev
9927,"Schankerman, M",Schankerman, M
9929,"Shimeles, Abebe",Shimeles, Abebe
9930,"Gurara, Daniel Zerfu",Gurara, Daniel Zerfu
9931,"Woldeyes, Firew",Woldeyes, Firew
9932,"Burnette, Jeffrey D.",Burnette, Jeffrey D.
9933,"Aguila, Emma",Aguila, Emma
9934,"Kapteyn, Arie",Kapteyn, Arie
9935,"Perez-Arce, Francisco",Perez-Arce, Francisco
9936,"Missirian, Anouch",Missirian, Anouch
9937,"Schlenker, Wolfram",Schlenker, Wolfram
9938,"Chen, Joyce J.",Chen, Joyce J.
9939,"Mueller, Valerie",Mueller, Valerie
9940,"Jia, Yuanyuan",Jia, Yuanyuan
9941,"Tseng, Steven Kuo-Hsin",Tseng, Steven Kuo-Hsin
9942,"Baez, Javier",Baez, Javier
9943,"Caruso, German",Caruso, German
9945,"Niu, Chiyu",Niu, Chiyu
9946,"Partridge, Mark D.",Partridge, Mark D.
9947,"Feng, Bo",Feng, Bo
9948,"Rembert, Mark",Rembert, Mark
9949,"Goldin, Jacob",Goldin, Jacob
9950,"Homonoff, Tatiana",Homonoff, Tatiana
9951,"Tucker-Ray, Will",Tucker-Ray, Will
9952,"Bowers, Jake",Bowers, Jake
9953,"Higgins, Nathaniel",Higgins, Nathaniel
9955,"Tulman, Sarah",Tulman, Sarah
9956,"Zinman, Jonathan",Zinman, Jonathan
9957,"Sacarny, Adam",Sacarny, Adam
9958,"Yokum, David",Yokum, David
9959,"Agrawal, Shantanu",Agrawal, Shantanu
9960,"Guyton, John",Guyton, John
9961,"Langetieg, Pat",Langetieg, Pat
9962,"Manoli, Day",Manoli, Day
9963,"Payne, Mark",Payne, Mark
9964,"Schafer, Brenda",Schafer, Brenda
9965,"Sebastiani, Michael",Sebastiani, Michael
9966,"Handel, Benjamin",Handel, Benjamin
9967,"Kolstad, Jonathan",Kolstad, Jonathan
9968,"Kyle, Margaret",Kyle, Margaret
9969,"Williams, Heidi",Williams, Heidi
9970,"Einav, Liran",Einav, Liran
9972,"Gupta, Atul",Gupta, Atul
9973,"Cohen, Jessica",Cohen, Jessica
9974,"Lofgren, Katherine",Lofgren, Katherine
9975,"Mcconnell, Margaret",Mcconnell, Margaret
9976,"Donato, Katherine",Donato, Katherine
9977,"Miller, Grant",Miller, Grant
9978,"Mohanan, Manoj",Mohanan, Manoj
9979,"Truskinovsky, Yulya",Truskinovsky, Yulya
9981,"Ashraf, Nava",Ashraf, Nava
9983,"Rusconi, Giuditta",Rusconi, Giuditta
9984,"Voena, Alessandra",Voena, Alessandra
9985,"Ziparo, Roberta",Ziparo, Roberta
9986,"Berazneva, Julia",Berazneva, Julia
9988,"Sheldon, Tamara L.",Sheldon, Tamara L.
9989,"Sankaran, Chandini",Sankaran, Chandini
9990,"Archibong, Belinda",Archibong, Belinda
9991,"Annan, Francis",Annan, Francis
9992,"Bogan, Vicki L.",Bogan, Vicki L.
9993,"Fernandez, Jose M.",Fernandez, Jose M.
9994,"Davis, Jonathan M. V.",Davis, Jonathan M. V.
9995,"Heller, Sara B.",Heller, Sara B.
9996,"Yang, Crystal S.",Yang, Crystal S.
9998,"Hansen, Benjamin",Hansen, Benjamin
9999,"Agan, Amanda",Agan, Amanda
10000,"Starr, Sonja",Starr, Sonja
10001,"Moscona, Jacob",Moscona, Jacob
10002,"Nunn, Nathan",Nunn, Nathan
10003,"Robinson, James A.",Robinson, James A.
10005,"De La Sierra, Raul Sanchez",De La Sierra, Raul Sanchez
10006,"Auclert, Adrien",Auclert, Adrien
10007,"Rognlie, Matthew",Rognlie, Matthew
10008,"Di Giovanni, Julian",Di Giovanni, Julian
10009,"Levchenko, Andrei A.",Levchenko, Andrei A.
10010,"Mejean, Isabelle",Mejean, Isabelle
10011,"Fernholz, Ricardo T.",Fernholz, Ricardo T.
10014,"Sockin, Michael",Sockin, Michael
10015,"Xiong, Wei",Xiong, Wei
10020,"Koulischer, Francois",Koulischer, Francois
10021,"Nguyen, Benoit",Nguyen, Benoit
10022,"Yogo, Motohiro",Yogo, Motohiro
10023,"Collins, Courtney A.",Collins, Courtney A.
10024,"Kaplan, Erin K.",Kaplan, Erin K.
10025,"Heissel, Jennifer A.",Heissel, Jennifer A.
10026,"Ajayi, Kehinde F.",Ajayi, Kehinde F.
10027,"Friedman, Willa H.",Friedman, Willa H.
10028,"Lucas, Adrienne M.",Lucas, Adrienne M.
10029,"Stock, Wendy A.",Stock, Wendy A.
10030,"Bosshardt, William",Bosshardt, William
10032,"Hoyt, Gail M.",Hoyt, Gail M.
10034,"Allgood, Sam",Allgood, Sam
10035,"Bayer, Amanda",Bayer, Amanda
10036,"Forbes, Kristin",Forbes, Kristin
10037,"Hjortsoe, Ida",Hjortsoe, Ida
10038,"Nenova, Tsvetelina",Nenova, Tsvetelina
10040,"Saha, Bibhas",Saha, Bibhas
10041,"Biswas, Siddhartha",Biswas, Siddhartha
10042,"Chakraborty, Indraneel",Chakraborty, Indraneel
10043,"Hai, Rong",Hai, Rong
10046,"Fetzer, Thiemo",Fetzer, Thiemo
10047,"Marden, Samuel",Marden, Samuel
10048,"Kubler, Felix",Kubler, Felix
10049,"Selden, Larry",Selden, Larry
10050,"Wei, Xiao",Wei, Xiao
10051,"Li, Zhihua",Li, Zhihua
10054,"Mauring, Eeva",Mauring, Eeva
10055,"Bhandari, Anmol",Bhandari, Anmol
10056,"Evans, David",Evans, David
10059,"Baron, Matthew",Baron, Matthew
10061,"Muir, Tyler",Muir, Tyler
10062,"Cravino, Javier",Cravino, Javier
10064,"Heidhues, Paul",Heidhues, Paul
10068,"Bandiera, Oriana",Bandiera, Oriana
10069,"Sarsons, Heather",Sarsons, Heather
10071,"Dorn, David",Dorn, David
10073,"Patterson, Christina",Patterson, Christina
10075,"Chao, Yong",Chao, Yong
10076,"Yao, Chen",Yao, Chen
10077,"Ye, Mao",Ye, Mao
10078,"Kamada, Yuichiro",Kamada, Yuichiro
10079,"Kojima, Fuhito",Kojima, Fuhito
10081,"Azoulay, Pierre",Azoulay, Pierre
10082,"Ellison, Glenn",Ellison, Glenn
10083,"Hill, Ryan",Hill, Ryan
10084,"Lu, Susan Feng",Lu, Susan Feng
10085,"Bryan, Kevin A.",Bryan, Kevin A.
10086,"Tilcsik, Andras",Tilcsik, Andras
10087,"Zhu, Brooklynn",Zhu, Brooklynn
10092,"Mueller, Holger M.",Mueller, Holger M.
10093,"Ouimet, Paige P.",Ouimet, Paige P.
10094,"Simintzi, Elena",Simintzi, Elena
10096,"Obermeyer, Ziad",Obermeyer, Ziad
10097,"Nyqvist, Martina Bjorkman",Nyqvist, Martina Bjorkman
10098,"Jayachandran, Seema",Jayachandran, Seema
10099,"Hill, Elaine",Hill, Elaine
10100,"Ma, Lala",Ma, Lala
10101,"Pongou, Roland",Pongou, Roland
10102,"Defo, Barthelemy Kuate",Defo, Barthelemy Kuate
10103,"Dimbuene, Zacharie Tsala",Dimbuene, Zacharie Tsala
10104,"Naidu, Suresh",Naidu, Suresh
10105,"Hwang, Sung-Ha",Hwang, Sung-Ha
10106,"Bowles, Samuel",Bowles, Samuel
10107,"Mathew, Sarah",Mathew, Sarah
10108,"Benhabib, Jess",Benhabib, Jess
10109,"Bisin, Alberto",Bisin, Alberto
10110,"Luo, Mi",Luo, Mi
10111,"Arellano, Manuel",Arellano, Manuel
10113,"Bonhomme, Stephane",Bonhomme, Stephane
10114,"Mele, Angelo",Mele, Angelo
10115,"Basu, Susanto",Basu, Susanto
10116,"Bundick, Brent",Bundick, Brent
10117,"Chesher, Andrew",Chesher, Andrew
10118,"Rosen, Adam M.",Rosen, Adam M.
10120,"Von Ehrlich, Maximilian",Von Ehrlich, Maximilian
10121,"Lassmann, Andrea",Lassmann, Andrea
10124,"Osman, Adam",Osman, Adam
10125,"Kogan, Leonid",Kogan, Leonid
10126,"Papanikolaou, Dimitris",Papanikolaou, Dimitris
10127,"Seru, Amit",Seru, Amit
10128,"Stoffman, Noah",Stoffman, Noah
10130,"Burgess, Robin",Burgess, Robin
10131,"Das, Narayan",Das, Narayan
10132,"Gulesci, Selim",Gulesci, Selim
10133,"Rasul, Imran",Rasul, Imran
10134,"Sulaiman, Munshi",Sulaiman, Munshi
10135,"Angrist, Joshua D.",Angrist, Joshua D.
10136,"Hull, Peter D.",Hull, Peter D.
10137,"Pathak, Parag A.",Pathak, Parag A.
10138,"Walters, Christopher R.",Walters, Christopher R.
10139,"Levine, Ross",Levine, Ross
10140,"Rubinstein, Yona",Rubinstein, Yona
10142,"Hassan, Tarek A.",Hassan, Tarek A.
10143,"Mertens, Thomas M.",Mertens, Thomas M.
10144,"Lise, Jeremy",Lise, Jeremy
10145,"Robin, Jean-Marc",Robin, Jean-Marc
10146,"Blattman, Christopher",Blattman, Christopher
10147,"Jamison, Julian C.",Jamison, Julian C.
10148,"Sheridan, Margaret",Sheridan, Margaret
10149,"Bagues, Manuel",Bagues, Manuel
10150,"Sylos-Labini, Mauro",Sylos-Labini, Mauro
10151,"Zinovyeva, Natalia",Zinovyeva, Natalia
10152,"Nishimura, Hiroki",Nishimura, Hiroki
10153,"Ok, Efe A.",Ok, Efe A.
10154,"Quah, John K. -H.",Quah, John K. -H.
10155,"Ellis, Andrew",Ellis, Andrew
10157,"Grossman, Gene M.",Grossman, Gene M.
10158,"Helpman, Elhanan",Helpman, Elhanan
10159,"Oberfield, Ezra",Oberfield, Ezra
10161,"Feyrer, James",Feyrer, James
10162,"Mansur, Erin T.",Mansur, Erin T.
10163,"Sacerdote, Bruce",Sacerdote, Bruce
10164,"Ponce, Alejandro",Ponce, Alejandro
10165,"Seira, Enrique",Seira, Enrique
10166,"Zamarripa, Guillermo",Zamarripa, Guillermo
10168,"Chen, Yuyu",Chen, Yuyu
10169,"Yang, David Y.",Yang, David Y.
10171,"Zhang, Y. Jane",Zhang, Y. Jane
10172,"Chevalier, Arnaud",Chevalier, Arnaud
10173,"Marie, Olivier",Marie, Olivier
10174,Tri Vi Dang,Tri Vi Dang,MISSING
10176,"Holmstroem, Bengt",Holmstroem, Bengt
10177,"Ordonez, Guillermo",Ordonez, Guillermo
10178,"Bianchi, Francesco",Bianchi, Francesco
10179,"Melosi, Leonardo",Melosi, Leonardo
10180,"Howell, Sabrina T.",Howell, Sabrina T.
10181,"Adda, Jerome",Adda, Jerome
10182,"Dustmann, Christian",Dustmann, Christian
10183,"Stevens, Katrien",Stevens, Katrien
10185,"Michaud, Pierre-Carl",Michaud, Pierre-Carl
10187,"Satyanath, Shanker",Satyanath, Shanker
10188,"Voigtlander, Nico",Voigtlander, Nico
10191,"Steinberg, Bryce Millett",Steinberg, Bryce Millett
10192,"Solis, Alex",Solis, Alex
10193,"Martinez-Miera, David",Martinez-Miera, David
10194,"Repullo, Rafael",Repullo, Rafael
10195,"Silveira, Bernardo S.",Silveira, Bernardo S.
10196,"Carroll, Gabriel",Carroll, Gabriel
10197,"Steiner, Jakub",Steiner, Jakub
10198,"Stewart, Colin",Stewart, Colin
10199,"Matejka, Filip",Matejka, Filip
10200,"Wiseman, Thomas",Wiseman, Thomas
10201,"Strulovici, Bruno",Strulovici, Bruno
10202,"Hirano, Keisuke",Hirano, Keisuke
10203,"Wright, Jonathan H.",Wright, Jonathan H.
10204,"Apesteguia, Jose",Apesteguia, Jose
10205,"Ballester, Miguel A.",Ballester, Miguel A.
10206,"Lu, Jay",Lu, Jay
10207,"Bourles, Renaud",Bourles, Renaud
10209,"Perez-Richet, Eduardo",Perez-Richet, Eduardo
10212,"Weiss, Christoph T.",Weiss, Christoph T.
10213,"Burns, Sarah",Burns, Sarah
10214,"Ziliak, James",Ziliak, James
10215,"Cesur, Resul",Cesur, Resul
10216,"Tekin, Erdal",Tekin, Erdal
10217,"Ulker, Aydogan",Ulker, Aydogan
10218,"Engstrom, Per",Engstrom, Per
10219,"Hagglund, Pathric",Hagglund, Pathric
10220,"Johansson, Per",Johansson, Per
10221,"Salmon, Timothy C.",Salmon, Timothy C.
10222,"Weber, Roberto A.",Weber, Roberto A.
10223,"Shrestha, Slesh A.",Shrestha, Slesh A.
10224,"Webbink, Dinand",Webbink, Dinand
10225,"Van Erp, Judith",Van Erp, Judith
10226,"Van Gastel, Froukje",Van Gastel, Froukje
10227,"Hart, Sergiu",Hart, Sergiu
10228,"Kremer, Ilan",Kremer, Ilan
10229,"Perry, Motty",Perry, Motty
10230,"Meng, Kyle C.",Meng, Kyle C.
10231,"Gilchrist, Simon",Gilchrist, Simon
10232,"Schoenle, Raphael",Schoenle, Raphael
10233,"Sim, Jae",Sim, Jae
10234,"Zakrajsek, Egon",Zakrajsek, Egon
10235,"Del Negro, Marco",Del Negro, Marco
10236,"Eggertsson, Gauti",Eggertsson, Gauti
10237,"Ferrero, Andrea",Ferrero, Andrea
10239,"Galenianos, Manolis",Galenianos, Manolis
10241,"Drozd, Lukasz A.",Drozd, Lukasz A.
10242,"Serrano-Padial, Ricardo",Serrano-Padial, Ricardo
10243,"Johnson, Justin P.",Johnson, Justin P.
10244,"Adao, Rodrigo",Adao, Rodrigo
10247,"Babcock, Linda",Babcock, Linda
10248,"Recalde, Maria P.",Recalde, Maria P.
10249,"Vesterlund, Lise",Vesterlund, Lise
10250,"Weingart, Laurie",Weingart, Laurie
10251,"Ho, Kate",Ho, Kate
10252,"Lee, Robin S.",Lee, Robin S.
10255,"Rothe, Christoph",Rothe, Christoph
10256,"Kerschbamer, Rudolf",Kerschbamer, Rudolf
10258,"Dulleck, Uwe",Dulleck, Uwe
10259,"Santos, Rita",Santos, Rita
10260,"Gravelle, Hugh",Gravelle, Hugh
10262,"Stueber, Heiko",Stueber, Heiko
