,metadata,ArticleID,index,last name,first name,AuthorName
16940,"Acemoglu, Daron",23384,,Acemoglu, Daron, Daron Acemoglu
16941,"Naidu, Suresh",23384,,Naidu, Suresh, Suresh Naidu
16942,"Restrepo, Pascual",23384,,Restrepo, Pascual, Pascual Restrepo
16943,"Robinson, James A.",23384,,Robinson, James A., James A. Robinson
16944,"Banerjee, Abhijit",23385,,Banerjee, Abhijit, Abhijit Banerjee
16945,"Hanna, Rema",23385,,Hanna, Rema, Rema Hanna
16946,"Kyle, Jordan",23385,,Kyle, Jordan, Jordan Kyle
16947,"Olken, Benjamin A.",23385,,Olken, Benjamin A., Benjamin A. Olken
16948,"Sumarto, Sudarno",23385,,Sumarto, Sudarno, Sudarno Sumarto
16949,"Coles, Melvyn G.",23386,,Coles, Melvyn G., Melvyn G. Coles
16950,"Francesconi, Marco",23386,,Francesconi, Marco, Marco Francesconi
16951,"Collard-Wexler, Allan",23387,,Collard-Wexler, Allan, Allan Collard-Wexler
16952,"Gowrisankaran, Gautam",23387,,Gowrisankaran, Gautam, Gautam Gowrisankaran
16953,"Lee, Robin S.",23387,,Lee, Robin S., Robin S. Lee
16954,"Dhingra, Swati",23388,,Dhingra, Swati, Swati Dhingra
16955,"Morrow, John",23388,,Morrow, John, John Morrow
16956,"Egan, Mark",23389,,Egan, Mark, Mark Egan
16957,"Matvos, Gregor",23389,,Matvos, Gregor, Gregor Matvos
16958,"Seru, Amit",23389,,Seru, Amit, Amit Seru
16959,"Eugster, Beatrix",23390,,Eugster, Beatrix, Beatrix Eugster
16960,"Parchet, Raphael",23390,,Parchet, Raphael, Raphael Parchet
16961,"Lester, Benjamin",23391,,Lester, Benjamin, Benjamin Lester
16962,"Shourideh, Ali",23391,,Shourideh, Ali, Ali Shourideh
16963,"Venkateswaran, Venky",23391,,Venkateswaran, Venky, Venky Venkateswaran
16964,"Zetlin-Jones, Ariel",23391,,Zetlin-Jones, Ariel, Ariel Zetlin-Jones
16965,"Meirowitz, Adam",23392,,Meirowitz, Adam, Adam Meirowitz
16966,"Morelli, Massimo",23392,,Morelli, Massimo, Massimo Morelli
16967,"Ramsay, Kristopher W.",23392,,Ramsay, Kristopher W., Kristopher W. Ramsay
16968,"Squintani, Francesco",23392,,Squintani, Francesco, Francesco Squintani
16969,"Natenzon, Paulo",23393,,Natenzon, Paulo, Paulo Natenzon
16970,"De Bromhead, Alan",23394,,De Bromhead, Alan, Alan De Bromhead
16971,"Fernihough, Alan",23394,,Fernihough, Alan, Alan Fernihough
16972,"Lampe, Markus",23394,,Lampe, Markus, Markus Lampe
16973,"O'Rourke, Kevin Hjortshoj",23394,,O'Rourke, Kevin Hjortshoj, Kevin Hjortshoj O'Rourke
16974,"Egger, Peter H.",23395,,Egger, Peter H., Peter H. Egger
16975,"Nigai, Sergey",23395,,Nigai, Sergey, Sergey Nigai
16976,"Strecker, Nora M.",23395,,Strecker, Nora M., Nora M. Strecker
16977,"Boomhower, Judson",23396,,Boomhower, Judson, Judson Boomhower
16978,"Hausman, Joshua K.",23397,,Hausman, Joshua K., Joshua K. Hausman
16979,"Rhode, Paul W.",23397,,Rhode, Paul W., Paul W. Rhode
16980,"Wieland, Johannes F.",23397,,Wieland, Johannes F., Johannes F. Wieland
16981,"Ho, Kate",23398,,Ho, Kate, Kate Ho
16982,"Lee, Robin S.",23398,,Lee, Robin S., Robin S. Lee
16983,"Casaburi, Lorenzo",23399,,Casaburi, Lorenzo, Lorenzo Casaburi
16984,"Macchiavello, Rocco",23399,,Macchiavello, Rocco, Rocco Macchiavello
16985,"Kurlat, Pablo",23400,,Kurlat, Pablo, Pablo Kurlat
16986,"Byrne, David P.",23401,,Byrne, David P., David P. Byrne
16987,"De Roos, Nicolas",23401,,De Roos, Nicolas, Nicolas De Roos
16988,"Dube, Arindrajit",23402,,Dube, Arindrajit, Arindrajit Dube
16989,"Giuliano, Laura",23402,,Giuliano, Laura, Laura Giuliano
16990,"Leonard, Jonathan",23402,,Leonard, Jonathan, Jonathan Leonard
16991,"Rampini, Adriano A.",23403,,Rampini, Adriano A., Adriano A. Rampini
16992,"Adam, Klaus",23404,,Adam, Klaus, Klaus Adam
16993,"Weber, Henning",23404,,Weber, Henning, Henning Weber
16994,"Aaronson, Daniel",23405,,Aaronson, Daniel, Daniel Aaronson
16995,"Phelan, Brian J.",23405,,Phelan, Brian J., Brian J. Phelan
16996,"Albrecht, James",23406,,Albrecht, James, James Albrecht
16997,"Robayo-Abril, Monica",23406,,Robayo-Abril, Monica, Monica Robayo-Abril
16998,"Vroman, Susan",23406,,Vroman, Susan, Susan Vroman
16999,"Bandiera, Oriana",23407,,Bandiera, Oriana, Oriana Bandiera
17000,"Mohnen, Myra",23407,,Mohnen, Myra, Myra Mohnen
17001,"Rasul, Imran",23407,,Rasul, Imran, Imran Rasul
17002,"Viarengo, Martina",23407,,Viarengo, Martina, Martina Viarengo
17003,"Berg, Erlend",23408,,Berg, Erlend, Erlend Berg
17004,"Ghatak, Maitreesh",23408,,Ghatak, Maitreesh, Maitreesh Ghatak
17005,"Manjula, R.",23408,,Manjula, R., R. Manjula
17006,"Rajasekhar, D.",23408,,Rajasekhar, D., D. Rajasekhar
17007,"Roy, Sanchari",23408,,Roy, Sanchari, Sanchari Roy
17008,"Borjas, George J.",23409,,Borjas, George J., George J. Borjas
17009,"Kauppinen, Ilpo",23409,,Kauppinen, Ilpo, Ilpo Kauppinen
17010,"Poutvaara, Panu",23409,,Poutvaara, Panu, Panu Poutvaara
17011,"Carneiro, Pedro",23410,,Carneiro, Pedro, Pedro Carneiro
17012,"Galasso, Emanuela",23410,,Galasso, Emanuela, Emanuela Galasso
17013,"Ginja, Rita",23410,,Ginja, Rita, Rita Ginja
17014,"Charles, Kerwin Kofi",23411,,Charles, Kerwin Kofi, Kerwin Kofi Charles
17015,"Hurst, Erik",23411,,Hurst, Erik, Erik Hurst
17016,"Notowidigdo, Matthew J.",23411,,Notowidigdo, Matthew J., Matthew J. Notowidigdo
17017,"Christensen, Jens H. E.",23412,,Christensen, Jens H. E., Jens H. E. Christensen
17018,"Krogstrup, Signe",23412,,Krogstrup, Signe, Signe Krogstrup
17019,"Dupas, Pascaline",23413,,Dupas, Pascaline, Pascaline Dupas
17020,"Keats, Anthony",23413,,Keats, Anthony, Anthony Keats
17021,"Robinson, Jonathan",23413,,Robinson, Jonathan, Jonathan Robinson
17022,"Furlanetto, Francesco",23414,,Furlanetto, Francesco, Francesco Furlanetto
17023,"Ravazzolo, Francesco",23414,,Ravazzolo, Francesco, Francesco Ravazzolo
17024,"Sarferaz, Samad",23414,,Sarferaz, Samad, Samad Sarferaz
17025,"Galama, Titus J.",23415,,Galama, Titus J., Titus J. Galama
17026,"Van Kippersluis, Hans",23415,,Van Kippersluis, Hans, Hans Van Kippersluis
17027,"Gavrilova, Evelina",23416,,Gavrilova, Evelina, Evelina Gavrilova
17028,"Kamada, Takuma",23416,,Kamada, Takuma, Takuma Kamada
17029,"Zoutman, Floris",23416,,Zoutman, Floris, Floris Zoutman
17030,"Ghosh, Atish R.",23417,,Ghosh, Atish R., Atish R. Ghosh
17031,"Qureshi, Mahvash S.",23417,,Qureshi, Mahvash S., Mahvash S. Qureshi
17032,"Tsangarides, Charalambos G.",23417,,Tsangarides, Charalambos G., Charalambos G. Tsangarides
17033,"Lavy, Victor",23418,,Lavy, Victor, Victor Lavy
17034,"Sand, Edith",23418,,Sand, Edith, Edith Sand
17035,"Pons, Vincent",23419,,Pons, Vincent, Vincent Pons
17036,"Liegey, Guillaume",23419,,Liegey, Guillaume, Guillaume Liegey
17037,"Zhang, Y. Jane",23420,,Zhang, Y. Jane, Y. Jane Zhang
17038,"Aghion, Philippe",23421,,Aghion, Philippe, Philippe Aghion
17039,"Akcigit, Ufuk",23421,,Akcigit, Ufuk, Ufuk Akcigit
17040,"Bergeaud, Antonin",23421,,Bergeaud, Antonin, Antonin Bergeaud
17041,"Blundell, Richard",23421,,Blundell, Richard, Richard Blundell
17042,"Hemous, David",23421,,Hemous, David, David Hemous
17043,"Arkolakis, Costas",23422,,Arkolakis, Costas, Costas Arkolakis
17044,"Costinot, Arnaud",23422,,Costinot, Arnaud, Arnaud Costinot
17045,"Donaldson, Dave",23422,,Donaldson, Dave, Dave Donaldson
17046,"Rodriguez-Clare, Andrs",23422,,Rodriguez-Clare, Andrs, Andrs Rodriguez-Clare
17047,"Azevedo, Eduardo M.",23423,,Azevedo, Eduardo M., Eduardo M. Azevedo
17048,"Budish, Eric",23423,,Budish, Eric, Eric Budish
17049,"Azoulay, Pierre",23424,,Azoulay, Pierre, Pierre Azoulay
17050,"Zivin, Joshua S. Graff",23424,,Zivin, Joshua S. Graff, Joshua S. Graff Zivin
17051,"Li, Danielle",23424,,Li, Danielle, Danielle Li
17052,"Sampat, Bhaven N.",23424,,Sampat, Bhaven N., Bhaven N. Sampat
17053,"Bagger, Jesper",23425,,Bagger, Jesper, Jesper Bagger
17054,"Lentz, Rasmus",23425,,Lentz, Rasmus, Rasmus Lentz
17055,"Bertrand, Marianne",23426,,Bertrand, Marianne, Marianne Bertrand
17056,"Black, Sandra E.",23426,,Black, Sandra E., Sandra E. Black
17057,"Jensen, Sissel",23426,,Jensen, Sissel, Sissel Jensen
17058,"Lleras-Muney, Adriana",23426,,Lleras-Muney, Adriana, Adriana Lleras-Muney
17059,"Cunha, Jesse M.",23427,,Cunha, Jesse M., Jesse M. Cunha
17060,"De Giorgi, Giacomo",23427,,De Giorgi, Giacomo, Giacomo De Giorgi
17061,"Jayachandran, Seema",23427,,Jayachandran, Seema, Seema Jayachandran
17062,"Dovis, Alessandro",23428,,Dovis, Alessandro, Alessandro Dovis
17063,"Enke, Benjamin",23429,,Enke, Benjamin, Benjamin Enke
17064,"Zimmermann, Florian",23429,,Zimmermann, Florian, Florian Zimmermann
17065,"Fajgelbaum, Pablo D.",23430,,Fajgelbaum, Pablo D., Pablo D. Fajgelbaum
17066,"Morales, Eduardo",23430,,Morales, Eduardo, Eduardo Morales
17067,"Serrato, Juan Carlos Suarez",23430,,Serrato, Juan Carlos Suarez, Juan Carlos Suarez Serrato
17068,"Zidar, Owen",23430,,Zidar, Owen, Owen Zidar
17069,"Fang, Zheng",23431,,Fang, Zheng, Zheng Fang
17070,"Santos, Andres",23431,,Santos, Andres, Andres Santos
17071,"Rampini, Adriano A.",23432,,Rampini, Adriano A., Adriano A. Rampini
17072,"Viswanathan, S.",23432,,Viswanathan, S., S. Viswanathan
17073,"Chiappori, Pierre-Andre",23433,,Chiappori, Pierre-Andre, Pierre-Andre Chiappori
17074,"Salanie, Bernard",23433,,Salanie, Bernard, Bernard Salanie
17075,"Salanie, Francois",23433,,Salanie, Francois, Francois Salanie
17076,"Gandhi, Amit",23433,,Gandhi, Amit, Amit Gandhi
17077,"Beissner, Patrick",23434,,Beissner, Patrick, Patrick Beissner
17078,"Riedel, Frank",23434,,Riedel, Frank, Frank Riedel
17079,"Che, Yeon-Koo",23435,,Che, Yeon-Koo, Yeon-Koo Che
17080,"Kim, Jinwoo",23435,,Kim, Jinwoo, Jinwoo Kim
17081,"Kojima, Fuhito",23435,,Kojima, Fuhito, Fuhito Kojima
17082,"Demuynck, Thomas",23436,,Demuynck, Thomas, Thomas Demuynck
17083,"Herings, P. Jean-Jacques",23436,,Herings, P. Jean-Jacques, P. Jean-Jacques Herings
17084,"Saulle, Riccardo D.",23436,,Saulle, Riccardo D., Riccardo D. Saulle
17085,"Seel, Christian",23436,,Seel, Christian, Christian Seel
17086,"Itskhoki, Oleg",23437,,Itskhoki, Oleg, Oleg Itskhoki
17087,"Moll, Benjamin",23437,,Moll, Benjamin, Benjamin Moll
17088,"Breza, Emily",23438,,Breza, Emily, Emily Breza
17089,"Chandrasekhar, Arun G.",23438,,Chandrasekhar, Arun G., Arun G. Chandrasekhar
17090,"Eckstein, Zvi",23439,,Eckstein, Zvi, Zvi Eckstein
17091,"Keane, Michael",23439,,Keane, Michael, Michael Keane
17092,"Lifshitz, Osnat",23439,,Lifshitz, Osnat, Osnat Lifshitz
17093,"Bayer, Christian",23440,,Bayer, Christian, Christian Bayer
17094,"Luetticke, Ralph",23440,,Luetticke, Ralph, Ralph Luetticke
17095,Lien Pham-Dao,23440,,Lien Pham-Dao,MISSING,MISSING Lien Pham-Dao
17096,"Tjaden, Volker",23440,,Tjaden, Volker, Volker Tjaden
17097,"Gayle, George-Levi",23441,,Gayle, George-Levi, George-Levi Gayle
17098,"Shephard, Andrew",23441,,Shephard, Andrew, Andrew Shephard
17099,"Gourieroux, C.",23442,,Gourieroux, C., C. Gourieroux
17100,"Monfort, A.",23442,,Monfort, A., A. Monfort
17101,"Zakoian, J. -M.",23442,,Zakoian, J. -M., J. -M. Zakoian
17102,"Zimmerman, Seth D.",23443,,Zimmerman, Seth D., Seth D. Zimmerman
17103,"Criscuolo, Chiara",23444,,Criscuolo, Chiara, Chiara Criscuolo
17104,"Martin, Ralf",23444,,Martin, Ralf, Ralf Martin
17105,"Overman, Henry G.",23444,,Overman, Henry G., Henry G. Overman
17106,"Van Reenen, John",23444,,Van Reenen, John, John Van Reenen
17107,"Garcia-Schmidt, Mariana",23445,,Garcia-Schmidt, Mariana, Mariana Garcia-Schmidt
17108,"Woodford, Michael",23445,,Woodford, Michael, Michael Woodford
17109,"Giorcelli, Michela",23446,,Giorcelli, Michela, Michela Giorcelli
17110,"Davis, Donald R.",23447,,Davis, Donald R., Donald R. Davis
17111,"Dingel, Jonathan I.",23447,,Dingel, Jonathan I., Jonathan I. Dingel
17112,"Abowd, John M.",23448,,Abowd, John M., John M. Abowd
17113,"Schmutte, Ian M.",23448,,Schmutte, Ian M., Ian M. Schmutte
17114,"Sampat, Bhaven",23449,,Sampat, Bhaven, Bhaven Sampat
17115,"Williams, Heidi L.",23449,,Williams, Heidi L., Heidi L. Williams
17116,"Khan, Adnan Q.",23450,,Khan, Adnan Q., Adnan Q. Khan
17117,"Khwaja, Asim Ijaz",23450,,Khwaja, Asim Ijaz, Asim Ijaz Khwaja
17118,"Olken, Benjamin A.",23450,,Olken, Benjamin A., Benjamin A. Olken
17119,"Di Tella, Sebastian",23451,,Di Tella, Sebastian, Sebastian Di Tella
17120,"Coibion, Olivier",23452,,Coibion, Olivier, Olivier Coibion
17121,"Gorodnichenko, Yuriy",23452,,Gorodnichenko, Yuriy, Yuriy Gorodnichenko
17122,"Hong, Gee Hee",23452,,Hong, Gee Hee, Gee Hee Hong
17123,"Hastings, Justine",23453,,Hastings, Justine, Justine Hastings
17124,"Shapiro, Jesse M.",23453,,Shapiro, Jesse M., Jesse M. Shapiro
17125,"Ohanian, Lee E.",23454,,Ohanian, Lee E., Lee E. Ohanian
17126,"Restrepo-Echavarria, Paulina",23454,,Restrepo-Echavarria, Paulina, Paulina Restrepo-Echavarria
17127,"Wright, Mark L. J.",23454,,Wright, Mark L. J., Mark L. J. Wright
17128,"Jensen, Robert",23455,,Jensen, Robert, Robert Jensen
17129,"Miller, Nolan H.",23455,,Miller, Nolan H., Nolan H. Miller
17130,"Choi, Albert H.",23456,,Choi, Albert H., Albert H. Choi
17131,"Spier, Kathryn E.",23456,,Spier, Kathryn E., Kathryn E. Spier
17132,"Fudenberg, Drew",23457,,Fudenberg, Drew, Drew Fudenberg
17133,"Strack, Philipp",23457,,Strack, Philipp, Philipp Strack
17134,"Strzalecki, Tomasz",23457,,Strzalecki, Tomasz, Tomasz Strzalecki
17135,"Dubois, Pierre",23458,,Dubois, Pierre, Pierre Dubois
17136,"Lasio, Laura",23458,,Lasio, Laura, Laura Lasio
17137,"Hamilton, Barton H.",23459,,Hamilton, Barton H., Barton H. Hamilton
17138,"Jungheim, Emily",23459,,Jungheim, Emily, Emily Jungheim
17139,"Mcmanus, Brian",23459,,Mcmanus, Brian, Brian Mcmanus
17140,"Pantano, Juan",23459,,Pantano, Juan, Juan Pantano
17141,"Casaburi, Lorenzo",23460,,Casaburi, Lorenzo, Lorenzo Casaburi
17142,"Willis, Jack",23460,,Willis, Jack, Jack Willis
17143,"Shapiro, Joseph S.",23461,,Shapiro, Joseph S., Joseph S. Shapiro
17144,"Walker, Reed",23461,,Walker, Reed, Reed Walker
17145,"Monte, Ferdinando",23462,,Monte, Ferdinando, Ferdinando Monte
17146,"Redding, Stephen J.",23462,,Redding, Stephen J., Stephen J. Redding
17147,"Rossi-Hansberg, Esteban",23462,,Rossi-Hansberg, Esteban, Esteban Rossi-Hansberg
17148,"Chen, Kaiji",23463,,Chen, Kaiji, Kaiji Chen
17149,"Ren, Jue",23463,,Ren, Jue, Jue Ren
17150,"Zha, Tao",23463,,Zha, Tao, Tao Zha
17151,"Walters, Christopher R.",23464,,Walters, Christopher R., Christopher R. Walters
17152,"Bailey, Michael",23465,,Bailey, Michael, Michael Bailey
17153,"Cao, Ruiqing",23465,,Cao, Ruiqing, Ruiqing Cao
17154,"Kuchler, Theresa",23465,,Kuchler, Theresa, Theresa Kuchler
17155,"Stroebel, Johannes",23465,,Stroebel, Johannes, Johannes Stroebel
17156,"Benkert, Jean-Michel",23466,,Benkert, Jean-Michel, Jean-Michel Benkert
17157,"Netzer, Nick",23466,,Netzer, Nick, Nick Netzer
17158,"Cornelissen, Thomas",23467,,Cornelissen, Thomas, Thomas Cornelissen
17159,"Dustmann, Christian",23467,,Dustmann, Christian, Christian Dustmann
17160,"Raute, Anna",23467,,Raute, Anna, Anna Raute
17161,"Schonberg, Uta",23467,,Schonberg, Uta, Uta Schonberg
17162,"Dellavigna, Stefano",23468,,Dellavigna, Stefano, Stefano Dellavigna
17163,"Pope, Devin",23468,,Pope, Devin, Devin Pope
17164,"Dur, Umut",23469,,Dur, Umut, Umut Dur
17165,"Kominers, Scott Duke",23469,,Kominers, Scott Duke, Scott Duke Kominers
17166,"Pathak, Parag A.",23469,,Pathak, Parag A., Parag A. Pathak
17167,"Sonmez, Tayfun",23469,,Sonmez, Tayfun, Tayfun Sonmez
17168,"Luo, Yao",23470,,Luo, Yao, Yao Luo
17169,"Perrigne, Isabelle",23470,,Perrigne, Isabelle, Isabelle Perrigne
17170,"Vuong, Quang",23470,,Vuong, Quang, Quang Vuong
17171,"Sugaya, Takuo",23471,,Sugaya, Takuo, Takuo Sugaya
17172,"Wolitzky, Alexander",23471,,Wolitzky, Alexander, Alexander Wolitzky
17173,"Todd, Petra",23472,,Todd, Petra, Petra Todd
17174,"Wolpin, Kenneth I.",23472,,Wolpin, Kenneth I., Kenneth I. Wolpin
17175,"Battaglini, Marco",23473,,Battaglini, Marco, Marco Battaglini
17176,"Patacchini, Eleonora",23473,,Patacchini, Eleonora, Eleonora Patacchini
17177,"Johnston, Andrew C.",23474,,Johnston, Andrew C., Andrew C. Johnston
17178,"Mas, Alexandre",23474,,Mas, Alexandre, Alexandre Mas
17179,"Agrawal, David R.",23475,,Agrawal, David R., David R. Agrawal
17180,"Hoyt, William H.",23475,,Hoyt, William H., William H. Hoyt
17181,"Ashournia, Damoun",23476,,Ashournia, Damoun, Damoun Ashournia
17182,"Castello-Climent, Amparo",23477,,Castello-Climent, Amparo, Amparo Castello-Climent
17183,"Chaudhary, Latika",23477,,Chaudhary, Latika, Latika Chaudhary
17184,"Mukhopadhyay, Abhiroop",23477,,Mukhopadhyay, Abhiroop, Abhiroop Mukhopadhyay
17185,"Durrmeyer, Isis",23478,,Durrmeyer, Isis, Isis Durrmeyer
17186,"Samano, Mario",23478,,Samano, Mario, Mario Samano
17187,"Edwards, Griffin",23479,,Edwards, Griffin, Griffin Edwards
17188,"Nesson, Erik",23479,,Nesson, Erik, Erik Nesson
17189,"Robinson, Joshua J.",23479,,Robinson, Joshua J., Joshua J. Robinson
17190,"Vars, Fredrick",23479,,Vars, Fredrick, Fredrick Vars
17191,"Gathmann, Christina",23480,,Gathmann, Christina, Christina Gathmann
17192,"Keller, Nicolas",23480,,Keller, Nicolas, Nicolas Keller
17193,"Mengel, Friederike",23481,,Mengel, Friederike, Friederike Mengel
17194,"Michalopoulos, Stelios",23482,,Michalopoulos, Stelios, Stelios Michalopoulos
17195,"Naghavi, Alireza",23482,,Naghavi, Alireza, Alireza Naghavi
17196,"Prarolo, Giovanni",23482,,Prarolo, Giovanni, Giovanni Prarolo
17197,"Ferraro, Domenico",23483,,Ferraro, Domenico, Domenico Ferraro
17198,"Peretto, Pietro F.",23483,,Peretto, Pietro F., Pietro F. Peretto
17199,"Piffer, Michele",23484,,Piffer, Michele, Michele Piffer
17200,"Podstawski, Maximilian",23484,,Podstawski, Maximilian, Maximilian Podstawski
17201,"Qureshi, Javaeria A.",23485,,Qureshi, Javaeria A., Javaeria A. Qureshi
17202,"Repetto, Luca",23486,,Repetto, Luca, Luca Repetto
17203,"Gaubert, Cecile",23487,,Gaubert, Cecile, Cecile Gaubert
17204,"De Quidt, Jonathan",23488,,De Quidt, Jonathan, Jonathan De Quidt
17205,"Haushofer, Johannes",23488,,Haushofer, Johannes, Johannes Haushofer
17206,"Roth, Christopher",23488,,Roth, Christopher, Christopher Roth
17207,"Fredriksson, Peter",23489,,Fredriksson, Peter, Peter Fredriksson
17208,"Hensvik, Lena",23489,,Hensvik, Lena, Lena Hensvik
17209,"Skans, Oskar Nordstrom",23489,,Skans, Oskar Nordstrom, Oskar Nordstrom Skans
17210,"Juhasz, Reka",23490,,Juhasz, Reka, Reka Juhasz
17211,"Carrell, Scott E.",23491,,Carrell, Scott E., Scott E. Carrell
17212,"Hoekstra, Mark",23491,,Hoekstra, Mark, Mark Hoekstra
17213,"Kuka, Elira",23491,,Kuka, Elira, Elira Kuka
17214,"Colacito, Ric",23492,,Colacito, Ric, Ric Colacito
17215,"Croce, Max",23492,,Croce, Max, Max Croce
17216,"Ho, Steven",23492,,Ho, Steven, Steven Ho
17217,"Howard, Philip",23492,,Howard, Philip, Philip Howard
17218,"Acemoglu, Daron",23493,,Acemoglu, Daron, Daron Acemoglu
17219,"Akcigit, Ufuk",23493,,Akcigit, Ufuk, Ufuk Akcigit
17220,"Alp, Harun",23493,,Alp, Harun, Harun Alp
17221,"Bloom, Nicholas",23493,,Bloom, Nicholas, Nicholas Bloom
17222,"Kerr, William",23493,,Kerr, William, William Kerr
17223,"Kitamura, Yuichi",23494,,Kitamura, Yuichi, Yuichi Kitamura
17224,"Stoye, Jorg",23494,,Stoye, Jorg, Jorg Stoye
17225,"Chernozhukov, Victor",23495,,Chernozhukov, Victor, Victor Chernozhukov
17226,"Fernandez-Val, Ivan",23495,,Fernandez-Val, Ivan, Ivan Fernandez-Val
17227,"Luo, Ye",23495,,Luo, Ye, Ye Luo
17228,"Lee, Sokbae",23496,,Lee, Sokbae, Sokbae Lee
17229,"Salanie, Bernard",23496,,Salanie, Bernard, Bernard Salanie
17230,"Chen, Xiaohong",23497,,Chen, Xiaohong, Xiaohong Chen
17231,"Christensen, Timothy M.",23497,,Christensen, Timothy M., Timothy M. Christensen
17232,"Tamer, Elie",23497,,Tamer, Elie, Elie Tamer
17233,"Miller, Joshua B.",23498,,Miller, Joshua B., Joshua B. Miller
17234,"Sanjurjo, Adam",23498,,Sanjurjo, Adam, Adam Sanjurjo
17235,"Attanasio, Orazio",23499,,Attanasio, Orazio, Orazio Attanasio
17236,"Levell, Peter",23499,,Levell, Peter, Peter Levell
17237,"Low, Hamish",23499,,Low, Hamish, Hamish Low
17238,"Sanchez-Marcos, Virginia",23499,,Sanchez-Marcos, Virginia, Virginia Sanchez-Marcos
17239,"Dell, Melissa",23500,,Dell, Melissa, Melissa Dell
17240,"Lane, Nathan",23500,,Lane, Nathan, Nathan Lane
17241,"Querubin, Pablo",23500,,Querubin, Pablo, Pablo Querubin
17242,"Duflo, Esther",23501,,Duflo, Esther, Esther Duflo
17243,"Greenstone, Michael",23501,,Greenstone, Michael, Michael Greenstone
17244,"Pande, Rohini",23501,,Pande, Rohini, Rohini Pande
17245,"Ryan, Nicholas",23501,,Ryan, Nicholas, Nicholas Ryan
17246,"Einav, Liran",23502,,Einav, Liran, Liran Einav
17247,"Finkelstein, Amy",23502,,Finkelstein, Amy, Amy Finkelstein
17248,"Mahoney, Neale",23502,,Mahoney, Neale, Neale Mahoney
17249,"Schennach, Susanne M.",23503,,Schennach, Susanne M., Susanne M. Schennach
17250,"Amodio, Francesco",23504,,Amodio, Francesco, Francesco Amodio
17251,"Di Maio, Michele",23504,,Di Maio, Michele, Michele Di Maio
17252,"Angelucci, Manuela",23505,,Angelucci, Manuela, Manuela Angelucci
17253,"De Giorgi, Giacomo",23505,,De Giorgi, Giacomo, Giacomo De Giorgi
17254,"Rasul, Imran",23505,,Rasul, Imran, Imran Rasul
17255,"Beach, Brian",23506,,Beach, Brian, Brian Beach
17256,"Hanlon, W. Walker",23506,,Hanlon, W. Walker, W. Walker Hanlon
17257,"Cheng, Yuk-Shing",23507,,Cheng, Yuk-Shing, Yuk-Shing Cheng
17258,"Chung, Kim-Sau",23507,,Chung, Kim-Sau, Kim-Sau Chung
17259,"Choy, James P.",23508,,Choy, James P., James P. Choy
17260,"Cohn, Alain",23509,,Cohn, Alain, Alain Cohn
17261,"Marechal, Michel Andre",23509,,Marechal, Michel Andre, Michel Andre Marechal
17262,"Combes, Jean-Louis",23510,,Combes, Jean-Louis, Jean-Louis Combes
17263,"Debrun, Xavier",23510,,Debrun, Xavier, Xavier Debrun
17264,"Minea, Alexandru",23510,,Minea, Alexandru, Alexandru Minea
17265,"Tapsoba, Rene",23510,,Tapsoba, Rene, Rene Tapsoba
17266,"Guimaraes, Bernardo",23511,,Guimaraes, Bernardo, Bernardo Guimaraes
17267,"Machado, Caio",23511,,Machado, Caio, Caio Machado
17268,"Harris, Matthew C.",23512,,Harris, Matthew C., Matthew C. Harris
17269,"Kohn, Jennifer L.",23512,,Kohn, Jennifer L., Jennifer L. Kohn
17270,"Calzolari, Giacomo",23513,,Calzolari, Giacomo, Giacomo Calzolari
17271,"Ichino, Andrea",23513,,Ichino, Andrea, Andrea Ichino
17272,"Manaresi, Francesco",23513,,Manaresi, Francesco, Francesco Manaresi
17273,"Nellas, Viki",23513,,Nellas, Viki, Viki Nellas
17274,"Panagopoulos, Andreas",23514,,Panagopoulos, Andreas, Andreas Panagopoulos
17275,"Park, In-Uck",23514,,Park, In-Uck, In-Uck Park
17276,"Sin, Isabelle",23515,,Sin, Isabelle, Isabelle Sin
17277,"Suesse, Marvin",23516,,Suesse, Marvin, Marvin Suesse
17278,"Falk, Armin",23517,,Falk, Armin, Armin Falk
17279,"Becker, Anke",23517,,Becker, Anke, Anke Becker
17280,"Dohmen, Thomas",23517,,Dohmen, Thomas, Thomas Dohmen
17281,"Enke, Benjamin",23517,,Enke, Benjamin, Benjamin Enke
17282,"Huffman, David",23517,,Huffman, David, David Huffman
