,metadata,ArticleID,index,last name,first name
61100,"Layard, R",13440,,Layard, R
61101,Psacharo.G,13440,,Psacharo.G,MISSING
61133,"Branch, B",13441,,Branch, B
61166,"Cell, Dc",13442,,Cell, Dc
61199,"Chiswick, B",13443,,Chiswick, B
61200,"Mincer, J",13443,,Mincer, J
61233,"Lewis, Hg",13444,,Lewis, Hg
61265,"Becker, Gs",13445,,Becker, Gs
61298,"Benham, L",13446,,Benham, L
61330,"Freiden, A",13447,,Freiden, A
61362,"Goode, Wj",13448,,Goode, Wj
61394,"Hashimoto, M",13449,,Hashimoto, M
61428,"Heckman, Jj",13450,,Heckman, Jj
61461,"Leibowitz, A",13451,,Leibowitz, A
61496,"Mincer, J",13452,,Mincer, J
61497,"Polachek, S",13452,,Polachek, S
61532,"Nerlove, M",13453,,Nerlove, M
61565,"Schultz, Tw",13454,,Schultz, Tw
61597,"Domar, Ed",13455,,Domar, Ed
61629,"Straszheim, Mr",13456,,Straszheim, Mr
61662,"Pauly, Mv",13457,,Pauly, Mv
61695,"Alexander, Aj",13458,,Alexander, Aj
61728,Pashigia.Bp,13459,,Pashigia.Bp,MISSING
61760,"Brecher, Ra",13460,,Brecher, Ra
61794,"Levhari, D",13461,,Levhari, D
61795,"Liviatan, N",13461,,Liviatan, N
61796,"Luski, I",13461,,Luski, I
61829,"Mancke, Rb",13462,,Mancke, Rb
61862,"Stiglitz, Je",13463,,Stiglitz, Je
61895,"Darby, Mr",13464,,Darby, Mr
61929,"Heller, Ps",13465,,Heller, Ps
61962,"Brito, Dl",13466,,Brito, Dl
61963,"Hester, Dd",13466,,Hester, Dd
61997,"Adams, Av",13467,,Adams, Av
61998,"Krislov, J",13467,,Krislov, J
62033,"Arrow, Kj",13468,,Arrow, Kj
62034,"Fisher, Ac",13468,,Fisher, Ac
62067,"Fishburn, Pc",13469,,Fishburn, Pc
62099,"Vernon, J",13470,,Vernon, J
62132,"Hartwick, Pg",13471,,Hartwick, Pg
62133,"Hartwick, Jm",13471,,Hartwick, Jm
62167,"Sato, K",13472,,Sato, K
62201,"Barrett, Ns",13473,,Barrett, Ns
62202,"Gerardi, G",13473,,Gerardi, G
62203,"Hart, Tp",13473,,Hart, Tp
62235,"Bergsman, J",13474,,Bergsman, J
62267,"Possen, Um",13475,,Possen, Um
62300,"Akino, M",13476,,Akino, M
62301,"Hayami, Y",13476,,Hayami, Y
62334,"Oniki, H",13477,,Oniki, H
62366,"Feldstein, Ms",13478,,Feldstein, Ms
62399,"Manne, As",13479,,Manne, As
62431,"Alexander, Ss",13480,,Alexander, Ss
62464,"Musgrave, Ra",13481,,Musgrave, Ra
62496,"Rawls, J",13482,,Rawls, J
62529,"Cooter, R",13483,,Cooter, R
62530,"Helpman, E",13483,,Helpman, E
62562,"Kenen, Pb",13484,,Kenen, Pb
62594,"Nickell, S",13485,,Nickell, S
62627,"King, Ma",13486,,King, Ma
62660,"Baily, Mn",13487,,Baily, Mn
62693,"Aoki, M",13488,,Aoki, M
62727,"Preston, Aj",13489,,Preston, Aj
62760,"Leland, He",13490,,Leland, He
62794,"Barro, Rj",13491,,Barro, Rj
62795,"Grossman, Hi",13491,,Grossman, Hi
62829,"Pettengill, J",13492,,Pettengill, J
62864,"Atkinson, Ab",13493,,Atkinson, Ab
62865,"Stern, Nh",13493,,Stern, Nh
62900,"Hart, Od",13494,,Hart, Od
62901,"Jaffee, Dm",13494,,Jaffee, Dm
62934,"Pesaran, Mh",13495,,Pesaran, Mh
62966,"Bowden, Rj",13496,,Bowden, Rj
63000,"Jorgenson, Dw",13497,,Jorgenson, Dw
63001,"Lau, Lj",13497,,Lau, Lj
63035,"Turnovsky, Sj",13498,,Turnovsky, Sj
63069,"Stiglitz, Je",13499,,Stiglitz, Je
63102,"Iwai, K",13500,,Iwai, K
63135,"Schmalensee, R",13501,,Schmalensee, R
63170,"Fine, B",13502,,Fine, B
63171,"Fine, K",13502,,Fine, K
63206,"Burmeister, E",13503,,Burmeister, E
63207,"Graham, Da",13503,,Graham, Da
63242,"Ng, Yk",13504,,Ng, Yk
63243,"Weisser, M",13504,,Weisser, M
63277,"Casson, Mc",13505,,Casson, Mc
63310,"Mizon, Ge",13506,,Mizon, Ge
63345,"Itsumi, Y",13507,,Itsumi, Y
63378,"Ishikawa, T",13508,,Ishikawa, T
63412,"Andrieu, M",13509,,Andrieu, M
63445,"Winston, Gc",13510,,Winston, Gc
63446,"Mccoy, To",13510,,Mccoy, To
63479,"Boehm, V",13511,,Boehm, V
63512,"Fishburn, Pc",13512,,Fishburn, Pc
63546,"Fine, B",13513,,Fine, B
63547,"Fine, K",13513,,Fine, K
63581,"Weitzman, Ml",13514,,Weitzman, Ml
63614,"Muellbauer, J",13515,,Muellbauer, J
63647,"Feldstein, M",13516,,Feldstein, M
63683,"Eatwell, J",13517,,Eatwell, J
63684,Llewelly.J,13517,,Llewelly.J,MISSING
63685,"Tarling, R",13517,,Tarling, R
63718,"Gossling, Wf",13518,,Gossling, Wf
63752,Farebrot.Rw,13519,,Farebrot.Rw,MISSING
63786,"Kramer, Gh",13520,,Kramer, Gh
63787,Klevoric.Ak,13520,,Klevoric.Ak,MISSING
63820,"Khan, Ma",13521,,Khan, Ma
63854,"Dasgupta, P",13522,,Dasgupta, P
63855,"Heal, G",13522,,Heal, G
63887,"Solow, Rm",13523,,Solow, Rm
63917,"Manne, As",13524,,Manne, As
63948,"Weinstein, Mc",13525,,Weinstein, Mc
63949,"Zeckhauser, Rj",13525,,Zeckhauser, Rj
63979,"Henry, C",13526,,Henry, C
64009,"Smith, Vl",13527,,Smith, Vl
64039,"Koopmans, Tc",13528,,Koopmans, Tc
64069,"Stiglitz, J",13529,,Stiglitz, J
64101,"Stiglitz, Je",13530,,Stiglitz, Je
64132,"Galbraith, Jk",13531,,Galbraith, Jk
64163,"Hurwicz, L",13532,,Hurwicz, L
64194,"Purvis, Dd",13533,,Purvis, Dd
64226,"Cyert, Rm",13534,,Cyert, Rm
64227,"Degroot, Mh",13534,,Degroot, Mh
64258,"Hirshleifer, J",13535,,Hirshleifer, J
64290,"Browning, Ek",13536,,Browning, Ek
64321,"Telser, Lg",13537,,Telser, Lg
64352,"Pryor, Fl",13538,,Pryor, Fl
64385,"Wolf, C",13539,,Wolf, C
64386,Weinschr.D,13539,,Weinschr.D,MISSING
64418,"Sheshinski, E",13540,,Sheshinski, E
64450,"Schultz, Tp",13541,,Schultz, Tp
64482,"Carlson, Ja",13542,,Carlson, Ja
64514,"Fisher, Jl",13543,,Fisher, Jl
64515,"Ridker, Rg",13543,,Ridker, Rg
64547,"Pauly, M",13544,,Pauly, M
64548,"Redisch, M",13544,,Redisch, M
64580,"Johnson, Ll",13545,,Johnson, Ll
64611,"Shepherd, Wg",13546,,Shepherd, Wg
64642,"Harris, Dj",13547,,Harris, Dj
64673,"Gordon, S",13548,,Gordon, S
64705,"Rosenberg, N",13549,,Rosenberg, N
64737,"Flanagan, Rj",13550,,Flanagan, Rj
64768,"Bradley, Pg",13551,,Bradley, Pg
64799,"Douglas, Aj",13552,,Douglas, Aj
64830,"Benston, Gj",13553,,Benston, Gj
64863,"Ross, Sa",13554,,Ross, Sa
64896,"Bicksler, Jl",13555,,Bicksler, Jl
64897,"Barnea, A",13555,,Barnea, A
64898,"Babad, J",13555,,Babad, J
64931,"Fusfeld, Dr",13556,,Fusfeld, Dr
64962,"Nell, E",13557,,Nell, E
64995,"Kareken, Jh",13558,,Kareken, Jh
64996,"Muench, T",13558,,Muench, T
64997,"Wallace, N",13558,,Wallace, N
65029,"Stigler, Gj",13559,,Stigler, Gj
65060,"Mccracken, Pw",13560,,Mccracken, Pw
65092,"Klein, Rw",13561,,Klein, Rw
65123,"Kahn, R",13562,,Kahn, R
65154,"Galatin, M",13563,,Galatin, M
65185,"Kenen, Pb",13564,,Kenen, Pb
65216,"Elliott, Jw",13565,,Elliott, Jw
65247,"Mccracken, Pw",13566,,Mccracken, Pw
65279,"Helliwell, J",13567,,Helliwell, J
65311,"Grossman, M",13568,,Grossman, M
65343,"Yotopoulos, Pa",13569,,Yotopoulos, Pa
65344,"Lau, Lj",13569,,Lau, Lj
65378,"Liu, Tc",13570,,Liu, Tc
65379,"Yeh, Kc",13570,,Yeh, Kc
65411,"Perkins, Dh",13571,,Perkins, Dh
65442,"Visscher, Ml",13572,,Visscher, Ml
65474,"Brown, G",13573,,Brown, G
65475,"Johnson, Mb",13573,,Johnson, Mb
65507,"Goldberger, As",13574,,Goldberger, As
65539,"Leff, Nh",13575,,Leff, Nh
65571,"Elhodiri, M",13576,,Elhodiri, M
65572,"Takayama, A",13576,,Takayama, A
65604,"Russell, Cs",13577,,Russell, Cs
65637,"Pressman, I",13578,,Pressman, I
65638,"Carol, A",13578,,Carol, A
65670,"Evans, Mk",13579,,Evans, Mk
65701,"Kuznets, S",13580,,Kuznets, S
65732,"Fernandes, Ra",13581,,Fernandes, Ra
65765,"Besen, Sm",13582,,Besen, Sm
65766,"Soligo, R",13582,,Soligo, R
65798,"Clague, C",13583,,Clague, C
65829,"Krouse, Cg",13584,,Krouse, Cg
65860,"Moore, Mh",13585,,Moore, Mh
65892,"Bergstrom, Tc",13586,,Bergstrom, Tc
65893,"Goodman, Rp",13586,,Goodman, Rp
65927,"Freeman, Rb",13587,,Freeman, Rb
65958,"Stiglitz, Je",13588,,Stiglitz, Je
65989,"Alexis, M",13589,,Alexis, M
66022,"Batra, Rn",13590,,Batra, Rn
66023,"Casas, Fr",13590,,Casas, Fr
66056,"Bach, Gl",13591,,Bach, Gl
66088,"Siegfried, Jj",13592,,Siegfried, Jj
66089,"White, Kj",13592,,White, Kj
66123,"Wong, S",13593,,Wong, S
66154,"Williamson, Oe",13594,,Williamson, Oe
66186,"Lucas, Re",13595,,Lucas, Re
66217,"Martin, Dl",13596,,Martin, Dl
66248,"Brittain, Ja",13597,,Brittain, Ja
66279,"Burns, Me",13598,,Burns, Me
66311,"Henderson, Dw",13599,,Henderson, Dw
66312,"Sargent, Tj",13599,,Sargent, Tj
66345,"Bowles, S",13600,,Bowles, S
66378,"Reich, M",13601,,Reich, M
66379,"Gordon, Dm",13601,,Gordon, Dm
66380,"Edwards, Rc",13601,,Edwards, Rc
66412,"Ehrenberg, Rg",13602,,Ehrenberg, Rg
66445,"Vietorisz, T",13603,,Vietorisz, T
66446,"Harrison, B",13603,,Harrison, B
66479,"Piore, Mj",13604,,Piore, Mj
66511,"Rowley, Jcr",13605,,Rowley, Jcr
66512,"Wilton, Da",13605,,Wilton, Da
66544,"Fromm, G",13606,,Fromm, G
66545,"Klein, Lr",13606,,Klein, Lr
66577,"Parsons, Do",13607,,Parsons, Do
66608,"Tsurumi, H",13608,,Tsurumi, H
66639,"Isard, P",13609,,Isard, P
66671,"Moriguchi, C",13610,,Moriguchi, C
66704,"Junz, Hb",13611,,Junz, Hb
66705,"Rhomberg, Rr",13611,,Rhomberg, Rr
66736,"Ellickson, B",13612,,Ellickson, B
66769,"Bhagwati, Jn",13613,,Bhagwati, Jn
66770,"Krueger, Ao",13613,,Krueger, Ao
66803,"Abramovitz, M",13614,,Abramovitz, M
66804,"David, Pa",13614,,David, Pa
66836,"Grieson, Re",13615,,Grieson, Re
66868,"Deleeuw, F",13616,,Deleeuw, F
66869,"Ekanem, Nf",13616,,Ekanem, Nf
66900,"Sjoquist, Dl",13617,,Sjoquist, Dl
66932,"Nelson, Rr",13618,,Nelson, Rr
66933,"Winter, Sg",13618,,Winter, Sg
66965,Garfinke.I,13619,,Garfinke.I,MISSING
66997,"Kelley, Ac",13620,,Kelley, Ac
66998,Williams.Jg,13620,,Williams.Jg,MISSING
67030,"Schlenker, Re",13621,,Schlenker, Re
67062,"Bardhan, Pk",13622,,Bardhan, Pk
67094,"Chenery, Hb",13623,,Chenery, Hb
67095,"Carter, Ng",13623,,Carter, Ng
67126,"Nelson, Rr",13624,,Nelson, Rr
67157,"Katz, Da",13625,,Katz, Da
67188,"Metcalf, Ce",13626,,Metcalf, Ce
67220,"Sato, R",13627,,Sato, R
67221,"Koizumi, T",13627,,Koizumi, T
67254,"Bohman, J",13628,,Bohman, J
67255,"Bohman, Mk",13628,,Bohman, Mk
67286,"Ethier, W",13629,,Ethier, W
67318,"Bergmann, Br",13630,,Bergmann, Br
67319,"Adelman, I",13630,,Adelman, I
67351,"Christ, Cf",13631,,Christ, Cf
67382,"Meiselman, Di",13632,,Meiselman, Di
67415,"Parkin, M",13633,,Parkin, M
67447,"Birnberg, T",13634,,Birnberg, T
67448,"Resnick, S",13634,,Resnick, S
67480,"Teubal, M",13635,,Teubal, M
67511,"Ostroy, Jm",13636,,Ostroy, Jm
67543,"Marchand, Jr",13637,,Marchand, Jr
67544,"Russell, Kp",13637,,Russell, Kp
67577,"Barzel, Y",13638,,Barzel, Y
67578,"Mcdonald, Rj",13638,,Mcdonald, Rj
67610,"Gronau, R",13639,,Gronau, R
67642,"Dutton, Ds",13640,,Dutton, Ds
67643,"Gramm, Wp",13640,,Gramm, Wp
67675,"Baron, Dp",13641,,Baron, Dp
67707,"Ross, Sa",13642,,Ross, Sa
67708,"Wachter, Ml",13642,,Wachter, Ml
67740,"Malkiel, Bg",13643,,Malkiel, Bg
67741,"Malkiel, Ja",13643,,Malkiel, Ja
67773,"Clark, Cs",13644,,Clark, Cs
67804,"Chow, Gc",13645,,Chow, Gc
67836,"Penner, Rg",13646,,Penner, Rg
67837,"Silber, Wl",13646,,Silber, Wl
67870,"Bergson, A",13647,,Bergson, A
67901,"Dornbusch, R",13648,,Dornbusch, R
67933,"Aitken, Nd",13649,,Aitken, Nd
67965,"Welch, F",13650,,Welch, F
67998,"Poole, W",13651,,Poole, W
67999,Kornblit.Eb,13651,,Kornblit.Eb,MISSING
68031,"Howle, Es",13652,,Howle, Es
68062,"Haley, Wj",13653,,Haley, Wj
68093,"Seneca, Rs",13654,,Seneca, Rs
68125,[Anonymous],13655,,[Anonymous],MISSING
68157,"Pollak, Ra",13656,,Pollak, Ra
68191,"Mandelbrot, Bb",13657,,Mandelbrot, Bb
68227,"Schmidt, P",13658,,Schmidt, P
68261,"Schmidt, P",13659,,Schmidt, P
68298,"Oberhofer, W",13660,,Oberhofer, W
68299,"Kmenta, J",13660,,Kmenta, J
68337,"Starrett, Da",13661,,Starrett, Da
68371,"Herzberger, Hg",13662,,Herzberger, Hg
68407,"Levhari, D",13663,,Levhari, D
68408,Sheshins.E,13663,,Sheshins.E,MISSING
68443,"Grether, Dm",13664,,Grether, Dm
68444,"Maddala, Gs",13664,,Maddala, Gs
68482,"Hannan, Ej",13665,,Hannan, Ej
68483,"Terrell, Rd",13665,,Terrell, Rd
68517,"Stigum, Bp",13666,,Stigum, Bp
68551,"Wu, Dm",13667,,Wu, Dm
68587,"Arndt, Hw",13668,,Arndt, Hw
68588,"Sundrum, Rm",13668,,Sundrum, Rm
68620,"Greenaway, D",13669,,Greenaway, D
68653,"Hart, O",13670,,Hart, O
68688,"Thompson, S",13671,,Thompson, S
68689,"Wright, M",13671,,Wright, M
68728,"Conyon, M",13672,,Conyon, M
68729,"Gregg, P",13672,,Gregg, P
68730,"Machin, S",13672,,Machin, S
68767,"Judge, G",13673,,Judge, G
68768,"Harris, Rid",13673,,Harris, Rid
68801,"Wright, Ra",13674,,Wright, Ra
68835,"Birchenhall, Cr",13675,,Birchenhall, Cr
68870,"Clark, D",13676,,Clark, D
68871,"Thomas, J",13676,,Thomas, J
68906,"Cummings, Rg",13677,,Cummings, Rg
68907,"Harrison, Gw",13677,,Harrison, Gw
68908,"Rutstrom, Ee",13677,,Rutstrom, Ee
68943,"Bhaskar, V",13678,,Bhaskar, V
68944,"Khan, M",13678,,Khan, M
68979,"Shapiro, Md",13679,,Shapiro, Md
68980,"Slemrod, J",13679,,Slemrod, J
69018,"Bonham, C",13680,,Bonham, C
69019,"Cohen, R",13680,,Cohen, R
69054,"Keane, Mp",13681,,Keane, Mp
69055,"Runkle, De",13681,,Runkle, De
69092,"Laroque, G",13682,,Laroque, G
69093,"Rabault, G",13682,,Rabault, G
69129,"Johansen, S",13683,,Johansen, S
69167,"Arulampalam, W",13684,,Arulampalam, W
69168,"Stewart, Mb",13684,,Stewart, Mb
69207,"Blundell, R",13685,,Blundell, R
69208,"Griffith, R",13685,,Griffith, R
69209,"Vanreenen, J",13685,,Vanreenen, J
69250,"Booth, Al",13686,,Booth, Al
69251,"Chatterji, M",13686,,Chatterji, M
69288,"Burton, Mp",13687,,Burton, Mp
69289,"Phimister, E",13687,,Phimister, E
69326,"Buttler, Hj",13688,,Buttler, Hj
69362,"Carter, Mj",13689,,Carter, Mj
69400,"Clare, Ad",13690,,Clare, Ad
69401,"Psaradakis, Z",13690,,Psaradakis, Z
69402,"Thomas, Sh",13690,,Thomas, Sh
69439,"Clements, Mp",13691,,Clements, Mp
69476,"Cowell, Fa",13692,,Cowell, Fa
69477,"Jenkins, Sp",13692,,Jenkins, Sp
69516,"Dolton, P",13693,,Dolton, P
69517,"Vanderklaauw, W",13693,,Vanderklaauw, W
69553,"Gerrard, B",13694,,Gerrard, B
69587,"Kregel, Ja",13695,,Kregel, Ja
69623,"Levine, P",13696,,Levine, P
69624,"Smith, R",13696,,Smith, R
69659,"Madden, D",13697,,Madden, D
69695,"Murshed, Sm",13698,,Murshed, Sm
69696,"Sen, S",13698,,Sen, S
69733,"Ozkan, Fg",13699,,Ozkan, Fg
69734,"Sutherland, A",13699,,Sutherland, A
69769,"Weeks, M",13700,,Weeks, M
69806,"Keuzenkamp, Ha",13701,,Keuzenkamp, Ha
69807,"Mcaleer, M",13701,,Mcaleer, M
69846,"Friedman, D",13702,,Friedman, D
69847,"Ostroy, J",13702,,Ostroy, J
69885,"Patterson, Kd",13703,,Patterson, Kd
69923,"Snell, A",13704,,Snell, A
69924,"Tonks, I",13704,,Tonks, I
69961,"Neumark, D",13705,,Neumark, D
69997,"Ghosh, Ar",13706,,Ghosh, Ar
70033,"Risa, Ae",13707,,Risa, Ae
70074,"Mookherjee, D",13708,,Mookherjee, D
70075,"Png, Ipl",13708,,Png, Ipl
70117,"Eichengreen, B",13709,,Eichengreen, B
70118,"Tobin, J",13709,,Tobin, J
70119,"Wyplosz, C",13709,,Wyplosz, C
70156,"Kenen, Pb",13710,,Kenen, Pb
70191,"Carroll, Cd",13711,,Carroll, Cd
70192,"Fuhrer, Jc",13711,,Fuhrer, Jc
70193,"Wilcox, Dw",13711,,Wilcox, Dw
70230,"Warner, Am",13712,,Warner, Am
70265,"Nuxoll, Da",13713,,Nuxoll, Da
70301,"Gerstner, E",13714,,Gerstner, E
70302,"Hess, Jd",13714,,Hess, Jd
70303,"Holthaiusen, Dm",13714,,Holthaiusen, Dm
70340,"Preston, Ae",13715,,Preston, Ae
70375,"Irvine, I",13716,,Irvine, I
70376,"Wang, Ss",13716,,Wang, Ss
70411,"Boschen, Jf",13717,,Boschen, Jf
70412,"Otrok, Cm",13717,,Otrok, Cm
70447,"Hofer, T",13718,,Hofer, T
70448,"Woodruff, C",13718,,Woodruff, C
70482,"Hillman, Al",13719,,Hillman, Al
70483,"Ursprung, Hw",13719,,Ursprung, Hw
70518,"Attanasio, Op",13720,,Attanasio, Op
70519,"Weber, G",13720,,Weber, G
70559,"Acemoglu, D",13721,,Acemoglu, D
70560,"Scott, A",13721,,Scott, A
70599,"Harvey, A",13722,,Harvey, A
70600,"Scott, A",13722,,Scott, A
70640,"Datt, G",13723,,Datt, G
70641,"Ravallion, M",13723,,Ravallion, M
70678,"Bohm, P",13724,,Bohm, P
70714,"Karp, L",13725,,Karp, L
70715,"Paul, T",13725,,Paul, T
70752,"John, A",13726,,John, A
70753,"Pecchenino, R",13726,,Pecchenino, R
70792,"Athukorala, P",13727,,Athukorala, P
70793,"Riedel, J",13727,,Riedel, J
70829,"Muscatelli, Va",13728,,Muscatelli, Va
70864,"Jullien, B",13729,,Jullien, B
70865,"Salanie, B",13729,,Salanie, B
70897,"Greenaway, D",13730,,Greenaway, D
70930,"Goodhart, Cae",13731,,Goodhart, Cae
70963,"Cukierman, A",13732,,Cukierman, A
70997,"Selgin, G",13733,,Selgin, G
71032,"Vanhuyck, Jb",13734,,Vanhuyck, Jb
71033,"Cook, Jp",13734,,Cook, Jp
71034,"Battalio, Rc",13734,,Battalio, Rc
71070,"Kimball, Ms",13735,,Kimball, Ms
71103,"Sharpe, Sa",13736,,Sharpe, Sa
71140,"Bartelsman, Ej",13737,,Bartelsman, Ej
71141,"Caballero, Rj",13737,,Caballero, Rj
71142,"Lyons, Rk",13737,,Lyons, Rk
71180,"Bovenberg, Al",13738,,Bovenberg, Al
71181,"Demooij, Ra",13738,,Demooij, Ra
71217,"Blanchflower, Dg",13739,,Blanchflower, Dg
71218,"Oswald, Aj",13739,,Oswald, Aj
71255,"Bhargava, S",13740,,Bhargava, S
71292,"Mizen, P",13741,,Mizen, P
71293,"Pentecost, Ej",13741,,Pentecost, Ej
71329,"Macdonald, R",13742,,Macdonald, R
71330,"Macmillan, P",13742,,Macmillan, P
71367,"Bardsley, P",13743,,Bardsley, P
71402,"Cooper, R",13744,,Cooper, R
71440,"Marquis, Mh",13745,,Marquis, Mh
71441,"Reffett, Kl",13745,,Reffett, Kl
71476,"Dimand, Rw",13746,,Dimand, Rw
71511,"Patinkin, D",13747,,Patinkin, D
71546,"Sen, A",13748,,Sen, A
71579,"Roland, G",13749,,Roland, G
71612,"Blanchard, Oj",13750,,Blanchard, Oj
71647,"Portes, R",13751,,Portes, R
71682,"Harris, Rid",13752,,Harris, Rid
71717,"Judge, G",13753,,Judge, G
71752,"Auerbach, Aj",13754,,Auerbach, Aj
71753,"Hassett, Ka",13754,,Hassett, Ka
71754,"Oliner, Sd",13754,,Oliner, Sd
71790,"Delong, Jb",13755,,Delong, Jb
71791,"Summers, Lh",13755,,Summers, Lh
71825,"Timmermann, A",13756,,Timmermann, A
71863,"Cubitt, Rp",13757,,Cubitt, Rp
71864,"Sugden, R",13757,,Sugden, R
71900,"Miller, M",13758,,Miller, M
71901,"Sutherland, A",13758,,Sutherland, A
71939,"Bayoumi, T",13759,,Bayoumi, T
71940,"Eichengreen, B",13759,,Eichengreen, B
71976,"Dowd, K",13760,,Dowd, K
72011,"Dolton, Pj",13761,,Dolton, Pj
72012,"Mavromaras, Kg",13761,,Mavromaras, Kg
72048,"Naish, Hf",13762,,Naish, Hf
72084,"Trumbull, Wn",13763,,Trumbull, Wn
72085,"Wall, Hj",13763,,Wall, Hj
72121,"Banks, J",13764,,Banks, J
72122,"Johnson, P",13764,,Johnson, P
72159,"Jenkins, Sp",13765,,Jenkins, Sp
72160,"Cowell, Fa",13765,,Cowell, Fa
72196,"Cairncross, A",13766,,Cairncross, A
72228,"North, Dc",13767,,North, Dc
72260,"Fogel, Rw",13768,,Fogel, Rw
72295,"Arrow, Kj",13769,,Arrow, Kj
72333,"Borjas, Gj",13770,,Borjas, Gj
72334,"Ramey, Va",13770,,Ramey, Va
72370,"Topel, Rh",13771,,Topel, Rh
72407,"Blau, Fd",13772,,Blau, Fd
72408,"Kahn, Lm",13772,,Kahn, Lm
72447,"Card, D",13773,,Card, D
72448,"Lemieux, T",13773,,Lemieux, T
72487,"Stevens, Ah",13774,,Stevens, Ah
72525,"Gottschalk, P",13775,,Gottschalk, P
72526,"Moffitt, Ra",13775,,Moffitt, Ra
72564,"Hoynes, H",13776,,Hoynes, H
72565,"Macurdy, T",13776,,Macurdy, T
72603,"Blank, Rm",13777,,Blank, Rm
72604,"Ruggles, P",13777,,Ruggles, P
72640,"Phelps, Es",13778,,Phelps, Es
72676,"Fitoussi, Jp",13779,,Fitoussi, Jp
72713,"Snower, Dj",13780,,Snower, Dj
72749,"Lindbeck, A",13781,,Lindbeck, A
72785,"Bergmann, Br",13782,,Bergmann, Br
72821,"Garfinkel, I",13783,,Garfinkel, I
72857,"Folbre, N",13784,,Folbre, N
72893,"Anderson, Be",13785,,Anderson, Be
72930,"Malveaux, J",13786,,Malveaux, J
72966,"Betsey, Cl",13787,,Betsey, Cl
73003,"Burbridge, Lc",13788,,Burbridge, Lc
73040,"Devine, Tj",13789,,Devine, Tj
73080,"Sorensen, E",13790,,Sorensen, E
73081,"Clark, S",13790,,Clark, S
73119,"Hersch, J",13791,,Hersch, J
73120,"Stratton, Ls",13791,,Stratton, Ls
73159,"Nelson, Ja",13792,,Nelson, Ja
73198,"Lundberg, S",13793,,Lundberg, S
73199,"Pollak, Ra",13793,,Pollak, Ra
73236,"Zelizer, Va",13794,,Zelizer, Va
73272,"Strober, Mh",13795,,Strober, Mh
73308,"Pollak, Ra",13796,,Pollak, Ra
73346,"Strassmann, Dl",13797,,Strassmann, Dl
73382,"Cohen, L",13798,,Cohen, L
73420,"Tighe, C",13799,,Tighe, C
73421,"Michener, R",13799,,Michener, R
73459,"Garfinkel, Mr",13800,,Garfinkel, Mr
73460,"Glazer, A",13800,,Glazer, A
73500,"Hubbard, Rg",13801,,Hubbard, Rg
73501,"Skinner, J",13801,,Skinner, J
73502,"Zeldes, Sp",13801,,Zeldes, Sp
73542,"Poterba, Jm",13802,,Poterba, Jm
73543,"Venti, Sf",13802,,Venti, Sf
73544,"Wise, Da",13802,,Wise, Da
73582,"Thaler, Rh",13803,,Thaler, Rh
73620,"Walstad, Wb",13804,,Walstad, Wb
73621,"Becker, We",13804,,Becker, We
73659,"Cohn, E",13805,,Cohn, E
73660,"Cohn, S",13805,,Cohn, S
73697,"Maxwell, Nl",13806,,Maxwell, Nl
73698,"Lopus, Js",13806,,Lopus, Js
73737,"Butler, Js",13807,,Butler, Js
73738,"Finegan, Ta",13807,,Finegan, Ta
73739,"Siegfried, Jj",13807,,Siegfried, Jj
73778,"Banerjee, Av",13808,,Banerjee, Av
73779,"Newman, Af",13808,,Newman, Af
73816,"Foster, Ad",13809,,Foster, Ad
73852,"Morduch, J",13810,,Morduch, J
73889,"Anand, S",13811,,Anand, S
73890,"Harris, Cj",13811,,Harris, Cj
73929,"Streeten, P",13812,,Streeten, P
73966,"Srinivasan, Tn",13813,,Srinivasan, Tn
74004,"Aturupane, H",13814,,Aturupane, H
74005,"Glewwe, P",13814,,Glewwe, P
74006,"Isenman, P",13814,,Isenman, P
74046,"Cropper, M",13815,,Cropper, M
74047,"Griffiths, C",13815,,Griffiths, C
74084,"Schultz, Tp",13816,,Schultz, Tp
74120,"Timmer, Cp",13817,,Timmer, Cp
74156,"Naughton, B",13818,,Naughton, B
74192,"Rawski, Tg",13819,,Rawski, Tg
74228,"Hussain, A",13820,,Hussain, A
74264,"Riskin, C",13821,,Riskin, C
74300,"Sahn, De",13822,,Sahn, De
74336,"Osmani, Sr",13823,,Osmani, Sr
74372,"Cornia, Ga",13824,,Cornia, Ga
74409,"Guinnane, Tw",13825,,Guinnane, Tw
74442,"Orourke, K",13826,,Orourke, K
74481,"Nozick, R",13827,,Nozick, R
74517,"Rothschild, E",13828,,Rothschild, E
74553,"Williamson, Oe",13829,,Williamson, Oe
74591,"Cosmides, L",13830,,Cosmides, L
74592,"Tooby, J",13830,,Tooby, J
74630,"Maskin, Es",13831,,Maskin, Es
74667,"Frey, Bs",13832,,Frey, Bs
74704,"Hirschman, Ao",13833,,Hirschman, Ao
74740,"Tideman, N",13834,,Tideman, N
74776,"Wolfson, Mc",13835,,Wolfson, Mc
74813,"Ravallion, M",13836,,Ravallion, M
74850,"Foster, Je",13837,,Foster, Je
74887,"Blackburn, Ml",13838,,Blackburn, Ml
74923,"Gordon, Dm",13839,,Gordon, Dm
74960,"Osterman, P",13840,,Osterman, P
74996,"Sen, A",13841,,Sen, A
75032,"Basu, K",13842,,Basu, K
75070,"Hausman, D",13843,,Hausman, D
75071,"Mcpherson, M",13843,,Mcpherson, M
