,metadata,ArticleID,index,last name,first name
536736,"Liebman, Jeffrey B.",26131,,Liebman, Jeffrey B.
536737,"Mahoney, Neale",26131,,Mahoney, Neale
536797,"Di Maggio, Marco",26132,,Di Maggio, Marco
536798,"Kermani, Amir",26132,,Kermani, Amir
536799,"Keys, Benjamin J.",26132,,Keys, Benjamin J.
536800,"Piskorski, Tomasz",26132,,Piskorski, Tomasz
536801,"Ramcharan, Rodney",26132,,Ramcharan, Rodney
536802,"Seru, Amit",26132,,Seru, Amit
536803,"Yao, Vincent",26132,,Yao, Vincent
536875,"Ottoni-Wilhelm, Mark",26133,,Ottoni-Wilhelm, Mark
536876,"Vesterlund, Lise",26133,,Vesterlund, Lise
536877,"Xie, Huan",26133,,Xie, Huan
536938,"Fajgelbaum, Pablo D.",26134,,Fajgelbaum, Pablo D.
536939,"Schaal, Edouard",26134,,Schaal, Edouard
536940,"Taschereau-Dumouchel, Mathieu",26134,,Taschereau-Dumouchel, Mathieu
536995,"Heathcote, Jonathan",26135,,Heathcote, Jonathan
536996,"Storesletten, Kjetil",26135,,Storesletten, Kjetil
536997,"Violante, Giovanni L.",26135,,Violante, Giovanni L.
537050,"Mian, Atif",26136,,Mian, Atif
537051,"Sufi, Amir",26136,,Sufi, Amir
537052,"Verner, Emil",26136,,Verner, Emil
537114,"Drechsler, Itamar",26137,,Drechsler, Itamar
537115,"Savov, Alexi",26137,,Savov, Alexi
537116,"Schnabl, Philipp",26137,,Schnabl, Philipp
537162,"Dal B'O, Ernesto",26138,,Dal B'O, Ernesto
537163,"Finan, Frederico",26138,,Finan, Frederico
537164,"Folke, Olle",26138,,Folke, Olle
537165,"Persson, Torsten",26138,,Persson, Torsten
537166,"Rickne, Johanna",26138,,Rickne, Johanna
537220,"Larcom, Shaun",26139,,Larcom, Shaun
537221,"Rauch, Ferdinand",26139,,Rauch, Ferdinand
537222,"Willems, Tim",26139,,Willems, Tim
537282,"Cho, In-Koo",26140,,Cho, In-Koo
537283,"Kasa, Kenneth",26140,,Kasa, Kenneth
537343,"Goyal, Sanjeev",26141,,Goyal, Sanjeev
537344,"Rosenkranz, Stephanie",26141,,Rosenkranz, Stephanie
537345,"Weitzel, Utz",26141,,Weitzel, Utz
537346,"Buskens, Vincent",26141,,Buskens, Vincent
537391,"De Meza, David",26142,,De Meza, David
537392,"Webb, David C.",26142,,Webb, David C.
537435,"Andrews, Isaiah",26143,,Andrews, Isaiah
537436,"Gentzkow, Matthew",26143,,Gentzkow, Matthew
537437,"Shapiro, Jesse M.",26143,,Shapiro, Jesse M.
537516,"Deming, David J.",26144,,Deming, David J.
537562,"Gopinath, Gita",26145,,Gopinath, Gita
537563,"Kalemli-Ozcan, Sebnem",26145,,Kalemli-Ozcan, Sebnem
537564,"Karabarbounis, Loukas",26145,,Karabarbounis, Loukas
537565,"Villegas-Sanchez, Carolina",26145,,Villegas-Sanchez, Carolina
537628,"Dellavigna, Stefano",26146,,Dellavigna, Stefano
537629,"Lindner, Attila",26146,,Lindner, Attila
537630,"Reizer, Balazs",26146,,Reizer, Balazs
537631,"Schmieder, Johannes F.",26146,,Schmieder, Johannes F.
537708,"Akiyama, Eizo",26147,,Akiyama, Eizo
537709,"Hanaki, Nobuyuki",26147,,Hanaki, Nobuyuki
537710,"Ishikawa, Ryuichiro",26147,,Ishikawa, Ryuichiro
537777,"Asparouhova, Elena",26148,,Asparouhova, Elena
537778,"Bossaerts, Peter",26148,,Bossaerts, Peter
537838,"Atkinson, Anthony B.",26149,,Atkinson, Anthony B.
537839,"Backus, Peter G.",26149,,Backus, Peter G.
537840,"Micklewright, John",26149,,Micklewright, John
537899,"Ausubel, Lawrence M.",26150,,Ausubel, Lawrence M.
537900,"Baranov, Oleg",26150,,Baranov, Oleg
537941,"Bao, Te",26151,,Bao, Te
537942,"Hommes, Cars",26151,,Hommes, Cars
537943,"Makarewicz, Tomasz",26151,,Makarewicz, Tomasz
538016,"Betz, Regina",26152,,Betz, Regina
538017,"Greiner, Ben",26152,,Greiner, Ben
538018,"Schweitzer, Sascha",26152,,Schweitzer, Sascha
538019,"Seifert, Stefan",26152,,Seifert, Stefan
538076,"Bjorklund, Anders",26153,,Bjorklund, Anders
538077,"Jantti, Markus",26153,,Jantti, Markus
538078,"Nybom, Martin",26153,,Nybom, Martin
538130,"Brewer, Mike",26154,,Brewer, Mike
538131,"Etheridge, Ben",26154,,Etheridge, Ben
538132,"O'Dea, Cormac",26154,,O'Dea, Cormac
538198,"Burgess, Simon",26155,,Burgess, Simon
538199,"Propper, Carol",26155,,Propper, Carol
538200,"Ratto, Marisa",26155,,Ratto, Marisa
538201,"Tominey, Emma",26155,,Tominey, Emma
538266,"Cramton, Peter",26156,,Cramton, Peter
538267,"Ockenfels, Axel",26156,,Ockenfels, Axel
538321,"Di Tillio, Alfredo",26157,,Di Tillio, Alfredo
538322,"Ottaviani, Marco",26157,,Ottaviani, Marco
538323,"Sorensen, Peter Norman",26157,,Sorensen, Peter Norman
538378,"Dohmen, Thomas",26158,,Dohmen, Thomas
538379,"Falk, Armin",26158,,Falk, Armin
538380,"Golsteyn, Bart H. H.",26158,,Golsteyn, Bart H. H.
538381,"Huffman, David",26158,,Huffman, David
538382,"Sunde, Uwe",26158,,Sunde, Uwe
538440,"Fenn, Paul",26159,,Fenn, Paul
538441,"Grembi, Veronica",26159,,Grembi, Veronica
538442,"Rickman, Neil",26159,,Rickman, Neil
538487,"Folke, Olle",26160,,Folke, Olle
538488,"Persson, Torsten",26160,,Persson, Torsten
538489,"Rickne, Johanna",26160,,Rickne, Johanna
538542,"Geys, Benny",26161,,Geys, Benny
538543,"Smith, Daniel M.",26161,,Smith, Daniel M.
538588,"Holmberg, Par",26162,,Holmberg, Par
538656,"Lin, Shengle",26163,,Lin, Shengle
538657,"Pfeiffer, Glenn",26163,,Pfeiffer, Glenn
538658,"Porter, David",26163,,Porter, David
538705,"Maniadis, Zacharias",26164,,Maniadis, Zacharias
538706,"Tufano, Fabio",26164,,Tufano, Fabio
538751,"Maniadis, Zacharias",26165,,Maniadis, Zacharias
538752,"Tufano, Fabio",26165,,Tufano, Fabio
538753,"List, John A.",26165,,List, John A.
538800,"Dix-Carneiro, Rafael",26166,,Dix-Carneiro, Rafael
538801,"Kovak, Brian K.",26166,,Kovak, Brian K.
538861,"Lemoine, Derek",26167,,Lemoine, Derek
538862,"Rudik, Ivan",26167,,Rudik, Ivan
538917,"Iaryczower, Matias",26168,,Iaryczower, Matias
538918,"Oliveros, Santiago",26168,,Oliveros, Santiago
538959,"Maggiori, Matteo",26169,,Maggiori, Matteo
539027,"Romer, Christina D.",26170,,Romer, Christina D.
539028,"Romer, David H.",26170,,Romer, David H.
539086,"Carrasco, Jose A.",26171,,Carrasco, Jose A.
539087,"Smith, Lones",26171,,Smith, Lones
539145,"Bernard, Andrew B.",26172,,Bernard, Andrew B.
539146,"Boler, Esther Ann",26172,,Boler, Esther Ann
539147,"Massari, Renzo",26172,,Massari, Renzo
539148,"Reyes, Jose-Daniel",26172,,Reyes, Jose-Daniel
539149,"Taglioni, Daria",26172,,Taglioni, Daria
539194,"Burstein, Ariel",26173,,Burstein, Ariel
539195,"Vogel, Jonathan",26173,,Vogel, Jonathan
539234,"Darden, Michael",26174,,Darden, Michael
539288,"Halac, Marina",26175,,Halac, Marina
539289,"Kartik, Navin",26175,,Kartik, Navin
539290,"Liu, Qingmin",26175,,Liu, Qingmin
539338,"Kurz, Sascha",26176,,Kurz, Sascha
539339,"Maaser, Nicola",26176,,Maaser, Nicola
539340,"Napel, Stefan",26176,,Napel, Stefan
539396,"Mas, Alexandre",26177,,Mas, Alexandre
539437,"Manning, Alan",26178,,Manning, Alan
539438,"Petrongolo, Barbara",26178,,Petrongolo, Barbara
539496,"Deschenes, Olivier",26179,,Deschenes, Olivier
539497,"Greenstone, Michael",26179,,Greenstone, Michael
539498,"Shapiro, Joseph S.",26179,,Shapiro, Joseph S.
539570,"Cruz, Cesi",26180,,Cruz, Cesi
539571,"Labonne, Julien",26180,,Labonne, Julien
539572,"Querubin, Pablo",26180,,Querubin, Pablo
539618,"Hebert, Benjamin",26181,,Hebert, Benjamin
539619,"Schreger, Jesse",26181,,Schreger, Jesse
539691,"Sedlacek, Petr",26182,,Sedlacek, Petr
539692,"Sterk, Vincent",26182,,Sterk, Vincent
539735,"Ahlfeldt, Gabriel M.",26183,,Ahlfeldt, Gabriel M.
539736,"Moeller, Kristoffer",26183,,Moeller, Kristoffer
539737,"Waights, Sevrin",26183,,Waights, Sevrin
539738,"Wendland, Nicolai",26183,,Wendland, Nicolai
539802,"Damsgaard, Erika Farnstrand",26184,,Damsgaard, Erika Farnstrand
539803,"Hjertstrand, Per",26184,,Hjertstrand, Per
539804,"Norback, Pehr-Johan",26184,,Norback, Pehr-Johan
539805,"Persson, Lars",26184,,Persson, Lars
539806,"Vasconcelos, Helder",26184,,Vasconcelos, Helder
539878,"Geys, Benny",26185,,Geys, Benny
539932,"Greve, Thomas",26186,,Greve, Thomas
539933,"Pollitt, Michael G.",26186,,Pollitt, Michael G.
539988,"Huber, Juergen",26187,,Huber, Juergen
539989,"Kirchler, Michael",26187,,Kirchler, Michael
539990,"Kleinlercher, Daniel",26187,,Kleinlercher, Daniel
539991,"Sutter, Matthias",26187,,Sutter, Matthias
540050,"Ioannidis, John P. A.",26188,,Ioannidis, John P. A.
540051,"Stanley, T. D.",26188,,Stanley, T. D.
540052,"Doucouliagos, Hristos",26188,,Doucouliagos, Hristos
540105,"Koster, Hans R. A.",26189,,Koster, Hans R. A.
540106,"Rouwendal, Jan",26189,,Rouwendal, Jan
540163,"Kwon, Soonwoo",26190,,Kwon, Soonwoo
540164,"Lee, Jihong",26190,,Lee, Jihong
540165,"Lee, Sokbae",26190,,Lee, Sokbae
540227,"Rossi, Martin A.",26191,,Rossi, Martin A.
540272,"Acemoglu, Daron",26192,,Acemoglu, Daron
540273,"Robinson, James A.",26192,,Robinson, James A.
540274,"Verdier, Thierry",26192,,Verdier, Thierry
540329,"Azmat, Ghazala",26193,,Azmat, Ghazala
540330,"Ferrer, Rosa",26193,,Ferrer, Rosa
540383,"Cho, Sungjin",26194,,Cho, Sungjin
540384,"Rust, John",26194,,Rust, John
540445,"Kim, Seong-Hoon",26195,,Kim, Seong-Hoon
540446,"Moon, Seongman",26195,,Moon, Seongman
540447,"Velasco, Carlos",26195,,Velasco, Carlos
540503,"Lockwood, Benjamin B.",26196,,Lockwood, Benjamin B.
540504,"Nathanson, Charles G.",26196,,Nathanson, Charles G.
540505,"Weyl, E. Glen",26196,,Weyl, E. Glen
540565,"Doepke, Matthias",26197,,Doepke, Matthias
540566,"Zilibotti, Fabrizio",26197,,Zilibotti, Fabrizio
540630,"Bommier, Antoine",26198,,Bommier, Antoine
540631,"Kochov, Asen",26198,,Kochov, Asen
540632,"Le Grand, Francois",26198,,Le Grand, Francois
540692,"Brumm, Johannes",26199,,Brumm, Johannes
540693,"Kryczka, Dominika",26199,,Kryczka, Dominika
540694,"Kubler, Felix",26199,,Kubler, Felix
540752,"Doepke, Matthias",26200,,Doepke, Matthias
540753,"Schneider, Martin",26200,,Schneider, Martin
540814,"Gospodinov, Nikolay",26201,,Gospodinov, Nikolay
540815,"Kan, Raymond",26201,,Kan, Raymond
540816,"Robotti, Cesare",26201,,Robotti, Cesare
540890,"Freyberger, Joachim",26202,,Freyberger, Joachim
540936,"Ergin, Haluk",26203,,Ergin, Haluk
540937,"Sonmez, Tayfun",26203,,Sonmez, Tayfun
540938,"Unver, M. Utku",26203,,Unver, M. Utku
541003,"Desmet, Klaus",26204,,Desmet, Klaus
541004,"Ortuno-Ortin, Ignacio",26204,,Ortuno-Ortin, Ignacio
541005,"Wacziarg, Romain",26204,,Wacziarg, Romain
541062,"Jayachandran, Seema",26205,,Jayachandran, Seema
541063,"Pande, Rohini",26205,,Pande, Rohini
541113,"Ljungqvist, Lars",26206,,Ljungqvist, Lars
541114,"Sargent, Thomas J.",26206,,Sargent, Thomas J.
541162,"Mylovanov, Tymofiy",26207,,Mylovanov, Tymofiy
541163,"Zapechelnyuk, Andriy",26207,,Zapechelnyuk, Andriy
541209,"Garicano, Luis",26208,,Garicano, Luis
541210,"Rayo, Luis",26208,,Rayo, Luis
541260,"Handley, Kyle",26209,,Handley, Kyle
541261,"Limao, Nuno",26209,,Limao, Nuno
541315,"Pascali, Luigi",26210,,Pascali, Luigi
541369,"Bettinger, Eric P.",26211,,Bettinger, Eric P.
541370,"Fox, Lindsay",26211,,Fox, Lindsay
541371,"Loeb, Susanna",26211,,Loeb, Susanna
541372,"Taylor, Eric S.",26211,,Taylor, Eric S.
541423,"Baillon, Aurelien",26212,,Baillon, Aurelien
541476,"Andersen, Thomas Barnebeck",26213,,Andersen, Thomas Barnebeck
541477,"Bentzen, Jeanet",26213,,Bentzen, Jeanet
541478,"Dalgaard, Carl-Johan",26213,,Dalgaard, Carl-Johan
541479,"Sharp, Paul",26213,,Sharp, Paul
541526,"Van Den Berg, Gerard J.",26214,,Van Den Berg, Gerard J.
541527,"Lundborg, Petter",26214,,Lundborg, Petter
541528,"Vikstrom, Johan",26214,,Vikstrom, Johan
541580,"Bhuller, Manudeep",26215,,Bhuller, Manudeep
541581,"Brinch, Christian N.",26215,,Brinch, Christian N.
541582,"Konigs, Sebastian",26215,,Konigs, Sebastian
541656,"Chiappori, Pierre-Andre",26216,,Chiappori, Pierre-Andre
541657,"Iyigun, Murat",26216,,Iyigun, Murat
541658,"Lafortune, Jeanne",26216,,Lafortune, Jeanne
541659,"Weiss, Yoram",26216,,Weiss, Yoram
541721,"Dinkelman, Taryn",26217,,Dinkelman, Taryn
541784,"Forni, Mario",26218,,Forni, Mario
541785,"Gambetti, Luca",26218,,Gambetti, Luca
541786,"Lippi, Marco",26218,,Lippi, Marco
541787,"Sala, Luca",26218,,Sala, Luca
541845,"Harrington, Joseph E., Jr.",26219,,Harrington, Joseph E.
541846,"Wei, Yanhao",26219,,Wei, Yanhao
541895,"Helmers, Christian",26220,,Helmers, Christian
541896,"Overman, Henry G.",26220,,Overman, Henry G.
541957,"Mailath, George J.",26221,,Mailath, George J.
541958,"Postlewaite, Andrew",26221,,Postlewaite, Andrew
541959,"Samuelson, Larry",26221,,Samuelson, Larry
542013,"Muller, Laurent",26222,,Muller, Laurent
542014,"Lacroix, Anne",26222,,Lacroix, Anne
542015,"Lusk, Jayson L.",26222,,Lusk, Jayson L.
542016,"Ruffieux, Bernard",26222,,Ruffieux, Bernard
542064,"Niemann, Stefan",26223,,Niemann, Stefan
542065,"Pichler, Paul",26223,,Pichler, Paul
542110,"Proto, Eugenio",26224,,Proto, Eugenio
542111,"Oswald, Andrew J.",26224,,Oswald, Andrew J.
542164,"Reuben, Ernesto",26225,,Reuben, Ernesto
542165,"Wiswall, Matthew",26225,,Wiswall, Matthew
542166,"Zafar, Basit",26225,,Zafar, Basit
542213,"Weber, Matthias",26226,,Weber, Matthias
542214,"Schram, Arthur",26226,,Schram, Arthur
542278,"Antras, Pol",26227,,Antras, Pol
542279,"Fort, Teresa C.",26227,,Fort, Teresa C.
542280,"Tintelnot, Felix",26227,,Tintelnot, Felix
542326,"Martin, Gregory J.",26228,,Martin, Gregory J.
542327,"Yurukoglu, Ali",26228,,Yurukoglu, Ali
542371,"Brandt, Loren",26229,,Brandt, Loren
542372,"Van Biesebroeck, Johannes",26229,,Van Biesebroeck, Johannes
542373,"Wang, Luhang",26229,,Wang, Luhang
542374,"Zhang, Yifan",26229,,Zhang, Yifan
542434,"Abdulkadiroglu, Atila",26230,,Abdulkadiroglu, Atila
542435,"Angrist, Joshua D.",26230,,Angrist, Joshua D.
542436,"Narita, Yusuke",26230,,Narita, Yusuke
542437,"Pathak, Parag A.",26230,,Pathak, Parag A.
542509,"Christensen, Timothy M.",26231,,Christensen, Timothy M.
542555,"Brumm, Johannes",26232,,Brumm, Johannes
542556,"Scheidegger, Simon",26232,,Scheidegger, Simon
542620,"Willems, Tim",26233,,Willems, Tim
542660,"Cavalcanti, Tiago V. V.",26234,,Cavalcanti, Tiago V. V.
542661,"Giannitsarou, Chryssi",26234,,Giannitsarou, Chryssi
542705,"Chen, Heng",26235,,Chen, Heng
542706,"Suen, Wing",26235,,Suen, Wing
542757,"Dustmann, Christian",26236,,Dustmann, Christian
542758,"Puhani, Patrick A.",26236,,Puhani, Patrick A.
542759,"Schoenberg, Uta",26236,,Schoenberg, Uta
542807,"Evren, Ozgur",26237,,Evren, Ozgur
542808,"Minardi, Stefania",26237,,Minardi, Stefania
542850,"Fevang, Elisabeth",26238,,Fevang, Elisabeth
542851,"Hardoy, Ines",26238,,Hardoy, Ines
542852,"Roed, Knut",26238,,Roed, Knut
542903,"De Haan, Thomas",26239,,De Haan, Thomas
542904,"Offerman, Theo",26239,,Offerman, Theo
542905,"Sloof, Randolph",26239,,Sloof, Randolph
542955,"Jedwab, Remi",26240,,Jedwab, Remi
542956,"Kerby, Edward",26240,,Kerby, Edward
542957,"Moradi, Alexander",26240,,Moradi, Alexander
543020,"Mandler, Michael",26241,,Mandler, Michael
543058,"Myatt, David P.",26242,,Myatt, David P.
543100,"Peijnenburg, Kim",26243,,Peijnenburg, Kim
543101,"Nijman, Theo",26243,,Nijman, Theo
543102,"Werker, Bas J. M.",26243,,Werker, Bas J. M.
543158,"Santos, Carlos Daniel",26244,,Santos, Carlos Daniel
543212,"Save-Soderbergh, Jenny",26245,,Save-Soderbergh, Jenny
543213,"Lindquist, Gabriella Sjogren",26245,,Lindquist, Gabriella Sjogren
543261,"Tschopp, Jeanne",26246,,Tschopp, Jeanne
543314,"Chiappori, Pierre-Andre",26247,,Chiappori, Pierre-Andre
543315,"Salanie, Bernard",26247,,Salanie, Bernard
543316,"Weiss, Yoram",26247,,Weiss, Yoram
543363,"Ollar, Mariann",26248,,Ollar, Mariann
543364,"Penta, Antonio",26248,,Penta, Antonio
543414,"Leeper, Eric M.",26249,,Leeper, Eric M.
543415,"Traum, Nora",26249,,Traum, Nora
543416,"Walker, Todd B.",26249,,Walker, Todd B.
543463,"Huang, Zhangkai",26250,,Huang, Zhangkai
543464,"Li, Lixing",26250,,Li, Lixing
543465,"Ma, Guangrong",26250,,Ma, Guangrong
543466,"Xu, Lixin Colin",26250,,Xu, Lixin Colin
543520,"Bold, Tessa",26251,,Bold, Tessa
543521,"Kaizzi, Kayuki C.",26251,,Kaizzi, Kayuki C.
543522,"Svensson, Jakob",26251,,Svensson, Jakob
543523,"Yanagizawa-Drott, David",26251,,Yanagizawa-Drott, David
543578,"Atkin, David",26252,,Atkin, David
543579,"Chaudhry, Azam",26252,,Chaudhry, Azam
543580,"Chaudry, Shamyla",26252,,Chaudry, Shamyla
543581,"Khandelwal, Amit K.",26252,,Khandelwal, Amit K.
543582,"Verhoogen, Eric",26252,,Verhoogen, Eric
543627,"Bhargava, Saurabh",26253,,Bhargava, Saurabh
543628,"Loewenstein, George",26253,,Loewenstein, George
543629,"Sydnor, Justin",26253,,Sydnor, Justin
543691,"Celerier, Claire",26254,,Celerier, Claire
543692,"Vallee, Boris",26254,,Vallee, Boris
543754,"Polborn, Mattias K.",26255,,Polborn, Mattias K.
543755,"Snyder, James M., Jr.",26255,,Snyder, James M.
543799,"Gillen, Benjamin J.",26256,,Gillen, Benjamin J.
543800,"Plott, Charles R.",26256,,Plott, Charles R.
543801,"Shum, Matthew",26256,,Shum, Matthew
543855,"Lewbel, Arthur",26257,,Lewbel, Arthur
543856,"Pendakur, Krishna",26257,,Pendakur, Krishna
543899,"Perez-Truglia, Ricardo",26258,,Perez-Truglia, Ricardo
543900,"Cruces, Guillermo",26258,,Cruces, Guillermo
543966,"Friebel, Guido",26259,,Friebel, Guido
543967,"Heinz, Matthias",26259,,Heinz, Matthias
543968,"Krueger, Miriam",26259,,Krueger, Miriam
543969,"Zubanov, Nikolay",26259,,Zubanov, Nikolay
544023,"Besley, Timothy",26260,,Besley, Timothy
544024,"Folke, Olle",26260,,Folke, Olle
544025,"Persson, Torsten",26260,,Persson, Torsten
544026,"Rickne, Johanna",26260,,Rickne, Johanna
544080,"Mckenzie, David",26261,,Mckenzie, David
544130,"Thomassen, Oyvind",26262,,Thomassen, Oyvind
544131,"Smith, Howard",26262,,Smith, Howard
544132,"Seiler, Stephan",26262,,Seiler, Stephan
544133,"Schiraldi, Pasquale",26262,,Schiraldi, Pasquale
544192,"Adam, Klaus",26263,,Adam, Klaus
544193,"Marcet, Albert",26263,,Marcet, Albert
544194,"Beutel, Johannes",26263,,Beutel, Johannes
544257,"Bertoletti, Paolo",26264,,Bertoletti, Paolo
544258,"Etro, Federico",26264,,Etro, Federico
544303,"Bonhomme, Stephane",26265,,Bonhomme, Stephane
544304,"Hospido, Laura",26265,,Hospido, Laura
544360,"Ben Zeev, Nadav",26266,,Ben Zeev, Nadav
544361,"Pappa, Evi",26266,,Pappa, Evi
544405,"Oreopoulos, Philip",26267,,Oreopoulos, Philip
544406,"Brown, Robert S.",26267,,Brown, Robert S.
544407,"Lavecchia, Adam M.",26267,,Lavecchia, Adam M.
544451,"Brinch, Christian N.",26268,,Brinch, Christian N.
544452,"Mogstad, Magne",26268,,Mogstad, Magne
544453,"Wiswall, Matthew",26268,,Wiswall, Matthew
544497,"Feenstra, Robert C.",26269,,Feenstra, Robert C.
544498,"Weinstein, David E.",26269,,Weinstein, David E.
544548,"Nilsson, J. Peter",26270,,Nilsson, J. Peter
544606,"Goldschmidt, Deborah",26271,,Goldschmidt, Deborah
544607,"Schmieder, Johannes F.",26271,,Schmieder, Johannes F.
544666,"Glover, Dylan",26272,,Glover, Dylan
544667,"Pallais, Amanda",26272,,Pallais, Amanda
544668,"Pariente, William",26272,,Pariente, William
544727,"Brot-Goldberg, Zarek C.",26273,,Brot-Goldberg, Zarek C.
544728,"Chandra, Amitabh",26273,,Chandra, Amitabh
544729,"Handel, Benjamin R.",26273,,Handel, Benjamin R.
544730,"Kolstad, Jonathan T.",26273,,Kolstad, Jonathan T.
544775,"Lopez-Salido, David",26274,,Lopez-Salido, David
544776,"Stein, Jeremy C.",26274,,Stein, Jeremy C.
544777,"Zakrajsek, Egon",26274,,Zakrajsek, Egon
544822,"Guerrieri, Veronica",26275,,Guerrieri, Veronica
544823,"Lorenzoni, Guido",26275,,Lorenzoni, Guido
544878,"Graham, Bryan S.",26276,,Graham, Bryan S.
544954,"Konig, Michael D.",26277,,Konig, Michael D.
544955,"Rohner, Dominic",26277,,Rohner, Dominic
544956,"Thoenig, Mathias",26277,,Thoenig, Mathias
544957,"Zilibotti, Fabrizio",26277,,Zilibotti, Fabrizio
545032,"Jacod, Jean",26278,,Jacod, Jean
545033,"Li, Yingying",26278,,Li, Yingying
545034,"Zheng, Xinghua",26278,,Zheng, Xinghua
545091,"Kubler, Felix",26279,,Kubler, Felix
545092,"Polemarchakis, Herakles",26279,,Polemarchakis, Herakles
545138,"Chew, Soo Hong",26280,,Chew, Soo Hong
545139,"Miao, Bin",26280,,Miao, Bin
545140,"Zhong, Songfa",26280,,Zhong, Songfa
545209,"Piacquadio, Paolo Giovanni",26281,,Piacquadio, Paolo Giovanni
545264,"Honore, Bo E.",26282,,Honore, Bo E.
545265,"Hu, Luojia",26282,,Hu, Luojia
545322,"Chetverikov, Denis",26283,,Chetverikov, Denis
545323,"Wilhelm, Daniel",26283,,Wilhelm, Daniel
545383,"Holmstrom, Bengt",26284,,Holmstrom, Bengt
545422,"Hendren, Nathaniel",26285,,Hendren, Nathaniel
545476,"Sieg, Holger",26286,,Sieg, Holger
545477,"Yoon, Chamna",26286,,Yoon, Chamna
545535,"Moretti, Enrico",26287,,Moretti, Enrico
545536,"Wilson, Daniel J.",26287,,Wilson, Daniel J.
545590,"Frydman, Carola",26288,,Frydman, Carola
545591,"Hilt, Eric",26288,,Hilt, Eric
545637,"Gust, Christopher",26289,,Gust, Christopher
545638,"Herbst, Edward",26289,,Herbst, Edward
545639,"Lopez-Salido, David",26289,,Lopez-Salido, David
545640,"Smith, Matthew E.",26289,,Smith, Matthew E.
545683,"Roesler, Anne-Katrin",26290,,Roesler, Anne-Katrin
545684,"Szentes, Balazs",26290,,Szentes, Balazs
545733,"Mueller, Andreas I.",26291,,Mueller, Andreas I.
545799,"Martin, Philippe",26292,,Martin, Philippe
545800,"Philippon, Thomas",26292,,Philippon, Thomas
545860,"Asriyan, Vladimir",26293,,Asriyan, Vladimir
545861,"Fuchs, William",26293,,Fuchs, William
545862,"Green, Brett",26293,,Green, Brett
545933,"Bedre-Defolie, Ozlem",26294,,Bedre-Defolie, Ozlem
545934,"Biglaiser, Gary",26294,,Biglaiser, Gary
545977,"Lowes, Sara",26295,,Lowes, Sara
545978,"Nunn, Nathan",26295,,Nunn, Nathan
545979,"Robinson, James A.",26295,,Robinson, James A.
545980,"Weigel, Jonathan L.",26295,,Weigel, Jonathan L.
546045,"Galperti, Simone",26296,,Galperti, Simone
546046,"Strulovici, Bruno",26296,,Strulovici, Bruno
546114,"Aldashev, Gani",26297,,Aldashev, Gani
546115,"Kirchsteiger, Georg",26297,,Kirchsteiger, Georg
546116,"Sebald, Alexander",26297,,Sebald, Alexander
546170,"Andersen, Torben M.",26298,,Andersen, Torben M.
546171,"Bhattacharya, Joydeep",26298,,Bhattacharya, Joydeep
546221,"Corno, Lucia",26299,,Corno, Lucia
546281,"Dagher, Jihad",26300,,Dagher, Jihad
546282,"Fu, Ning",26300,,Fu, Ning
546325,"Goux, Dominique",26301,,Goux, Dominique
546326,"Gurgand, Marc",26301,,Gurgand, Marc
546327,"Maurin, Eric",26301,,Maurin, Eric
546379,"Guala, Francesco",26302,,Guala, Francesco
546380,"Filippin, Antonio",26302,,Filippin, Antonio
546432,"Kamei, Kenju",26303,,Kamei, Kenju
546433,"Putterman, Louis",26303,,Putterman, Louis
546484,"Landerso, Rasmus",26304,,Landerso, Rasmus
546485,"Nielsen, Helena Skyt",26304,,Nielsen, Helena Skyt
546486,"Simonsen, Marianne",26304,,Simonsen, Marianne
546540,"Mitra, Anirban",26305,,Mitra, Anirban
546541,"Mitra, Shabana",26305,,Mitra, Shabana
546601,"Osotimehin, Sophie",26306,,Osotimehin, Sophie
546602,"Pappada, Francesco",26306,,Pappada, Francesco
546658,"Pavoni, Nicola",26307,,Pavoni, Nicola
546659,"Yazici, Hakki",26307,,Yazici, Hakki
546711,"Hornbeck, Richard",26308,,Hornbeck, Richard
546712,"Keniston, Daniel",26308,,Keniston, Daniel
546775,"Lauermann, Stephan",26309,,Lauermann, Stephan
546776,"Wolinsky, Asher",26309,,Wolinsky, Asher
546825,"Kleiner, Andreas",26310,,Kleiner, Andreas
546826,"Moldovanu, Benny",26310,,Moldovanu, Benny
546877,"Cherchye, Laurens",26311,,Cherchye, Laurens
546878,"Demuynck, Thomas",26311,,Demuynck, Thomas
546879,"De Rock, Bram",26311,,De Rock, Bram
546880,"Vermeulen, Frederic",26311,,Vermeulen, Frederic
546948,"Andrabi, Tahir",26312,,Andrabi, Tahir
546949,"Das, Jishnu",26312,,Das, Jishnu
546950,"Khwaja, Asim Ijaz",26312,,Khwaja, Asim Ijaz
547014,"Lundborg, Petter",26313,,Lundborg, Petter
547015,"Plug, Erik",26313,,Plug, Erik
547016,"Rasmussen, Astrid Wurtz",26313,,Rasmussen, Astrid Wurtz
547071,"Bekaert, Geert",26314,,Bekaert, Geert
547072,"Engstrom, Eric",26314,,Engstrom, Eric
547115,"Cestau, Dario",26315,,Cestau, Dario
547116,"Epple, Dennis",26315,,Epple, Dennis
547117,"Sieg, Holger",26315,,Sieg, Holger
547173,"Igami, Mitsuru",26316,,Igami, Mitsuru
547213,"Passarelli, Francesco",26317,,Passarelli, Francesco
547214,"Tabellini, Guido",26317,,Tabellini, Guido
