"Thaler, Richard H.",Richard H. Thaler,Richard H. Thaler,Male
"Hemming, R",R Hemming,Richard Hemming,Male
"Holden, Richard",Richard Holden,Richard Holden,Male
"Hornbeck, Richard",Richard Hornbeck,Richard Hornbeck,Male
"Hornbeck, Richard",Richard Hornbeck,Richard Hornbeck,Male
"Arnott, Rj",Rj Arnott,Richard J. Arnott,Male
"Green, Rj",Rj Green,Richard J. Green,Male
"Murnane, Rj",Rj Murnane,Richard J. Murnane,Male
"Smith, R",R Smith,Richard J. Smith,Male
"Smith, Rj",Rj Smith,Richard J. Smith,Male
"Zeckhauser, R",R Zeckhauser,Richard J. Zeckhauser,Male
"Zeckhauser, Rj",Rj Zeckhauser,Richard J. Zeckhauser,Male
"Jensen, R",R Jensen,Richard Jensen,Male
"Lyons, Rk",Rk Lyons,Richard K. Lyons,Male
"Layard, R",R Layard,Richard Layard,Male
"Layard, Richard",Richard Layard,Richard Layard,Male
"Layard, Richard",Richard Layard,Richard Layard,Male
"Alt, Richard M.",Richard M. Alt,Richard M. Alt,Male
"Cyert, R. M.",R. M. Cyert,Richard M. Cyert,Male
"Cyert, Rm",Rm Cyert,Richard M. Cyert,Male
"Goodwin, R. M.",R. M. Goodwin,Richard M. Goodwin,Male
"Goodwin, Richard M.",Richard M. Goodwin,Richard M. Goodwin,Male
"Goodwin, Rm",Rm Goodwin,Richard M. Goodwin,Male
"Goodwin, Richard M.",Richard M. Goodwin,Richard M. Goodwin,Male
"Young, Rm",Rm Young,Richard M. Young,Male
"Manning, R",R Manning,Richard Manning,Male
"Cooper, Rn",Rn Cooper,Richard N. Cooper,Male
"Rosett, Rn",Rn Rosett,Richard N. Rosett,Male
"Beil, Ro",Ro Beil,Richard O. Beil,Male
"Portes, R",R Portes,Richard Portes,Male
"Portes, Rd",Rd Portes,Richard Portes,Male
"Nelson, Rr",Rr Nelson,Richard R. Nelson,Male
"Brooks, R",R Brooks,Richard R. W. Brooks,Male
"West, Rr",Rr West,Richard R. West,Male
"Rogerson, R",R Rogerson,Richard Rogerson,Male
"Rogerson, Richard",Richard Rogerson,Richard Rogerson,Male
"Rogerson, Richard",Richard Rogerson,Richard Rogerson,Male
"Roll, R",R Roll,Richard Roll,Male
"Roll, Richard",Richard Roll,Richard Roll,Male
"Roll, Richard",Richard Roll,Richard Roll,Male
"Romano, Richard",Richard Romano,Richard Romano,Male
"Grossman, Rs",Rs Grossman,Richard S. Grossman,Male
"Schmalensee, R",R Schmalensee,Richard Schmalensee,Male
"Startz, R",R Startz,Richard Startz,Male
"Stone, R",R Stone,Richard Stone,Male
"Stone, Richard",Richard Stone,Richard Stone,Male
"Stone, Richard",Richard Stone,Richard Stone,Male
"Sutch, R",R Sutch,Richard Sutch,Male
"Holden, Richard",Richard Holden,Richard T. Holden,Male
"Burkhauser, Rv",Rv Burkhauser,Richard V. Burkhauser,Male
"Gilbert, Richard V.",Richard V. Gilbert,Richard V. Gilbert,Male
"Blundell, R",R Blundell,Richard W. Blundell,Male
"Blundell, Richard",Richard Blundell,Richard W. Blundell,Male
"Parks, Rw",Rw Parks,Richard W. Parks,Male
"Oikonomou, Rigas",Rigas Oikonomou,Rigas Oikonomou,Male
"Becker, Ra",Ra Becker,Robert A. Becker,Male
"Driskill, R",R Driskill,Robert A. Driskill,Male
"Gordon, Robert A.",Robert A. Gordon,Robert A. Gordon,Male
"Hart, Robert A.",Robert A. Hart,Robert A. Hart,Male
"Jones, Ra",Ra Jones,Robert A. Jones,Male
"Margo, Ra",Ra Margo,Robert A. Margo,Male
"Meyer, Ra",Ra Meyer,Robert A. Meyer,Male
"Miller, Ra",Ra Miller,Robert A. Miller,Male
"Mundell, R",R Mundell,Robert A. Mundell,Male
"Mundell, Ra",Ra Mundell,Robert A. Mundell,Male
"Pollak, Ra",Ra Pollak,Robert A. Pollak,Male
"Schwartz, Ra",Ra Schwartz,Robert A. Schwartz,Male
"Young, Ra",Ra Young,Robert A. Young,Male
"Axtell, R",R Axtell,Robert Axtell,Male
"Ayanian, R",R Ayanian,Robert Ayanian,Male
"Allen, Rc",Rc Allen,Robert C. Allen,Male
"Allen, Robert C.",Robert C. Allen,Robert C. Allen,Male
"Allen, Robert C.",Robert C. Allen,Robert C. Allen,Male
"Feenstra, R",R Feenstra,Robert C. Feenstra,Male
"Feenstra, Rc",Rc Feenstra,Robert C. Feenstra,Male
"Feenstra, Robert C.",Robert C. Feenstra,Robert C. Feenstra,Male
"Feenstra, Robert C.",Robert C. Feenstra,Robert C. Feenstra,Male
"Merton, Rc",Rc Merton,Robert C. Merton,Male
"Clark, Robert",Robert Clark,Robert Clark,Male
"Tollison, R",R Tollison,Robert D. Tollison,Male
"Tollison, Rd",Rd Tollison,Robert D. Tollison,Male
"Tollison, Robert D.",Robert D. Tollison,Robert D. Tollison,Male
"Tollison, Robert D.",Robert D. Tollison,Robert D. Tollison,Male
"Willig, Rd",Rd Willig,Robert D. Willig,Male
"Dorfman, R",R Dorfman,Robert Dorfman,Male
"Dorfman, Robert",Robert Dorfman,Robert Dorfman,Male
"Dorfman, Robert",Robert Dorfman,Robert Dorfman,Male
"Lucas, Re",Re Lucas,Robert E. B. Lucas,Male
"Lucas, Robert E., Jr.",Robert E. Lucas,Robert E. B. Lucas,Male
"Baldwin, Robert E.",Robert E. Baldwin,Robert E. Baldwin,Male
"Cumby, Re",Re Cumby,Robert E. Cumby,Male
"Evenson, Re",Re Evenson,Robert E. Evenson,Male
"Hall, Re",Re Hall,Robert E. Hall,Male
"Hall, Robert E.",Robert E. Hall,Robert E. Hall,Male
"Hall, Robert E.",Robert E. Hall,Robert E. Hall,Male
"Lucas, Robert E., Jr.",Robert E. Lucas,Robert E. Lucas,Male
"Verrecchia, Re",Re Verrecchia,Robert E. Verrecchia,Male
"Weintraub, Robert E.",Robert E. Weintraub,Robert E. Weintraub,Male
"Eisner, R",R Eisner,Robert Eisner,Male
"Eisner, R.",R. Eisner,Robert Eisner,Male
"Eisner, Robert",Robert Eisner,Robert Eisner,Male
"Eisner, Robert",Robert Eisner,Robert Eisner,Male
"Evans, R",R Evans,Robert Evans,Male
"Evans, Ra",Ra Evans,Robert Evans,Male
"Engle, R",R Engle,Robert F. Engle,Male
"Engle, Rf",Rf Engle,Robert F. Engle,Male
"Schoeni, Rf",Rf Schoeni,Robert F. Schoeni,Male
"Forsythe, R",R Forsythe,Robert Forsythe,Male
"Chambers, R",R Chambers,Robert G. Chambers,Male
"Chambers, Rg",Rg Chambers,Robert G. Chambers,Male
"King, Rg",Rg King,Robert G. King,Male
"Spiegelman, Rg",Rg Spiegelman,Robert G. Spiegelman,Male
"Gibbons, R",R Gibbons,Robert Gibbons,Male
"Gold, Rb",Rb Gold,Robert Gold,Male
"Gordon, Robert",Robert Gordon,Robert Gordon,Male
"Frank, Rh",Rh Frank,Robert H. Frank,Male
"Porter, Rh",Rh Porter,Robert H. Porter,Male
"Strotz, R. H.",R. H. Strotz,Robert H. Strotz,Male
"Strotz, Rh",Rh Strotz,Robert H. Strotz,Male
"Strotz, Robert H.",Robert H. Strotz,Robert H. Strotz,Male
"Strotz, Robert H.",Robert H. Strotz,Robert H. Strotz,Male
"Topel, R",R Topel,Robert H. Topel,Male
"Topel, Rh",Rh Topel,Robert H. Topel,Male
"Topel, Robert H.",Robert H. Topel,Robert H. Topel,Male
"Topel, Robert H.",Robert H. Topel,Robert H. Topel,Male
"Higgs, R",R Higgs,Robert Higgs,Male
"Lerman, Ri",Ri Lerman,Robert I. Lerman,Male
"Innes, R",R Innes,Robert Innes,Male
"Barro, Rj",Rj Barro,Robert J. Barro,Male
"Barro, Robert J.",Robert J. Barro,Robert J. Barro,Male
"Barro, Robert J.",Robert J. Barro,Robert J. Barro,Male
"Gordon, Rj",Rj Gordon,Robert J. Gordon,Male
"Gordon, Robert J.",Robert J. Gordon,Robert J. Gordon,Male
"Gordon, Robert J.",Robert J. Gordon,Robert J. Gordon,Male
"Hodrick, Rj",Rj Hodrick,Robert J. Hodrick,Male
"Mackay, Rj",Rj Mackay,Robert J. Mackay,Male
"Myers, Robert J.",Robert J. Myers,Robert J. Myers,Male
"Oxoby, Rj",Rj Oxoby,Robert J. Oxoby,Male
"Rosenthal, Robert J.",Robert J. Rosenthal,Robert J. Rosenthal,Male
"Shiller, Rj",Rj Shiller,Robert J. Shiller,Male
"Shiller, Robert J.",Robert J. Shiller,Robert J. Shiller,Male
"Shiller, Robert J.",Robert J. Shiller,Robert J. Shiller,Male
"Town, R",R Town,Robert J. Town,Male
"Town, Robert J.",Robert J. Town,Robert J. Town,Male
"Town, Robert J.",Robert J. Town,Robert J. Town,Male
"Waldmann, Rj",Rj Waldmann,Robert J. Waldmann,Male
"Willis, Rj",Rj Willis,Robert J. Willis,Male
"Willis, Robert",Robert Willis,Robert J. Willis,Male
"Jensen, Robert",Robert Jensen,Robert Jensen,Male
"Basmann, R. L.",R. L. Basmann,Robert L. Basmann,Male
"Basmann, Rl",Rl Basmann,Robert L. Basmann,Male
"Bishop, Rl",Rl Bishop,Robert L. Bishop,Male
"Bishop, Robert L.",Robert L. Bishop,Robert L. Bishop,Male
"Bishop, Robert L.",Robert L. Bishop,Robert L. Bishop,Male
"Clark, Rl",Rl Clark,Robert L. Clark,Male
"Clark, Robert",Robert Clark,Robert L. Clark,Male
"Clark, Robert L.",Robert L. Clark,Robert L. Clark,Male
"Clark, Robert L.",Robert L. Clark,Robert L. Clark,Male
"Crouch, Rl",Rl Crouch,Robert L. Crouch,Male
"Graves, Rl",Rl Graves,Robert L. Graves,Male
"Moore, Rl",Rl Moore,Robert L. Moore,Male
"Lensink, R",R Lensink,Robert Lensink,Male
"Lensink, Robert",Robert Lensink,Robert Lensink,Male
"Lensink, Robert",Robert Lensink,Robert Lensink,Male
"Anderson, Rm",Rm Anderson,Robert M. Anderson,Male
"Costrell, Rm",Rm Costrell,Robert M. Costrell,Male
"Schwab, Rm",Rm Schwab,Robert M. Schwab,Male
"Solow, Rm",Rm Solow,Robert M. Solow,Male
"Solow, Robert",Robert Solow,Robert M. Solow,Male
"Solow, Robert M.",Robert M. Solow,Robert M. Solow,Male
"Solow, Robert M.",Robert M. Solow,Robert M. Solow,Male
"Stern, Rm",Rm Stern,Robert M. Stern,Male
"Townsend, Rm",Rm Townsend,Robert M. Townsend,Male
"Townsend, Robert",Robert Townsend,Robert M. Townsend,Male
"Townsend, Robert M.",Robert M. Townsend,Robert M. Townsend,Male
"Townsend, Robert M.",Robert M. Townsend,Robert M. Townsend,Male
"Mendelsohn, R",R Mendelsohn,Robert Mendelsohn,Male
"Mendelsohn, Robert",Robert Mendelsohn,Robert Mendelsohn,Male
"Mendelsohn, Robert",Robert Mendelsohn,Robert Mendelsohn,Male
"Moffitt, R",R Moffitt,Robert Moffitt,Male
"Moffitt, Ra",Ra Moffitt,Robert Moffitt,Male
"Moffitt, Robert",Robert Moffitt,Robert Moffitt,Male
"Moffitt, Robert",Robert Moffitt,Robert Moffitt,Male
"Stavins, Rn",Rn Stavins,Robert N. Stavins,Male
"Stavins, Robert N.",Robert N. Stavins,Robert N. Stavins,Male
"Stavins, Robert N.",Robert N. Stavins,Robert N. Stavins,Male
"Flood, Rp",Rp Flood,Robert P. Flood,Male
"Strauss, Rp",Rp Strauss,Robert P. Strauss,Male
"Porter, Robert",Robert Porter,Robert Porter,Male
"Holbrook, R",R Holbrook,Robert S. Holbrook,Male
"Holbrook, Rs",Rs Holbrook,Robert S. Holbrook,Male
"Pindyck, Rs",Rs Pindyck,Robert S. Pindyck,Male
"Smith, Robert S.",Robert S. Smith,Robert S. Smith,Male
"Smith, Robert Sidney",Robert Sidney Smith,Robert S. Smith,Male
"Smith, Rs",Rs Smith,Robert S. Smith,Male
"Smith, Robert S.",Robert S. Smith,Robert S. Smith,Male
"Shimer, Robert",Robert Shimer,Robert Shimer,Male
"Shimer, Robert",Robert Shimer,Robert Shimer,Male
"Smith, Robert Sidney",Robert Sidney Smith,Robert Sidney Smith,Male
"Solow, Robert",Robert Solow,Robert Solow,Male
"Sugden, R",R Sugden,Robert Sugden,Male
"Sugden, Robert",Robert Sugden,Robert Sugden,Male
"Sugden, Robert",Robert Sugden,Robert Sugden,Male
"Summers, R",R Summers,Robert Summers,Male
"Deacon, R",R Deacon,Robert T. Deacon,Male
"Deacon, Rt",Rt Deacon,Robert T. Deacon,Male
"Jensen, R",R Jensen,Robert T. Jensen,Male
"Michael, Rt",Rt Michael,Robert T. Michael,Male
"Masson, Rt",Rt Masson,Robert Tempest Masson,Male
"Townsend, Robert",Robert Townsend,Robert Townsend,Male
"Eagly, Rv",Rv Eagly,Robert V. Eagly,Male
"Vishny, Robert",Robert Vishny,Robert Vishny,Male
"Adams, Robert W.",Robert W. Adams,Robert W. Adams,Male
"Clower, R",R Clower,Robert W. Clower,Male
"Clower, R. W.",R. W. Clower,Robert W. Clower,Male
"Clower, Robert W.",Robert W. Clower,Robert W. Clower,Male
"Clower, Rw",Rw Clower,Robert W. Clower,Male
"Clower, Robert W.",Robert W. Clower,Robert W. Clower,Male
"Fairlie, Robert W.",Robert W. Fairlie,Robert W. Fairlie,Male
"Fairlie, Rw",Rw Fairlie,Robert W. Fairlie,Male
"Fairlie, Robert W.",Robert W. Fairlie,Robert W. Fairlie,Male
"Hahn, Rw",Rw Hahn,Robert W. Hahn,Male
"Hartman, R",R Hartman,Robert W. Hartman,Male
"Helsley, Rw",Rw Helsley,Robert W. Helsley,Male
"Rosenthal, Rw",Rw Rosenthal,Robert W. Rosenthal,Male
"Staiger, Rw",Rw Staiger,Robert W. Staiger,Male
"Vishny, R",R Vishny,Robert W. Vishny,Male
"Vishny, Robert",Robert Vishny,Robert W. Vishny,Male
"Vishny, Robert W.",Robert W. Vishny,Robert W. Vishny,Male
"Vishny, Rw",Rw Vishny,Robert W. Vishny,Male
"Vishny, Robert W.",Robert W. Vishny,Robert W. Vishny,Male
"Weintraub, Robert E.",Robert E. Weintraub,Robert Weintraub,Male
"Willis, Robert",Robert Willis,Robert Willis,Male
"Wilson, Ra",Ra Wilson,Robert Wilson,Male
"Wright, Ra",Ra Wright,Robert Wright,Male
"Aliber, Rz",Rz Aliber,Robert Z. Aliber,Male
"Weber, Roberto A.",Roberto A. Weber,Roberto A. Weber,Male
"Weber, Roberto A.",Roberto A. Weber,Roberto A. Weber,Male
"Chang, R",R Chang,Roberto Chang,Male
"Galbiati, Roberto",Roberto Galbiati,Roberto Galbiati,Male
"Galbiati, Roberto",Roberto Galbiati,Roberto Galbiati,Male
"Perotti, R",R Perotti,Roberto Perotti,Male
"Perotti, Roberto",Roberto Perotti,Roberto Perotti,Male
"Perotti, Roberto",Roberto Perotti,Roberto Perotti,Male
"Serrano, R",R Serrano,Roberto Serrano,Male
"Serrano, Roberto",Roberto Serrano,Roberto Serrano,Male
"Serrano, Roberto",Roberto Serrano,Roberto Serrano,Male
"Barlow, R",R Barlow,Robin Barlow,Male
"Barlow, Robin",Robin Barlow,Robin Barlow,Male
"Boadway, R",R Boadway,Robin Boadway,Male
"Boadway, Rw",Rw Boadway,Robin Boadway,Male
"Burgess, R",R Burgess,Robin Burgess,Male
"Burgess, Robin",Robin Burgess,Robin Burgess,Male
"Sickles, R",R Sickles,Robin C. Sickles,Male
"Sickles, Rc",Rc Sickles,Robin C. Sickles,Male
"Cross, R",R Cross,Robin Cross,Male
"Greenwood, Robin",Robin Greenwood,Robin Greenwood,Male
"Court, Rh",Rh Court,Robin H. Court,Male
"Lumsdaine, Rl",Rl Lumsdaine,Robin L. Lumsdaine,Female
"Lumsdaine, Robin L.",Robin L. Lumsdaine,Robin L. Lumsdaine,Female
"Naylor, R",R Naylor,Robin Naylor,Male
"Naylor, Robin",Robin Naylor,Robin Naylor,Male
"Cubitt, Rp",Rp Cubitt,Robin P. Cubitt,Male
"Lee, Robin S.",Robin S. Lee,Robin S. Lee,Male
"Macchiavello, Rocco",Rocco Macchiavello,Rocco Macchiavello,Male
"Falvey, R",R Falvey,Rodney E. Falvey,Male
"Falvey, Re",Re Falvey,Rodney E. Falvey,Male
"Fort, R",R Fort,Rodney Fort,Male
"Jacobs, Rl",Rl Jacobs,Rodney L. Jacobs,Male
"Ramcharan, Rodney",Rodney Ramcharan,Rodney Ramcharan,Male
"Manuelli, Re",Re Manuelli,Rodolfo E. Manuelli,Male
"Manuelli, Rodolfo",Rodolfo Manuelli,Rodolfo E. Manuelli,Male
"Ferreira, Rd",Rd Ferreira,Rodolphe Dos Santos Ferreira,Male
"Pinto, Rodrigo",Rodrigo Pinto,Rodrigo Pinto,Male
"Myerson, Roger",Roger Myerson,Roger B. Myerson,Male
"Myerson, Roger B.",Roger B. Myerson,Roger B. Myerson,Male
"Myerson, Roger B.",Roger B. Myerson,Roger B. Myerson,Male
"Betancourt, Rr",Rr Betancourt,Roger Betancourt,Male
"Kormendi, Rc",Rc Kormendi,Roger C. Kormendi,Male
"Farmer, Rea",Rea Farmer,Roger E. A. Farmer,Male
"Farmer, Roger E. A.",Roger E. A. Farmer,Roger E. A. Farmer,Male
"Farmer, Roger E. A.",Roger E. A. Farmer,Roger E. A. Farmer,Male
"Guesnerie, R",R Guesnerie,Roger Guesnerie,Male
"Guesnerie, Roger",Roger Guesnerie,Roger Guesnerie,Male
"Guesnerie, Roger",Roger Guesnerie,Roger Guesnerie,Male
"Gordon, Rh",Rh Gordon,Roger H. Gordon,Male
"Bowden, Rj",Rj Bowden,Roger J. Bowden,Male
"Ransom, Rl",Rl Ransom,Roger L. Ransom,Male
"Lagunoff, R",R Lagunoff,Roger Lagunoff,Male
"Myerson, Roger",Roger Myerson,Roger Myerson,Male
"Waud, Rn",Rn Waud,Roger N. Waud,Male
"Sherman, R",R Sherman,Roger Sherman,Male
"Sherman, Roger",Roger Sherman,Roger Sherman,Male
"Sherman, Roger",Roger Sherman,Roger Sherman,Male
"Klein, R",R Klein,Roger W. Klein,Male
"Klein, Rw",Rw Klein,Roger W. Klein,Male
"Pitchford, R",R Pitchford,Rohan Pitchford,Male
"Pande, R",R Pande,Rohini Pande,Female
"Pande, Rohini",Rohini Pande,Rohini Pande,Female
"Brandis, Buford",Buford Brandis,Roland Buford Brandis,Male
"Pongou, Roland",Roland Pongou,Roland Pongou,Male
"Rathelot, Roland",Roland Rathelot,Roland Rathelot,Male
"Straub, Roland",Roland Straub,Roland Straub,Male
"Strausz, Roland",Roland Strausz,Roland Strausz,Male
"Park, Re",Re Park,Rolla Edward Park,Male
"Gauriot, Romain",Romain Gauriot,Romain Gauriot,Male
"Wacziarg, R",R Wacziarg,Romain Wacziarg,Male
"Wacziarg, Romain",Romain Wacziarg,Romain Wacziarg,Male
"Frydman, R",R Frydman,Roman Frydman,Male
"Inderst, R",R Inderst,Roman Inderst,Male
"Inderst, Roman",Roman Inderst,Roman Inderst,Male
"Jarmin, Ron",Ron Jarmin,Ron Jarmin,Male
"Jarmin, Ron S.",Ron S. Jarmin,Ron Jarmin,Male
"Siegel, Ron",Ron Siegel,Ron Siegel,Male
"Britto, R",R Britto,Ronald Britto,Male
"Fischer, R",R Fischer,Ronald D. Fischer,Male
"Findlay, R",R Findlay,Ronald Findlay,Male
"Bodkin, R",R Bodkin,Ronald G. Bodkin,Male
"Cummings, R",R Cummings,Ronald G. Cummings,Male
"Cummings, Rg",Rg Cummings,Ronald G. Cummings,Male
"Ehrenberg, Rg",Rg Ehrenberg,Ronald G. Ehrenberg,Male
"Balvers, Rj",Rj Balvers,Ronald J. Balvers,Male
"Oaxaca, R",R Oaxaca,Ronald L. Oaxaca,Male
"Oaxaca, Rl",Rl Oaxaca,Ronald L. Oaxaca,Male
"Teigen, Rl",Rl Teigen,Ronald L. Teigen,Male
"Johnson, Rn",Rn Johnson,Ronald N. Johnson,Male
"Soligo, R",R Soligo,Ronald Soligo,Male
"Anderson, Rw",Rw Anderson,Ronald W. Anderson,Male
"Jones, Rw",Rw Jones,Ronald W. Jones,Male
"Michener, R",R Michener,Ronald W. Michener,Male
"Shephard, Ronald W.",Ronald W. Shephard,Ronald W. Shephard,Male
"Wintrobe, R",R Wintrobe,Ronald Wintrobe,Male
"Hosseini, Roozbeh",Roozbeh Hosseini,Roozbeh Hosseini,Male
"Ferrer, Rosa",Rosa Ferrer,Rosa Ferrer,Female
"Pacula, Rl",Rl Pacula,Rosalie Liccardo Pacula,Female
"Altshuler, R",R Altshuler,Rosanne Altshuler,Female
"Nagel, R",R Nagel,Rosemarie Nagel,Female
"Milbourne, R",R Milbourne,Ross D. Milbourne,Male
"Milbourne, Rd",Rd Milbourne,Ross D. Milbourne,Male
"Levine, R",R Levine,Ross Levine,Male
"Levine, Ross",Ross Levine,Ross Levine,Male
"Miller, Rm",Rm Miller,Ross M. Miller,Male
"Starr, Rm",Rm Starr,Ross M. Starr,Male
"Pecchenino, R",R Pecchenino,Rowena A. Pecchenino,Female
"Pecchenino, Ra",Ra Pecchenino,Rowena A. Pecchenino,Female
"Gardner, R",R Gardner,Roy Gardner,Male
"Ruffin, Rj",Rj Ruffin,Roy J. Ruffin,Male
"Radner, R",R Radner,Roy Radner,Male
"Saposnik, R",R Saposnik,Rubin Saposnik,Male
"Dornbusch, R",R Dornbusch,Rudiger Dornbusch,Male
"Kerschbamer, Rudolf",Rudolf Kerschbamer,Rudolf Kerschbamer,Male
"Bems, Rudolfs",Rudolfs Bems,Rudolfs Bems,Male
"Blitz, Rc",Rc Blitz,Rudolph C. Blitz,Male
"Harrison, R",R Harrison,Rupert Harrison,Male
"Harrison, Rupert",Rupert Harrison,Rupert Harrison,Male
"Wang, Ruqu",Ruqu Wang,Ruqu Wang,Male
"Wermers, Russ",Russ Wermers,Russ Wermers,Male
"Cooper, Russell",Russell Cooper,Russell Cooper,Male
"Davidson, R",R Davidson,Russell Davidson,Male
"Settle, Rf",Rf Settle,Russell F. Settle,Male
"Thompson, R",R Thompson,Russell G. Thompson,Male
"Boyer, R",R Boyer,Russell S. Boyer,Male
"Boyer, Rs",Rs Boyer,Russell S. Boyer,Male
"Sobel, Rs",Rs Sobel,Russell S. Sobel,Male
"Uhler, Rs",Rs Uhler,Russell S. Uhler,Male
"Kellogg, Ryan",Ryan Kellogg,Ryan Kellogg,Male
"Oprea, Ryan",Ryan Oprea,Ryan Oprea,Male
"Iijima, Ryota",Ryota Iijima,Ryota Iijima,Male
"Sato, R",R Sato,Ryuzo Sato,Male
"Aruoba, S. Boragan",S. Boragan Aruoba,S Borağan Aruoba,Male
"Tsiang, S. C.",S. C. Tsiang,S. C. Tsiang,Male
"Tsiang, Sc",Sc Tsiang,S. C. Tsiang,Male
"Jacobsen, Se",Se Jacobsen,S. E. Jacobsen,Male
"Pudney, S",S Pudney,S. E. Pudney,Male
"Pudney, Se",Se Pudney,S. E. Pudney,Male
"Kanbur, Smr",Smr Kanbur,S. M. Ravi Kanbur,Male
"Ali, S. Nageeb",S. Nageeb Ali,S. Nageeb Ali,Male
"Aiyagari, Sr",Sr Aiyagari,S. Rao Aiyagari,Male
"Black, Sw",Sw Black,S. W. Black,Male
"Weber, Simon",Simon Weber,S. Weber,Male
"Lahiri, S",S Lahiri,Sajal Lahiri,Male
"Rashid, S",S Rashid,Salim Rashid,Male
"Ortigueira, S",S Ortigueira,Salvador Ortigueira,Male
"Allgood, S",S Allgood,Sam Allgood,Male
"Allgood, Sam",Sam Allgood,Sam Allgood,Male
"Peltzman, S",S Peltzman,Sam Peltzman,Male
"Schulhofer-Wohl, Sam",Sam Schulhofer-Wohl,Sam Schulhofer-Wohl,Male
"Datta, Sk",Sk Datta,Samar K. Datta,Male
"Bentolila, S",S Bentolila,Samuel Bentolila,Male
"Bentolila, Samuel",Samuel Bentolila,Samuel Bentolila,Male
"Bowles, S",S Bowles,Samuel Bowles,Male
"Bowles, Samuel",Samuel Bowles,Samuel Bowles,Male
"Paul, S",S Paul,Samuel Paul,Male
"Kortum, S",S Kortum,Samuel S. Kortum,Male
"Kortum, Samuel",Samuel Kortum,Samuel S. Kortum,Male
"Kapur, S",S Kapur,Sandeep Kapur,Male
"Black, Sandra E.",Sandra E. Black,Sandra E. Black,Female
"Black, Se",Se Black,Sandra E. Black,Female
"Ambuehl, Sandro",Sandro Ambuehl,Sandro Ambuehl,Male
"Shelegia, Sandro",Sandro Shelegia,Sandro Shelegia,Male
"Grossman, S",S Grossman,Sanford J. Grossman,Male
"Grossman, Sj",Sj Grossman,Sanford J. Grossman,Male
"Goyal, S",S Goyal,Sanjeev Goyal,Male
"Goyal, Sanjeev",Sanjeev Goyal,Sanjeev Goyal,Male
"Oliveros, Santiago",Santiago Oliveros,Santiago Oliveros,Male
"Anagol, Santosh",Santosh Anagol,Santosh Anagol,Male
"Lowes, Sara",Sara Lowes,Sara Lowes,Female
"Baird, Sarah",Sarah Baird,Sarah Baird,Female
"Baird, Sarah",Sarah Baird,Sarah Baird,Female
"Smith, Sarah",Sarah Smith,Sarah Smith,Female
"Tanner, S",S Tanner,Sarah Tanner,Female
"Zubairy, Sarah",Sarah Zubairy,Sarah Zubairy,Female
"Zubairy, Sarah",Sarah Zubairy,Sarah Zubairy,Female
"Kerr, Sari Pekkala",Sari Pekkala Kerr,Sari Pekkala Kerr,Female
"Becker, Sascha O.",Sascha O. Becker,Sascha O. Becker,Male
"Takahashi, Satoru",Satoru Takahashi,Satoru Takahashi,Male
"Das, Sp",Sp Das,Satya P. Das,Female
"Chatterjee, S",S Chatterjee,Satyajit Chatterjee,Male
"Schwartz, S",S Schwartz,Saul Schwartz,Male
"Jha, Saumitra",Saumitra Jha,Saumitra Jha,Male
"Bhargava, S",S Bhargava,Saurabh Bhargava,Male
"Bhargava, Saurabh",Saurabh Bhargava,Saurabh Bhargava,Male
"Kominers, Scott Duke",Scott Duke Kominers,Scott Duke Kominers,Male
"Kominers, Scott Duke",Scott Duke Kominers,Scott Duke Kominers,Male
"Carrell, Scott E.",Scott E. Carrell,Scott E. Carrell,Male
"Carrell, Scott E.",Scott E. Carrell,Scott E. Carrell,Male
"Page, S",S Page,Scott E. Page,Male
"Gordon, S",S Gordon,Scott Gordon,Male
"Gordon, Scott",Scott Gordon,Scott Gordon,Male
"Gordon, Scott",Scott Gordon,Scott Gordon,Male
"Weisbenner, Sj",Sj Weisbenner,Scott J. Weisbenner,Male
"Nicholson, Hw",Hw Nicholson,Scott Nicholson,Male
"Baker, Scott R.",Scott R. Baker,Scott R. Baker,Male
"Baker, Scott R.",Scott R. Baker,Scott R. Baker,Male
"Rozelle, S",S Rozelle,Scott Rozelle,Male
"Lee, Scott S.",Scott S. Lee,Scott S. Lee,Male
"Schaefer, Sm",Sm Schaefer,Scott Schaefer,Male
"Stern, Scott",Scott Stern,Scott Stern,Male
"Stern, Scott",Scott Stern,Scott Stern,Male
"Crockett, Sean",Sean Crockett,Sean Crockett,Male
"Edwards, S",S Edwards,Sebastian Edwards,Male
"Lecocq, S",S Lecocq,Sébastien Lecocq,Male
"Lecocq, Sebastien",Sebastien Lecocq,Sébastien Lecocq,Male
"Roux, S",S Roux,Sébastien Roux,Male
"Roux, Sebastien",Sebastien Roux,Sébastien Roux,Male
"Jayachandran, Seema",Seema Jayachandran,Seema Jayachandran,Female
"Tinic, Sm",Sm Tinic,Seha M. Tinic,Male
"Kawasaki, S",S Kawasaki,Seiichi Kawasaki,Male
"Malamud, Semyon",Semyon Malamud,Semyon Malamud,Male
"Mullainathan, S",S Mullainathan,Sendhil Mullainathan,Male
"Mullainathan, Sendhil",Sendhil Mullainathan,Sendhil Mullainathan,Male
"Honkapohja, S",S Honkapohja,Seppo Honkapohja,Male
"Ozkan, Serdar",Serdar Ozkan,Serdar Ozkan,Male
"Kolm, Sc",Sc Kolm,Serge-Christophe Kolm,Male
"Guriev, Sergei",Sergei Guriev,Sergei Guriev,Male
